rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
13,Gennaro Acampora,Italy,MF,Spezia,Serie A,26,1994,14,441,0,0,0,0,0,0.3,0.3,15,28,0.00,0.00,6,4,28.6,1,3,4,4,0,0,0,0,0,0,0,0,185,223,83.0,574,91.9,83.0,70.4,1,20,2,8,16,62.5,37.5,15,14,1,12,0,9,0.0,0.00,0.00,0,37.5,1.63,0.00,0,2020-2021
14,Francesco Acerbi,Italy,DF,Lazio,Serie A,32,1988,32,2813,0,1,1,0,0,1.1,1.1,41,141,0.00,0.03,51,32,45.0,15,9,76,121,2,0,0,0,0,0,0,0,1854,2097,88.4,11589,91.7,94.6,70.5,10,110,21,309,8,75.0,25.0,41,42,2,10,0,9,0.0,0.00,0.00,0,71.3,0.99,0.16,0,2020-2021
16,Marcos Acuña,Argentina,DF,Sevilla,La Liga,28,1991,30,2330,1,2,3,1,0,1.0,1.0,65,114,0.04,0.08,62,42,56.1,2,21,23,30,1,0,0,0,0,0,0,0,1415,1767,80.1,9704,92.5,84.8,51.3,32,104,35,61,61,67.2,32.8,65,50,12,29,1,18,11.1,0.08,0.06,0.50,37.7,2.63,0.31,0,2020-2021
17,Che Adams,Scotland,FW,Southampton,Premier League,24,1996,36,2667,9,5,14,9,0,9.8,9.8,32,57,0.30,0.17,25,16,35.3,2,18,4,19,1,0,0,0,0,0,0,0,431,622,69.3,1416,74.0,77.2,69.4,37,35,23,24,50,56.0,44.0,32,28,13,44,9,55,56.4,1.05,0.16,0.29,28.5,2.29,0.24,0,2020-2021
18,Tyler Adams,United States,MF,RB Leipzig,Bundesliga,21,1999,27,1850,1,1,2,1,0,1.3,1.3,27,113,0.05,0.05,35,24,54.8,5,17,29,30,0,0,0,0,0,0,0,0,1173,1375,85.3,5037,91.8,86.4,60.2,14,97,24,47,26,57.7,42.3,27,31,3,14,1,7,57.1,0.19,0.14,0.25,61.8,1.80,0.15,0,2020-2021
19,Sargis Adamyan,Armenia,FW,Hoffenheim,Bundesliga,27,1993,18,479,2,3,5,2,0,2.1,2.1,20,17,0.38,0.56,9,4,50.0,0,2,6,1,0,0,0,0,0,0,0,0,103,156,66.0,379,76.3,70.7,63.6,11,5,7,2,7,42.9,57.1,20,16,3,6,2,23,30.4,1.32,0.09,0.29,50.0,4.12,1.12,0,2020-2021
20,Tosin Adarabioyo,England,DF,Fulham,Premier League,22,1997,33,2953,0,0,0,0,0,1.1,1.1,5,75,0.00,0.00,37,19,47.5,20,6,42,197,2,0,0,0,0,0,0,0,1647,1918,85.9,12650,87.8,94.1,61.6,5,71,5,398,14,78.6,21.4,5,5,0,5,0,18,27.8,0.15,0.00,0.00,68.3,0.55,0.03,0,2020-2021
21,Bobby Adekanye,Netherlands,FW,Cádiz,La Liga,21,1999,3,36,0,0,0,0,0,0.3,0.3,4,0,0.00,0.00,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,7,10,70.0,0,100.0,33.3,0.0,0,0,0,1,1,100.0,0.0,4,3,0,0,0,1,0.0,0.00,0.00,0,0,0.00,0.00,0,2020-2021
22,Yacine Adli,France,MF,Bordeaux,Ligue 1,20,2000,35,2418,2,5,7,2,0,1.9,1.9,54,188,0.07,0.19,74,37,38.0,2,25,39,17,2,0,0,0,0,0,0,0,1327,1631,81.4,6907,88.5,85.4,66.5,53,158,20,40,79,63.3,36.7,54,50,10,41,2,24,37.5,0.33,0.08,0.22,50.0,3.87,0.37,0,2020-2021
24,Adrián,Spain,GK,Liverpool,Premier League,33,1987,3,270,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,3,1,9,3.00,9,50.0,1,33.3,0,78,100,78.0,1138,100.0,97.1,50.0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,0.0,2020-2021
25,Martin Agirregabiria,Spain,DF,Alavés,La Liga,24,1996,26,1558,0,1,1,0,0,0.1,0.1,11,39,0.00,0.06,32,18,51.5,3,6,27,36,0,0,0,0,0,0,0,0,534,751,71.1,4049,84.3,72.1,45.3,12,39,15,41,6,33.3,66.7,11,11,2,4,0,2,0.0,0.00,0.00,0,46.3,1.62,0.17,0,2020-2021
26,Lucien Agoume,France,MF,Spezia,Serie A,18,2002,12,800,0,0,0,0,0,0.1,0.1,6,46,0.00,0.00,18,10,31.6,5,5,15,10,0,0,0,0,0,0,0,0,434,487,89.1,1942,93.2,91.2,79.7,2,39,3,26,8,75.0,25.0,6,6,1,8,0,2,0.0,0.00,0.00,0,85.7,0.79,0.23,0,2020-2021
27,Felix Agu,Germany,DF,Werder Bremen,Bundesliga,20,1999,15,701,1,0,1,1,0,0.6,0.6,7,9,0.13,0.00,20,9,55.6,3,11,12,18,0,0,0,0,0,0,0,0,210,299,70.2,1068,83.3,65.3,45.8,3,10,3,21,11,45.5,54.5,7,4,1,7,1,4,25.0,0.13,0.25,1.00,54.2,1.03,0.00,0,2020-2021
28,Kevin Agudelo,Colombia,FW,Spezia,Serie A,21,1998,29,1356,1,2,3,1,0,1.5,1.5,50,43,0.07,0.13,39,28,35.3,0,30,10,2,0,0,0,0,0,0,0,0,228,328,69.5,848,80.9,78.2,61.1,12,27,10,2,76,57.9,42.1,50,35,24,25,1,19,21.1,0.27,0.05,0.25,32.0,2.52,0.46,0,2020-2021
29,Nayef Aguerd,Morocco,DF,Rennes,Ligue 1,24,1996,35,3147,3,1,4,3,0,3.2,3.2,14,136,0.09,0.03,37,30,63.6,22,12,47,102,0,0,0,0,0,0,0,0,2449,2712,90.3,18953,95.6,93.4,68.8,5,126,1,241,11,81.8,18.2,14,16,1,10,3,28,21.4,0.17,0.11,0.50,63.0,0.57,0.03,0,2020-2021
30,Sergio Agüero,Argentina,FW,Manchester City,Premier League,32,1988,12,559,4,1,5,3,1,3.5,1.9,12,12,0.64,0.16,4,1,18.2,0,2,2,0,0,0,0,0,0,0,0,0,140,173,80.9,219,86.9,89.5,100.0,7,12,5,0,13,61.5,38.5,12,10,3,11,4,17,58.8,1.61,0.18,0.30,33.3,2.90,0.48,0,2020-2021
31,Ruben Aguilar,France,DF,Monaco,Ligue 1,27,1993,33,2225,1,3,4,1,0,0.9,0.9,74,101,0.04,0.12,63,37,61.5,3,27,47,43,1,0,0,0,0,0,0,0,1265,1568,80.7,5384,92.6,78.5,52.4,41,77,39,53,29,41.4,58.6,74,52,4,14,1,8,37.5,0.12,0.13,0.33,54.8,3.15,0.28,0,2020-2021
32,Naouirou Ahamada,France,MF,Stuttgart,Bundesliga,18,2002,6,252,0,0,0,0,0,0.2,0.2,8,11,0.00,0.00,4,1,100.0,0,2,1,1,0,0,0,0,0,0,0,0,110,125,88.0,377,89.7,97.3,71.4,1,12,0,4,12,91.7,8.3,8,2,2,5,0,5,20.0,0.36,0.00,0.00,0.0,0.71,0.00,0,2020-2021
33,Matteo Ahlinvi,Benin,MF,Nîmes,Ligue 1,21,1999,20,899,2,0,2,2,0,1.4,1.4,31,25,0.20,0.00,26,20,28.2,0,6,2,8,0,0,0,0,0,0,0,0,258,322,80.1,822,92.4,80.6,60.0,5,12,2,13,29,65.5,34.5,31,14,3,16,2,12,58.3,0.70,0.17,0.29,38.1,1.20,0.00,0,2020-2021
34,Jean-Eudes Aholou,Ivory Coast,MF,Strasbourg,Ligue 1,26,1994,27,2146,2,2,4,2,0,2.3,2.1,26,92,0.08,0.08,46,25,39.6,5,12,53,32,0,0,0,0,0,0,0,0,701,851,82.4,2947,88.3,83.0,73.1,7,59,9,45,33,78.8,21.2,26,20,2,20,2,31,19.4,0.25,0.06,0.33,57.1,1.38,0.17,0,2020-2021
35,Jean-Eudes Aholou,Ivory Coast,MF,Monaco,Ligue 1,26,1994,2,36,0,0,0,0,0,0.1,0.1,1,1,0.00,0.00,1,0,33.3,0,0,1,1,0,0,0,0,0,0,0,0,7,10,70.0,26,100.0,75.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,2,50.0,2.50,0.00,0.00,100.0,2.50,0.00,0,2020-2021
36,Joseph Aidoo,Ghana,DF,Celta Vigo,La Liga,24,1995,25,1289,0,0,0,0,0,0.8,0.8,11,43,0.00,0.00,26,17,57.1,4,3,25,88,1,0,0,0,0,0,0,0,511,629,81.2,3604,89.6,88.0,58.9,2,27,2,121,3,66.7,33.3,11,3,1,3,0,9,0.0,0.00,0.00,0,51.2,0.70,0.14,0,2020-2021
37,Ola Aina,Nigeria,DF,Fulham,Premier League,23,1996,31,2664,2,1,3,2,0,1.2,1.2,63,106,0.07,0.03,37,20,48.8,6,16,45,94,2,0,0,0,0,0,0,0,1352,1769,76.4,9159,89.5,80.3,43.6,15,92,15,105,33,63.6,36.4,63,40,5,10,2,14,28.6,0.14,0.14,0.50,46.3,0.91,0.14,0,2020-2021
38,Rayan Aït-Nouri,Algeria,DF,Wolves,Premier League,19,2001,21,1404,1,1,2,1,0,0.6,0.6,47,54,0.06,0.06,29,16,48.1,1,13,15,25,0,0,0,0,0,0,0,0,662,805,82.2,2664,92.3,83.8,43.9,14,35,16,42,54,48.1,51.9,47,34,9,19,1,15,40.0,0.38,0.07,0.17,17.9,2.05,0.06,0,2020-2021
39,Rayan Aït-Nouri,Algeria,DF,Angers,Ligue 1,19,2001,3,187,0,1,1,0,0,0.1,0.1,7,11,0.00,0.48,3,2,60.0,1,1,4,1,0,0,0,0,0,0,0,0,132,147,89.8,637,94.6,85.7,50.0,5,3,4,3,9,88.9,11.1,7,5,2,3,0,1,0.0,0.00,0.00,0,25.0,4.84,0.97,0,2020-2021
40,Semi Ajayi,Nigeria,DF,West Brom,Premier League,26,1993,33,2780,2,0,2,2,0,1.9,1.9,13,73,0.06,0.00,40,14,56.1,32,19,42,122,2,0,0,0,0,0,0,0,719,999,72.0,6401,83.5,81.3,40.4,7,68,4,223,18,55.6,44.4,13,10,2,5,2,13,30.8,0.13,0.15,0.50,57.8,0.45,0.06,0,2020-2021
41,Ludovic Ajorque,France,FW,Strasbourg,Ligue 1,26,1994,35,2967,16,4,20,12,4,15.7,11.8,33,61,0.49,0.12,30,18,22.6,5,9,11,54,0,0,0,0,0,0,0,0,620,927,66.9,1641,72.3,73.3,65.4,36,43,19,62,23,43.5,56.5,33,25,15,31,16,66,45.5,0.91,0.18,0.40,55.5,2.34,0.24,0,2020-2021
42,Manuel Akanji,Switzerland,DF,Dortmund,Bundesliga,25,1995,28,2350,2,0,2,2,0,1.7,1.7,26,159,0.08,0.00,41,22,61.3,10,13,49,70,1,0,0,0,0,0,0,0,1961,2137,91.8,12871,93.8,95.4,79.1,3,151,6,189,10,90.0,10.0,26,15,2,9,2,19,21.1,0.15,0.11,0.50,60.5,0.84,0.08,0,2020-2021
43,Carlos Akapo,Equatorial Guinea,DF,Cádiz,La Liga,27,1993,13,865,1,0,1,1,0,0.3,0.3,12,15,0.10,0.00,18,14,55.6,3,13,19,33,0,0,0,0,0,0,0,0,229,356,64.3,1740,79.4,66.7,31.5,2,14,4,42,10,60.0,40.0,12,8,2,3,1,2,50.0,0.10,0.50,1.00,82.4,0.73,0.00,0,2020-2021
44,Marley Aké,France,FW,Marseille,Ligue 1,19,2001,9,146,0,0,0,0,0,1.0,1.0,4,5,0.00,0.00,3,3,0.0,0,2,0,1,0,0,0,0,0,0,0,0,22,31,71.0,108,93.8,85.7,0.0,0,3,1,2,8,50.0,50.0,4,2,0,5,0,4,0.0,0.00,0.00,0,40.0,1.23,0.00,0,2020-2021
45,Nathan Aké,Netherlands,DF,Manchester City,Premier League,25,1995,10,797,1,0,1,1,0,0.3,0.3,12,52,0.11,0.00,10,5,75.0,1,1,9,23,0,0,0,0,0,0,0,0,709,763,92.9,3225,95.9,94.9,74.3,1,55,2,40,1,0.0,100.0,12,22,0,1,1,3,33.3,0.11,0.33,1.00,58.5,0.56,0.11,0,2020-2021
46,Paul Akouokou,Ivory Coast,MF,Betis,La Liga,22,1997,10,378,0,0,0,0,0,0.0,0.0,4,13,0.00,0.00,11,8,62.5,1,2,6,7,0,0,0,0,0,0,0,0,170,187,90.9,728,91.1,96.3,73.9,2,21,1,10,4,75.0,25.0,4,4,0,2,0,0,0,0.00,0,0,55.6,1.43,0.24,0,2020-2021
47,Jean-Daniel Akpa-Akpro,Ivory Coast,MF,Lazio,Serie A,27,1992,32,1056,0,1,1,0,0,1.2,1.2,11,26,0.00,0.09,38,25,29.6,6,18,18,13,0,0,0,0,0,0,0,0,293,361,81.2,907,82.3,91.1,68.2,12,20,7,20,26,57.7,42.3,11,11,3,13,0,12,8.3,0.09,0.00,0.00,50.0,1.62,0.09,0,2020-2021
48,Kevin Akpoguma,Nigeria,DF,Hoffenheim,Bundesliga,25,1995,16,1184,1,0,1,1,0,0.1,0.1,10,56,0.08,0.00,18,12,57.1,15,13,13,32,2,0,0,0,0,0,0,0,600,735,81.6,4298,87.8,92.2,43.8,2,33,4,77,10,60.0,40.0,10,4,1,1,1,2,100.0,0.15,0.50,0.50,42.9,0.53,0.00,0,2020-2021
49,David Alaba,Austria,DF,Bayern Munich,Bundesliga,28,1992,32,2675,2,4,6,2,0,1.2,1.2,56,242,0.07,0.13,37,21,53.1,13,16,43,60,0,0,0,0,0,0,0,0,1929,2290,84.2,12318,90.1,89.2,60.8,28,212,35,146,19,84.2,15.8,56,38,2,12,2,21,28.6,0.20,0.10,0.33,51.4,2.02,0.24,0,2020-2021
50,Sofiane Alakouch,Morocco,DF,Nîmes,Ligue 1,22,1998,22,1505,0,2,2,0,0,0.2,0.2,35,65,0.00,0.12,53,33,64.4,2,15,21,38,0,0,0,0,0,0,0,0,718,913,78.6,4676,90.6,80.6,49.1,5,64,8,46,36,50.0,50.0,35,22,4,17,0,5,0.0,0.00,0.00,0,35.0,1.25,0.18,0,2020-2021
51,Jony Álamo,Spain,MF,Elche,La Liga,18,2001,1,73,0,0,0,0,0,0.0,0.0,1,1,0.00,0.00,2,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,14,16,87.5,64,83.3,87.5,100.0,0,1,0,0,4,100.0,0.0,1,0,0,1,0,1,0.0,0.00,0.00,0,0.0,1.23,1.23,0,2020-2021
52,Lucas Alario,Argentina,FW,Leverkusen,Bundesliga,27,1992,25,1245,11,2,13,9,2,7.2,5.7,7,21,0.80,0.14,8,2,50.0,1,8,2,10,0,0,0,0,0,0,0,0,226,308,73.4,292,80.9,76.6,56.3,15,15,3,14,21,76.2,23.8,7,5,4,16,11,39,46.2,1.30,0.23,0.50,35.5,2.17,0.22,0,2020-2021
53,Jordi Alba,Spain,DF,Barcelona,La Liga,31,1989,35,3025,3,5,8,3,0,1.9,1.9,48,197,0.09,0.15,45,30,46.2,2,19,49,48,0,0,0,0,0,0,0,0,2479,2929,84.6,9855,92.5,84.0,60.9,52,149,76,77,32,53.1,46.9,48,44,14,14,3,27,37.0,0.30,0.11,0.30,33.3,2.86,0.27,0,2020-2021
54,Luis Alberto,Spain,MF,Lazio,Serie A,27,1992,34,2618,9,2,11,9,0,5.1,5.0,143,301,0.31,0.07,43,24,20.5,2,39,13,11,1,0,0,0,0,0,0,0,1493,1946,76.7,9846,88.1,81.9,51.0,80,282,83,14,95,53.7,46.3,143,124,19,39,9,69,42.0,1.00,0.13,0.31,45.5,5.40,0.24,0,2020-2021
55,Raúl Albiol,Spain,DF,Villarreal,La Liga,34,1985,35,3115,0,0,0,0,0,0.9,0.9,19,136,0.00,0.00,22,15,72.2,22,10,22,146,2,0,0,0,0,0,0,0,1829,2065,88.6,12938,93.2,93.0,72.7,4,92,3,286,6,66.7,33.3,19,13,1,6,0,8,12.5,0.03,0.00,0.00,60.7,0.52,0.03,0,2020-2021
56,Marc Albrighton,England,DF,Leicester City,Premier League,30,1989,31,1746,1,5,6,1,0,1.2,1.2,46,84,0.05,0.26,33,19,35.6,3,26,17,27,1,0,0,0,0,0,0,0,627,933,67.2,3898,84.6,73.7,42.7,38,54,37,37,66,56.1,43.9,46,33,7,29,1,21,42.9,0.46,0.05,0.11,21.7,3.97,0.62,0,2020-2021
57,Paco Alcácer,Spain,FW,Villarreal,La Liga,26,1993,27,1544,6,4,10,5,1,9.0,7.5,12,13,0.35,0.23,6,3,42.9,0,8,9,6,0,0,0,0,0,0,0,0,193,270,71.5,375,78.5,69.0,71.4,15,3,7,9,11,72.7,27.3,12,3,8,9,6,35,45.7,0.93,0.14,0.31,22.8,1.57,0.52,0,2020-2021
58,Pedro Alcalá,Spain,DF,Cádiz,La Liga,31,1989,13,909,0,0,0,0,0,0.1,0.1,1,11,0.00,0.00,8,4,60.0,13,6,16,50,0,0,0,0,0,0,0,0,205,282,72.7,1737,80.7,89.1,47.0,0,14,0,75,1,100.0,0.0,1,4,0,0,0,2,0.0,0.00,0.00,0,39.5,0.10,0.00,0,2020-2021
59,Thiago Alcántara,Spain,MF,Liverpool,Premier League,29,1991,24,1854,1,0,1,1,0,1.2,1.2,27,203,0.05,0.00,61,36,34.7,0,26,30,14,0,0,0,0,0,0,0,0,1545,1735,89.0,7745,94.4,90.7,80.1,30,205,24,31,48,68.8,31.3,27,58,4,18,1,22,22.7,0.24,0.05,0.20,50.0,3.93,0.15,0,2020-2021
60,Rubén Alcaraz,Spain,MF,Valladolid,La Liga,29,1991,30,2165,1,0,1,1,0,1.8,1.8,25,107,0.04,0.00,54,29,37.5,8,27,31,28,0,0,0,0,0,0,0,0,930,1131,82.2,5237,88.7,91.8,66.2,9,100,11,61,19,73.7,26.3,25,26,1,14,1,28,10.7,0.12,0.04,0.33,53.1,1.16,0.08,0,2020-2021
61,Omar Alderete,Paraguay,DF,Hertha BSC,Bundesliga,23,1996,17,1299,0,0,0,0,0,0.3,0.3,8,55,0.00,0.00,16,10,43.8,10,4,21,61,1,0,0,0,0,0,0,0,732,916,79.9,7234,82.8,88.4,61.0,3,44,4,107,18,83.3,16.7,8,6,0,3,0,6,33.3,0.14,0.00,0.00,52.5,0.48,0.00,0,2020-2021
62,Toby Alderweireld,Belgium,DF,Tottenham,Premier League,31,1989,25,2240,1,0,1,1,0,0.7,0.7,3,59,0.04,0.00,35,22,60.0,28,12,10,121,0,0,0,0,0,0,0,0,1199,1453,82.5,8025,91.7,92.3,51.8,8,64,5,267,4,100.0,0.0,3,5,0,2,1,10,30.0,0.12,0.10,0.33,56.3,0.88,0.12,0,2020-2021
63,Iván Alejo,Spain,MF,Cádiz,La Liga,25,1995,22,827,1,1,2,1,0,1.1,1.1,46,13,0.11,0.11,14,10,17.4,1,13,3,10,0,0,0,0,0,0,0,0,127,229,55.5,637,76.3,63.9,20.0,10,6,13,14,25,52.0,48.0,46,25,5,14,1,13,30.8,0.44,0.08,0.25,59.1,2.29,0.22,0,2020-2021
64,Carles Aleñá,Spain,MF,Barcelona,La Liga,22,1998,2,48,0,0,0,0,0,0.1,0.1,1,7,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,92.3,177,89.5,91.7,100.0,0,3,0,1,0,0,0,1,0,0,1,0,1,0.0,0.00,0.00,0,50.0,1.87,0.00,0,2020-2021
65,Carles Aleñá,Spain,MF,Getafe,La Liga,22,1998,22,1366,2,2,4,2,0,1.7,1.7,20,77,0.13,0.13,15,10,28.0,1,13,2,2,0,0,0,0,0,0,0,0,390,591,66.0,2309,84.9,71.0,41.1,25,52,24,8,36,63.9,36.1,20,31,1,18,2,30,26.7,0.53,0.07,0.25,29.2,4.35,0.20,0,2020-2021
66,Rúnar Alex Rúnarsson,Iceland,GK,Arsenal,Premier League,25,1995,1,16,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,2,100.0,0,0,0,7,11,63.6,32,100.0,100.0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2020-2021
67,Trent Alexander-Arnold,England,DF,Liverpool,Premier League,21,1998,36,3031,2,7,9,2,0,2.6,2.6,98,251,0.06,0.21,56,33,64.3,3,21,49,50,3,0,0,0,0,0,0,0,2245,3015,74.5,15754,89.9,78.3,47.0,77,193,101,73,61,52.5,47.5,98,95,24,22,2,55,21.8,0.36,0.04,0.17,25.8,3.89,0.39,0,2020-2021
69,Mohamed Ali Cho,France,FW,Angers,Ligue 1,16,2004,21,348,0,0,0,0,0,1.9,1.9,15,4,0.00,0.00,9,7,44.4,0,4,3,0,0,0,0,0,0,0,0,0,67,111,60.4,257,75.0,42.9,62.5,2,3,2,0,11,45.5,54.5,15,10,2,12,0,10,0.0,0.00,0.00,0,43.8,1.04,0.00,0,2020-2021
70,Ezgjan Alioski,North Macedonia,DF,Leeds United,Premier League,28,1992,36,2461,2,3,5,2,0,1.6,1.6,77,132,0.07,0.11,74,31,43.2,2,15,23,50,2,0,0,0,0,0,0,0,1321,1670,79.1,7163,89.2,84.2,39.5,28,87,29,75,26,42.3,57.7,77,43,5,15,2,25,32.0,0.29,0.08,0.25,47.0,2.60,0.18,0,2020-2021
72,Alisson,Brazil,GK,Liverpool,Premier League,27,1992,33,2970,1,0,1,1,0,0.1,0.1,0,1,0.03,0.00,3,2,75.0,0,0,2,26,7,32,0.97,82,75.7,10,30.3,20.0,1000,1157,86.4,14023,99.1,98.0,57.9,0,4,1,931,2,100.0,0.0,0,0,0,0,1,1,100.0,0.03,1.00,1.00,92.3,0.15,0.00,5.9,2020-2021
73,Saturnin Allagbé,Benin,GK,Dijon,Ligue 1,26,1993,12,1080,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,9,3,30,2.50,36,56.1,3,25.0,50.0,269,403,66.7,6167,100.0,99.1,44.7,0,2,0,395,1,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,75.0,0.00,0.00,3.0,2020-2021
74,Allan,Brazil,MF,Everton,Premier League,29,1991,24,2051,0,0,0,0,0,0.3,0.3,30,92,0.00,0.00,80,45,29.5,12,19,19,25,1,0,0,0,0,0,0,0,908,1068,85.0,4370,91.9,87.4,70.7,17,88,16,68,49,63.3,36.7,30,31,2,18,0,7,28.6,0.09,0.00,0.00,26.7,1.71,0.09,0,2020-2021
