rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
446,Cárdenas,Spain,GK,Levante,La Liga,23,1997,8,720,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,3,5,1,11,1.37,28,71.8,1,12.5,0,198,264,75.0,3532,100.0,95.2,49.6,0,2,0,235,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,1.6,2020-2021
447,Irvin Cardona,France,FW,Brest,Ligue 1,22,1997,36,2029,8,1,9,8,0,7.7,7.7,46,34,0.35,0.04,10,5,18.2,3,14,9,23,2,0,0,0,0,0,0,0,320,487,65.7,942,74.4,65.2,51.0,20,21,15,36,26,38.5,61.5,46,26,23,19,8,55,32.7,0.80,0.15,0.44,45.1,1.77,0.13,0,2020-2021
448,Marc Cardona,Spain,FW,Osasuna,La Liga,25,1995,3,53,0,0,0,0,0,0.2,0.2,0,2,0.00,0.00,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,66.7,77,92.3,50.0,50.0,0,1,2,1,0,0,0,0,0,0,0,0,1,100.0,1.70,0.00,0.00,50.0,0.00,0.00,0,2020-2021
449,Diego Carlos,Brazil,DF,Sevilla,La Liga,27,1993,33,2788,1,0,1,1,0,1.3,1.3,5,53,0.03,0.00,22,13,50.0,27,8,31,114,1,0,0,0,0,0,0,0,1690,1887,89.6,11840,94.7,95.2,70.0,8,65,2,313,8,100.0,0.0,5,7,1,1,1,15,33.3,0.16,0.07,0.20,59.8,0.52,0.03,0,2020-2021
450,Juan Carlos,Spain,MF,Huesca,La Liga,29,1991,15,291,0,1,1,0,0,0.6,0.6,5,16,0.00,0.31,5,3,13.3,0,7,1,1,0,0,0,0,0,0,0,0,76,98,77.6,320,85.7,81.8,62.5,4,9,4,1,8,62.5,37.5,5,7,1,11,0,5,20.0,0.31,0.00,0.00,60.0,4.02,0.62,0,2020-2021
451,Lionel Carole,France,DF,Strasbourg,Ligue 1,29,1991,27,1342,0,1,1,0,0,0.1,0.1,29,69,0.00,0.07,37,25,55.2,1,2,38,28,0,0,0,0,0,0,0,0,710,931,76.3,5828,87.3,81.6,56.1,11,64,15,44,13,38.5,61.5,29,16,1,9,0,3,33.3,0.07,0.00,0.00,71.4,1.68,0.27,0,2020-2021
452,Yannick Carrasco,Belgium,DF,Atlético Madrid,La Liga,26,1993,30,2179,6,10,16,6,0,5.2,5.2,146,86,0.25,0.41,27,15,44.1,0,24,17,16,1,0,0,0,0,0,0,0,743,1010,73.6,3150,87.0,68.6,31.4,47,35,46,22,120,55.0,45.0,146,85,60,51,6,43,55.8,0.99,0.14,0.25,18.2,3.88,0.74,0,2020-2021
453,Sergio Carreira,Spain,DF,Celta Vigo,La Liga,19,2000,3,259,1,0,1,1,0,0.8,0.8,0,6,0.35,0.00,3,0,100.0,0,2,1,7,0,0,0,0,0,0,0,0,89,121,73.6,483,85.9,71.1,45.5,1,4,2,10,1,0.0,100.0,0,3,0,0,1,2,50.0,0.35,0.50,1.00,0.0,0.69,0.00,0,2020-2021
454,Guido Carrillo,Argentina,FW,Elche,La Liga,29,1991,21,1002,3,2,5,3,0,2.5,2.5,9,31,0.27,0.18,9,8,25.0,1,1,4,14,0,0,0,0,0,0,0,0,216,305,70.8,551,79.4,66.7,66.7,8,20,2,15,13,61.5,38.5,9,14,0,11,3,26,26.9,0.63,0.12,0.43,57.6,1.35,0.18,0,2020-2021
455,Andy Carroll,England,FW,Newcastle Utd,Premier League,31,1989,18,392,1,0,1,1,0,0.8,0.8,2,12,0.23,0.00,3,1,12.5,0,1,0,14,0,0,0,0,0,0,0,0,85,139,61.2,322,68.7,74.1,54.5,2,11,3,13,4,50.0,50.0,2,1,2,3,1,14,14.3,0.46,0.07,0.50,66.7,2.30,0.23,0,2020-2021
456,Scott Carson,England,GK,Manchester City,Premier League,34,1985,1,90,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,3,3.00,1,60.0,0,0.0,50.0,15,16,93.8,190,100.0,100.0,0.0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2020-2021
457,Dani Carvajal,Spain,DF,Real Madrid,La Liga,28,1992,13,950,0,2,2,0,0,0.5,0.5,21,48,0.00,0.19,27,20,55.0,1,18,13,27,0,0,0,0,0,0,0,0,673,810,83.1,2836,90.6,87.5,70.5,9,31,13,44,14,57.1,42.9,21,15,5,3,0,9,22.2,0.19,0.00,0.00,66.7,1.80,0.47,0,2020-2021
458,Fabio Carvalho,Portugal,MF,Fulham,Premier League,17,2002,4,255,1,0,1,1,0,1.2,1.2,10,6,0.35,0.00,9,6,55.6,0,2,1,1,1,0,0,0,0,0,0,0,67,89,75.3,100,86.0,77.3,75.0,2,2,2,0,10,80.0,20.0,10,4,5,9,1,9,55.6,1.76,0.11,0.20,20.0,2.82,0.00,0,2020-2021
459,William Carvalho,Portugal,MF,Betis,La Liga,28,1992,27,1223,2,0,2,2,0,1.2,1.2,10,101,0.15,0.00,19,12,23.8,3,8,11,14,1,0,0,0,0,0,0,0,812,965,84.1,3679,89.8,88.1,68.3,9,92,9,25,24,75.0,25.0,10,12,0,12,2,15,40.0,0.44,0.13,0.33,59.2,1.84,0.22,0,2020-2021
460,Casemiro,Brazil,MF,Real Madrid,La Liga,28,1992,34,2901,6,4,10,6,0,6.2,6.2,20,135,0.19,0.12,84,49,45.2,17,33,70,62,0,0,0,0,0,0,0,0,1630,1969,82.8,8359,88.5,89.5,67.6,25,136,22,122,23,56.5,43.5,20,28,5,28,6,46,23.9,0.34,0.13,0.55,55.7,1.71,0.25,0,2020-2021
461,Matty Cash,Poland,DF,Aston Villa,Premier League,22,1997,28,2372,0,2,2,0,0,0.3,0.3,43,76,0.00,0.08,71,40,55.4,11,39,60,95,0,0,0,0,0,0,0,0,959,1320,72.7,6050,88.2,75.2,41.4,21,73,23,143,18,66.7,33.3,43,33,5,13,0,9,22.2,0.08,0.00,0.00,46.6,1.33,0.08,0,2020-2021
462,Kiko Casilla,Spain,GK,Leeds United,Premier League,33,1986,3,270,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2,0.67,8,80.0,1,33.3,0,87,98,88.8,1175,100.0,95.6,64.0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.67,0.00,13.3,2020-2021
463,Giuseppe Caso,Italy,DF,Genoa,Serie A,21,1998,2,54,0,0,0,0,0,0.0,0.0,4,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,55.6,22,75.0,66.7,50.0,0,0,0,0,4,50.0,50.0,4,3,1,0,0,0,0,0.00,0,0,0.0,3.33,1.67,0,2020-2021
464,Moreto Cassamã,Guinea-Bissau,MF,Reims,Ligue 1,22,1998,29,2031,1,1,2,1,0,0.3,0.3,17,112,0.04,0.04,49,36,55.1,6,13,36,33,4,0,0,0,0,0,0,0,1225,1398,87.6,6620,93.0,92.3,74.3,15,113,8,68,33,81.8,18.2,17,17,1,11,1,11,18.2,0.09,0.09,0.50,31.6,1.77,0.13,0,2020-2021
465,Francesco Cassata,Italy,DF,Genoa,Serie A,23,1997,8,227,0,0,0,0,0,0.0,0.0,3,11,0.00,0.00,7,6,57.1,0,0,3,1,0,0,0,0,0,0,0,0,68,97,70.1,385,83.7,78.8,33.3,1,5,1,5,3,100.0,0.0,3,5,0,3,0,1,100.0,0.40,0.00,0.00,42.9,1.98,0.40,0,2020-2021
466,Timothy Castagne,Belgium,DF,Leicester City,Premier League,24,1995,27,2345,2,3,5,2,0,1.1,1.1,52,91,0.08,0.12,52,32,54.5,5,24,29,62,1,0,0,0,0,0,0,0,1284,1545,83.1,6211,90.0,84.5,53.5,22,96,22,70,24,45.8,54.2,52,27,3,11,2,8,37.5,0.12,0.25,0.67,48.2,1.88,0.15,0,2020-2021
467,Koen Casteels,Belgium,GK,Wolfsburg,Bundesliga,28,1992,32,2880,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,1,2,9,2,33,1.03,74,72.2,14,43.8,40.0,951,1253,75.9,19003,100.0,99.4,52.6,0,14,0,1029,1,100.0,0.0,0,1,1,0,0,0,0,0.00,0,0,91.7,0.06,0.00,5.6,2020-2021
468,Jean-Charles Castelletto,Cameroon,DF,Nantes,Ligue 1,25,1995,24,1947,1,0,1,1,0,2.0,2.0,8,50,0.05,0.00,32,18,58.1,19,6,42,79,0,0,0,0,0,0,0,0,651,806,80.8,4856,88.3,84.5,53.7,4,44,2,115,6,100.0,0.0,8,4,0,2,1,8,50.0,0.18,0.13,0.25,68.4,0.37,0.00,0,2020-2021
469,Samu Castillejo,Spain,FW,Milan,Serie A,25,1995,28,1181,1,0,1,1,0,2.5,2.5,41,41,0.08,0.00,24,12,35.0,0,21,6,9,0,0,0,0,0,0,0,0,356,451,78.9,1329,87.1,85.9,60.4,10,25,16,9,47,63.8,36.2,41,30,16,23,1,25,28.0,0.53,0.04,0.14,28.6,2.59,0.23,0,2020-2021
470,Gonzalo Castro,Germany,MF,Stuttgart,Bundesliga,33,1987,26,1729,4,2,6,4,0,3.3,3.3,55,119,0.21,0.10,21,7,34.8,3,13,8,12,0,0,0,0,0,0,0,0,661,905,73.0,3675,86.1,76.5,52.6,42,68,26,22,34,58.8,41.2,55,41,9,17,4,30,36.7,0.57,0.13,0.36,41.7,4.11,0.31,0,2020-2021
471,Jonny Castro,Spain,MF,Wolves,Premier League,26,1994,7,495,0,0,0,0,0,0.1,0.1,13,16,0.00,0.00,11,5,46.2,3,6,9,7,0,0,0,0,0,0,0,0,185,243,76.1,803,87.2,76.6,35.3,2,6,0,14,8,37.5,62.5,13,6,2,7,0,1,0.0,0.00,0.00,0,71.4,0.91,0.00,0,2020-2021
472,Gaetano Castrovilli,Italy,MF,Fiorentina,Serie A,23,1997,34,2332,5,3,8,5,0,3.0,3.0,74,108,0.19,0.12,33,19,26.2,2,23,34,14,0,0,0,0,0,0,0,0,573,759,75.5,2696,85.9,76.9,64.7,18,56,33,30,65,46.2,53.8,74,54,11,51,5,32,40.6,0.50,0.16,0.38,25.0,2.35,0.39,0,2020-2021
473,Danilo Cataldi,Italy,MF,Lazio,Serie A,25,1994,19,568,0,0,0,0,0,0.3,0.3,12,43,0.00,0.00,7,2,22.2,1,2,9,7,0,0,0,0,0,0,0,0,351,429,81.8,1975,93.3,85.9,46.3,5,40,7,18,9,88.9,11.1,12,9,1,2,0,6,33.3,0.32,0.00,0.00,16.7,2.53,0.16,0,2020-2021
474,Ivan Cavaleiro,Portugal,FW,Fulham,Premier League,26,1993,36,2472,3,0,3,2,1,6.4,4.8,68,63,0.11,0.00,23,14,35.3,1,24,19,14,0,0,0,0,0,0,0,0,589,857,68.7,2103,80.3,69.6,46.0,43,26,32,25,98,54.1,45.9,68,40,23,50,3,45,33.3,0.55,0.04,0.13,35.3,3.10,0.07,0,2020-2021
475,Edinson Cavani,Uruguay,FW,Manchester Utd,Premier League,33,1987,26,1375,10,3,13,10,0,8.0,8.0,5,30,0.65,0.20,12,8,15.4,0,2,6,11,0,0,0,0,0,0,0,0,264,343,77.0,561,79.2,82.4,85.0,14,16,9,12,12,50.0,50.0,5,4,4,10,10,34,44.1,0.98,0.29,0.67,37.0,2.03,0.26,0,2020-2021
476,Dani Ceballos,Spain,MF,Arsenal,Premier League,23,1996,25,1615,0,3,3,0,0,0.6,0.6,54,150,0.00,0.17,37,22,41.2,6,17,35,14,1,0,0,0,0,0,0,0,1126,1310,86.0,5172,90.2,91.4,71.5,27,125,18,61,38,68.4,31.6,54,49,3,15,0,13,15.4,0.11,0.00,0.00,38.1,3.79,0.28,0,2020-2021
477,Federico Ceccherini,Italy,DF,Hellas Verona,Serie A,28,1992,25,1738,0,0,0,0,0,1.3,1.3,17,69,0.00,0.00,16,12,28.6,8,7,40,60,0,0,0,0,0,0,0,0,733,915,80.1,4479,86.0,84.1,58.6,5,63,3,91,15,73.3,26.7,17,16,1,6,0,12,0.0,0.00,0.00,0,63.2,0.88,0.10,0,2020-2021
478,Federico Ceccherini,Italy,DF,Fiorentina,Serie A,28,1992,3,270,0,0,0,0,0,0.0,0.0,0,4,0.00,0.00,4,1,100.0,5,1,7,15,0,0,0,0,0,0,0,0,99,115,86.1,772,94.7,92.3,62.5,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0.00,0,0,50.0,0.00,0.00,0,2020-2021
479,Zeki Çelik,Turkey,DF,Lille,Ligue 1,23,1997,29,2381,3,2,5,3,0,0.6,0.6,69,102,0.11,0.08,72,33,54.3,6,26,38,52,0,0,0,0,0,0,0,0,1273,1648,77.2,7827,90.3,79.4,43.7,22,85,19,65,40,52.5,47.5,69,52,11,14,3,15,40.0,0.23,0.20,0.50,53.2,2.00,0.26,0,2020-2021
480,Bersant Celina,Kosovo,MF,Dijon,Ligue 1,23,1996,32,2298,0,5,5,0,0,1.7,1.7,68,113,0.00,0.20,20,12,18.4,2,18,8,10,0,0,0,0,0,0,0,0,825,1092,75.5,3929,87.0,80.7,46.1,48,85,35,19,50,58.0,42.0,68,48,7,25,0,24,20.8,0.20,0.00,0.00,12.0,2.98,0.23,0,2020-2021
481,Fabien Centonze,France,DF,Metz,Ligue 1,24,1996,36,3221,1,0,1,1,0,1.2,1.2,117,107,0.03,0.00,104,68,58.9,17,45,112,119,1,0,0,0,0,0,0,0,1375,1808,76.1,8848,88.2,75.7,41.9,22,74,29,155,119,49.6,50.4,117,80,9,32,1,24,25.0,0.17,0.04,0.17,62.9,1.65,0.17,0,2020-2021
482,Luca Ceppitelli,Italy,DF,Cagliari,Serie A,30,1989,19,1465,0,0,0,0,0,0.5,0.5,10,51,0.00,0.00,25,19,53.8,12,11,25,58,1,0,0,0,0,0,0,0,703,846,83.1,4685,87.2,92.0,57.8,2,53,5,119,2,100.0,0.0,10,3,0,2,0,7,14.3,0.06,0.00,0.00,61.3,0.55,0.12,0,2020-2021
483,Alberto Cerri,Italy,FW,Cagliari,Serie A,24,1996,23,369,1,0,1,1,0,3.0,3.0,3,9,0.24,0.00,3,2,0.0,2,2,2,6,0,0,0,0,0,0,0,0,88,146,60.3,238,63.6,67.3,60.0,7,4,4,7,13,61.5,38.5,3,2,2,11,1,16,37.5,1.46,0.06,0.17,59.6,4.85,0.24,0,2020-2021
484,Sava Cestic,Serbia,DF,Köln,Bundesliga,19,2001,11,899,0,0,0,0,0,0.2,0.2,3,19,0.00,0.00,20,9,47.1,4,9,18,40,0,0,0,0,0,0,0,0,314,433,72.5,2490,75.8,86.1,39.8,2,16,1,75,2,50.0,50.0,3,1,0,4,0,1,0.0,0.00,0.00,0,64.5,0.50,0.00,0,2020-2021
485,Julian Chabot,Germany,DF,Spezia,Serie A,22,1998,25,1655,1,1,2,1,0,0.7,0.7,11,57,0.05,0.05,48,34,62.2,13,12,37,43,1,0,0,0,0,0,0,0,917,1082,84.8,5922,88.8,91.1,66.7,6,51,1,91,11,100.0,0.0,11,9,2,4,1,9,33.3,0.16,0.11,0.33,63.3,0.71,0.05,0,2020-2021
486,Nassim Chadli,France,FW,Nîmes,Ligue 1,19,2001,3,31,0,0,0,0,0,0.0,0.0,1,1,0.00,0.00,2,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,11,15,73.3,71,71.4,100.0,0.0,0,2,0,1,3,33.3,66.7,1,1,1,1,0,0,0,0.00,0,0,0,0.00,0.00,0,2020-2021
487,Fouad Chafik,Morocco,DF,Dijon,Ligue 1,33,1986,23,1622,1,0,1,1,0,0.2,0.2,41,65,0.06,0.00,39,24,45.7,10,9,21,41,0,0,0,0,0,0,0,0,769,1018,75.5,5098,91.6,76.5,40.4,8,57,12,67,26,61.5,38.5,41,25,0,11,1,5,20.0,0.06,0.20,1.00,41.5,1.17,0.06,0,2020-2021
488,Mehdi Chahiri,Morocco,FW,Strasbourg,Ligue 1,24,1996,23,801,2,0,2,2,0,1.6,1.6,24,37,0.22,0.00,18,8,40.0,0,9,6,5,0,0,0,0,0,0,0,0,197,269,73.2,934,81.5,79.8,44.8,8,19,7,6,44,63.6,36.4,24,15,7,22,2,21,33.3,0.79,0.10,0.29,47.8,2.58,0.11,0,2020-2021
489,Sofian Chakla,Morocco,DF,Villarreal,La Liga,26,1993,1,13,0,0,0,0,0,0.1,0.1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,44.4,47,50.0,50.0,33.3,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,100.0,0.00,0.00,0,2020-2021
490,Sofian Chakla,Morocco,DF,Getafe,La Liga,26,1993,11,897,0,0,0,0,0,0.3,0.3,2,20,0.00,0.00,12,8,71.4,2,1,14,48,1,0,0,0,0,0,0,0,147,248,59.3,1057,67.0,75.8,22.8,1,13,0,48,0,0,0,2,2,0,1,0,3,33.3,0.10,0.00,0.00,68.9,0.30,0.00,0,2020-2021
491,Aníbal Chalá,Ecuador,DF,Dijon,Ligue 1,24,1996,13,744,0,0,0,0,0,0.0,0.0,17,28,0.00,0.00,10,7,50.0,3,2,14,15,1,0,0,0,0,0,0,0,298,392,76.0,2224,88.7,72.5,48.6,3,22,3,28,14,50.0,50.0,17,16,1,3,0,0,0,0.00,0,0,50.0,0.85,0.12,0,2020-2021
492,Trevoh Chalobah,England,DF,Lorient,Ligue 1,21,1999,29,2237,2,2,4,2,0,1.6,1.6,25,93,0.08,0.08,45,26,48.0,7,13,69,56,0,0,0,0,0,0,0,0,1026,1221,84.0,5505,90.2,89.2,63.2,8,75,5,77,52,73.1,26.9,25,26,3,9,2,15,20.0,0.12,0.13,0.67,55.8,1.33,0.16,0,2020-2021
493,Calum Chambers,England,DF,Arsenal,Premier League,25,1995,10,753,0,2,2,0,0,0.4,0.4,16,40,0.00,0.24,7,3,37.5,2,4,10,37,0,0,0,0,0,0,0,0,466,593,78.6,2180,86.5,81.3,47.5,11,29,12,42,10,40.0,60.0,16,12,0,4,0,8,0.0,0.00,0.00,0,52.6,2.03,0.24,0,2020-2021
494,Timothy Chandler,United States,DF,Eint Frankfurt,Bundesliga,30,1990,15,432,1,0,1,1,0,0.8,0.8,14,19,0.21,0.00,4,0,25.0,2,3,3,5,0,0,0,0,0,0,0,0,148,210,70.5,1036,83.5,72.9,33.3,4,13,4,9,4,75.0,25.0,14,6,2,2,1,6,33.3,0.42,0.17,0.50,50.0,1.25,0.00,0,2020-2021
495,Kwon Chang-hoon,South Korea,MF,Freiburg,Bundesliga,26,1994,12,216,0,0,0,0,0,0.2,0.2,3,6,0.00,0.00,3,1,33.3,1,2,7,2,1,0,0,0,0,0,0,0,52,67,77.6,152,94.3,71.4,50.0,3,3,1,3,9,66.7,33.3,3,5,1,5,0,2,0.0,0.00,0.00,0,33.3,2.49,0.00,0,2020-2021
496,Gaëtan Charbonnier,France,MF,Brest,Ligue 1,31,1988,36,1570,6,1,7,5,1,6.3,5.5,18,65,0.34,0.06,24,15,37.5,1,14,9,19,0,0,0,0,0,0,0,0,541,705,76.7,1650,83.3,79.0,57.1,23,38,19,26,50,64.0,36.0,18,21,8,28,6,34,35.3,0.69,0.15,0.42,39.5,2.70,0.17,0,2020-2021
497,Brendan Chardonnet,France,DF,Brest,Ligue 1,25,1994,33,2716,3,1,4,3,0,2.3,2.3,29,106,0.10,0.03,51,29,65.9,41,13,64,151,0,0,0,0,0,0,0,0,1383,1688,81.9,12317,89.9,91.3,59.3,6,114,16,308,5,100.0,0.0,29,11,2,2,3,21,42.9,0.30,0.14,0.33,60.8,0.66,0.10,0,2020-2021
498,Xavier Chavalerin,France,MF,Reims,Ligue 1,29,1991,30,2547,0,3,3,0,0,1.2,1.2,11,101,0.00,0.11,92,50,35.1,9,34,43,29,1,0,0,0,0,0,0,0,843,1017,82.9,4525,89.2,85.8,70.6,23,86,14,49,27,66.7,33.3,11,13,0,11,0,22,27.3,0.21,0.00,0.00,48.4,1.27,0.14,0,2020-2021
499,Pape Cheikh Diop,Senegal,MF,Dijon,Ligue 1,22,1997,21,1089,0,0,0,0,0,0.3,0.3,14,51,0.00,0.00,24,14,39.4,2,12,6,6,0,0,0,0,0,0,0,0,514,604,85.1,2213,90.1,91.2,63.6,8,43,4,18,17,82.4,17.6,14,11,1,8,0,6,0.0,0.00,0.00,0,42.9,2.06,0.08,0,2020-2021
500,Chema,Spain,DF,Getafe,La Liga,28,1992,10,557,0,0,0,0,0,0.1,0.1,2,17,0.00,0.00,11,5,71.4,0,1,10,23,0,0,0,0,0,0,0,0,102,170,60.0,1087,71.4,69.0,48.3,2,13,1,28,0,0,0,2,1,0,0,0,3,33.3,0.16,0.00,0.00,38.5,0.65,0.00,0,2020-2021
501,Rayan Cherki,France,FW,Lyon,Ligue 1,16,2003,27,698,1,3,4,1,0,1.0,1.0,54,43,0.13,0.39,5,3,9.1,0,3,4,0,0,0,0,0,0,0,0,0,281,348,80.7,1006,85.6,82.0,79.3,13,20,15,0,72,68.1,31.9,54,37,14,16,1,18,27.8,0.64,0.06,0.20,16.7,4.64,1.03,0,2020-2021
502,Denis Cheryshev,Russia,MF,Valencia,La Liga,29,1990,21,1101,0,3,3,0,0,1.0,1.0,37,37,0.00,0.25,19,15,23.1,1,14,12,15,0,0,0,0,0,0,0,0,195,330,59.1,1014,72.9,68.1,35.6,16,16,13,13,20,40.0,60.0,37,27,12,10,0,20,30.0,0.49,0.00,0.00,44.8,2.13,0.49,0,2020-2021
503,Giorgio Chiellini,Italy,DF,Juventus,Serie A,35,1984,17,1386,0,1,1,0,0,0.5,0.5,20,63,0.00,0.06,12,9,45.5,13,5,27,56,0,0,0,0,0,0,0,0,1025,1121,91.4,6505,98.2,94.4,73.4,2,67,2,158,4,50.0,50.0,20,14,0,1,0,6,0.0,0.00,0.00,0,55.3,0.65,0.13,0,2020-2021
504,Federico Chiesa,Italy,DF,Fiorentina,Serie A,22,1997,3,240,1,1,2,1,0,0.8,0.8,13,8,0.37,0.37,6,2,37.5,1,2,1,3,0,0,0,0,0,0,0,0,90,116,77.6,447,85.7,80.6,64.7,5,5,4,6,13,46.2,53.8,13,5,10,5,1,10,10.0,0.37,0.10,1.00,50.0,3.77,0.38,0,2020-2021
505,Federico Chiesa,Italy,MF,Juventus,Serie A,22,1997,30,2210,8,8,16,8,0,6.1,6.1,92,79,0.33,0.33,47,26,38.0,1,22,12,16,0,0,0,0,0,0,0,0,605,798,75.8,2894,84.0,80.3,62.5,45,51,40,20,84,57.1,42.9,92,48,40,23,8,60,41.7,1.02,0.13,0.32,17.6,3.63,0.65,0,2020-2021
506,Ben Chilwell,England,DF,Chelsea,Premier League,23,1996,27,2286,3,5,8,3,0,2.4,2.4,94,111,0.12,0.20,42,22,45.5,3,25,24,58,0,0,0,0,0,0,0,0,1431,1839,77.8,6743,91.4,75.7,46.2,30,90,26,49,27,59.3,40.7,94,68,9,19,3,27,37.0,0.39,0.11,0.30,53.5,2.60,0.39,0,2020-2021
507,Vlad Chiricheș,Romania,DF,Sassuolo,Serie A,30,1989,24,1837,2,1,3,2,0,1.3,1.3,10,67,0.10,0.05,38,23,60.0,21,10,50,59,2,0,0,0,0,0,0,0,1505,1610,93.5,8573,95.5,95.8,80.9,8,66,2,216,15,73.3,26.7,10,21,2,5,2,12,25.0,0.15,0.17,0.67,53.6,1.23,0.10,0,2020-2021
508,Pedro Chirivella,Spain,MF,Nantes,Ligue 1,23,1997,32,2280,0,2,2,0,0,0.4,0.4,19,148,0.00,0.08,26,8,28.6,4,19,41,19,0,0,0,0,0,0,0,0,1023,1229,83.2,5058,90.7,88.1,62.0,18,125,16,26,11,54.5,45.5,19,15,0,12,0,8,12.5,0.04,0.00,0.00,28.1,1.58,0.16,0,2020-2021
509,Tahith Chong,Netherlands,MF,Werder Bremen,Bundesliga,20,1999,13,386,0,1,1,0,0,0.3,0.3,12,12,0.00,0.23,11,6,50.0,0,4,5,1,0,0,0,0,0,0,0,0,82,132,62.1,401,74.6,66.7,50.0,6,7,3,3,21,47.6,52.4,12,5,3,9,0,9,11.1,0.23,0.00,0.00,14.3,2.79,0.23,0,2020-2021
510,Joris Chotard,France,MF,Montpellier,Ligue 1,18,2001,29,1165,0,0,0,0,0,0.5,0.5,5,31,0.00,0.00,12,8,19.4,3,9,11,15,0,0,0,0,0,0,0,0,267,366,73.0,1810,84.4,77.7,56.9,10,26,6,22,12,83.3,16.7,5,7,2,7,0,8,25.0,0.15,0.00,0.00,52.6,1.39,0.08,0,2020-2021
511,Hamza Choudhury,England,MF,Leicester City,Premier League,22,1997,10,316,0,0,0,0,0,0.4,0.4,3,15,0.00,0.00,8,7,40.0,1,3,4,9,1,0,0,0,0,0,0,0,192,239,80.3,528,83.2,83.9,61.1,0,7,0,10,1,0.0,100.0,3,1,0,0,0,4,25.0,0.28,0.00,0.00,85.7,0.85,0.28,0,2020-2021
512,Mounir Chouiar,France,FW,Dijon,Ligue 1,21,1999,23,1288,0,2,2,0,0,2.0,1.2,49,42,0.00,0.14,22,12,33.3,0,10,11,8,0,0,0,0,0,0,0,0,393,524,75.0,1717,85.6,81.6,52.6,24,25,9,12,81,56.8,43.2,49,28,13,41,0,23,21.7,0.35,0.00,0.00,44.8,3.29,0.14,0,2020-2021
513,Andreas Christensen,Denmark,DF,Chelsea,Premier League,24,1996,17,1371,0,0,0,0,0,0.1,0.1,7,43,0.00,0.00,11,6,0.0,14,5,20,51,1,0,0,0,0,0,0,0,1046,1149,91.0,6590,91.9,95.0,78.9,6,50,2,163,7,100.0,0.0,7,12,0,1,0,3,0.0,0.00,0.00,0,67.9,0.85,0.07,0,2020-2021
514,Carney Chukwuemeka,England,MF,Aston Villa,Premier League,16,2003,2,20,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,2,2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,66.7,13,83.3,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,20.0,0.00,0.00,0,2020-2021
515,Samuel Chukwueze,Nigeria,MF,Villarreal,La Liga,21,1999,28,1365,4,2,6,4,0,2.4,2.4,84,53,0.26,0.13,12,7,17.6,0,8,10,3,0,0,0,0,0,0,0,0,395,531,74.4,1372,78.7,80.8,44.4,29,18,30,10,79,49.4,50.6,84,49,37,23,4,31,32.3,0.66,0.13,0.40,45.5,4.28,0.33,0,2020-2021
516,Darko Churlinov,North Macedonia,DF,Stuttgart,Bundesliga,20,2000,14,216,0,1,1,0,0,0.1,0.1,10,6,0.00,0.42,2,2,33.3,1,4,0,2,0,0,0,0,0,0,0,0,75,102,73.5,213,90.6,70.0,30.0,2,2,4,2,12,50.0,50.0,10,7,5,6,0,2,0.0,0.00,0.00,0,28.6,2.89,0.83,0,2020-2021
