rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
553,Mickaël Cuisance,France,MF,Gladbach,Bundesliga,18,1999,11,279,0,1,1,0,0,0.4,0.4,8,20,0.00,0.32,11,6,37.5,0,3,5,4,0,0,0,0,0,0,0,0,119,154,77.3,382,82.6,92.5,44.4,5,11,3,4,15,80.0,20.0,8,9,4,10,0,8,12.5,0.32,0.00,0.00,20.0,3.87,0.65,0,2018-2019
554,Matheus Cunha,Brazil,FW,RB Leipzig,Bundesliga,19,1999,25,853,2,0,2,2,0,4.2,4.2,21,30,0.21,0.00,10,6,23.1,1,12,4,8,0,0,0,0,0,0,0,0,155,236,65.7,649,75.0,68.2,52.6,7,16,7,10,24,62.5,37.5,21,14,10,23,2,34,29.4,1.06,0.06,0.20,33.3,3.48,0.42,0,2018-2019
555,Greg Cunningham,Ireland,DF,Cardiff City,Premier League,27,1991,7,630,0,0,0,0,0,0.1,0.1,4,24,0.00,0.00,18,7,56.3,3,6,17,16,1,0,0,0,0,0,0,0,157,220,71.4,1152,82.3,76.3,43.8,5,17,6,23,1,0.0,100.0,4,4,0,1,0,2,50.0,0.14,0.00,0.00,33.3,1.29,0.00,0,2018-2019
556,Patrick Cutrone,Italy,FW,Milan,Serie A,20,1998,34,1457,3,2,5,3,0,3.0,3.0,26,13,0.19,0.12,9,5,12.5,2,11,7,13,0,0,0,0,0,0,0,0,241,335,71.9,541,79.8,71.4,43.8,21,14,4,18,16,31.3,68.8,26,11,11,26,3,34,41.2,0.86,0.09,0.21,21.5,1.85,0.12,0,2018-2019
557,Wylan Cyprien,France,MF,Nice,Ligue 1,23,1995,29,2360,4,1,5,3,1,5.2,3.6,29,197,0.15,0.04,40,20,34.9,5,15,11,15,0,0,0,0,0,0,0,0,1683,2018,83.4,9292,92.4,87.8,62.3,62,145,12,45,30,63.3,36.7,29,18,3,24,4,51,37.3,0.72,0.06,0.16,50.0,4.16,0.23,0,2018-2019
558,Marco D'Alessandro,Italy,DF,Udinese,Serie A,27,1991,24,1495,0,2,2,0,0,1.1,1.0,74,54,0.00,0.12,55,34,59.2,2,22,9,50,1,0,0,0,0,0,0,0,458,664,69.0,2452,82.0,69.8,34.8,22,25,13,38,50,64.0,38.0,74,41,16,15,0,11,18.2,0.12,0.00,0.00,23.8,2.77,0.18,0,2018-2019
559,Danilo D'Ambrosio,Italy,DF,Inter,Serie A,29,1988,30,2579,2,5,7,2,0,2.6,2.6,57,154,0.07,0.17,69,40,42.1,8,17,27,39,0,0,0,0,0,0,0,0,1619,1937,83.6,9028,90.9,84.1,62.3,34,136,31,71,32,40.6,59.4,57,49,3,18,2,16,31.3,0.17,0.13,0.40,37.3,2.51,0.49,0,2018-2019
560,Damien Da Silva,France,DF,Rennes,Ligue 1,30,1988,33,2874,2,1,3,2,0,2.1,2.1,21,74,0.06,0.03,41,25,75.0,36,6,39,152,0,0,0,0,0,0,0,0,1247,1424,87.6,7805,93.1,92.9,67.4,4,48,2,186,10,80.0,20.0,21,16,3,4,2,14,21.4,0.09,0.14,0.67,64.4,0.63,0.09,0,2018-2019
561,Kouadio-Yves Dabila,Ivory Coast,DF,Lille,Ligue 1,21,1997,12,782,0,0,0,0,0,0.1,0.1,1,9,0.00,0.00,11,6,83.3,9,4,6,44,0,0,0,0,0,0,0,0,324,379,85.5,2282,92.9,93.4,53.4,0,6,0,61,1,100.0,0.0,1,0,0,1,0,2,0.0,0.00,0.00,0,40.0,0.35,0.00,0,2018-2019
562,Abdoulaye Dabo,France,FW,Nantes,Ligue 1,17,2001,2,116,0,0,0,0,0,0.0,0.0,2,6,0.00,0.00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,83.9,100,83.3,83.3,100.0,3,1,3,0,7,14.3,85.7,2,2,1,2,0,0,0,0.00,0,0,0.0,3.88,0.00,0,2018-2019
563,Bryan Dabo,Burkina Faso,MF,Fiorentina,Serie A,26,1992,23,831,1,1,2,1,0,1.0,1.0,28,49,0.11,0.11,10,6,16.7,6,5,10,21,0,0,0,0,0,0,0,0,337,430,78.4,1425,86.6,82.0,56.8,11,31,4,27,19,31.6,68.4,28,17,1,7,1,9,44.4,0.43,0.11,0.25,68.3,2.71,0.22,0,2018-2019
565,Colin Dagba,France,DF,Paris S-G,Ligue 1,19,1998,17,918,0,2,2,0,0,0.1,0.1,22,25,0.00,0.20,24,12,68.4,0,10,9,10,1,0,0,0,0,0,0,0,600,655,91.6,1782,93.8,91.1,76.9,14,19,5,25,16,62.5,37.5,22,20,5,10,0,3,66.7,0.20,0.00,0.00,15.4,2.06,0.29,0,2018-2019
566,Mahmoud Dahoud,Germany,MF,Dortmund,Bundesliga,22,1996,14,697,1,0,1,1,0,1.2,1.2,20,53,0.13,0.00,16,10,20.0,0,10,17,8,0,0,0,0,0,0,0,0,374,457,81.8,1887,87.8,84.6,81.0,8,41,5,14,8,87.5,12.5,20,20,2,11,1,11,18.2,0.26,0.09,0.50,42.9,2.45,0.39,0,2018-2019
568,Felipe dal Belo,Brazil,DF,SPAL,Serie A,34,1984,30,2361,3,2,5,3,0,2.6,2.6,15,67,0.11,0.08,36,25,50.0,18,11,17,88,1,0,0,0,0,0,0,0,1086,1284,84.6,8313,93.9,87.9,56.3,8,66,3,144,6,100.0,0.0,15,13,0,2,3,14,57.1,0.30,0.21,0.38,61.7,0.99,0.11,0,2018-2019
569,Nicola Dalmonte,Italy,FW,Genoa,Serie A,20,1997,3,44,0,0,0,0,0,0.2,0.2,2,0,0.00,0.00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,76.0,78,87.5,50.0,100.0,1,2,0,0,0,0,0,2,0,0,2,0,3,0.0,0.00,0.00,0,0,12.27,0.00,0,2018-2019
570,Diogo Dalot,Portugal,DF,Manchester Utd,Premier League,19,1999,16,1013,0,2,2,0,0,0.7,0.7,42,31,0.00,0.18,24,12,73.7,2,13,10,35,1,0,0,0,0,0,0,0,389,560,69.5,2079,83.1,68.6,46.4,17,22,14,39,16,68.8,31.3,42,26,13,4,0,15,0.0,0.00,0.00,0,81.5,2.67,0.18,0,2018-2019
573,Loïc Damour,France,MF,Cardiff City,Premier League,27,1991,2,23,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,66.7,22,100.0,60.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,100.0,7.83,3.91,0,2018-2019
574,Charlie Daniels,England,DF,Bournemouth,Premier League,31,1986,21,1585,1,0,1,1,0,0.4,0.4,40,83,0.06,0.00,25,15,59.1,4,10,20,56,2,0,0,0,0,0,0,0,799,1024,78.0,5043,88.2,78.7,50.8,11,67,21,64,21,57.1,42.9,40,32,5,8,1,12,25.0,0.17,0.08,0.33,53.7,1.93,0.00,0,2018-2019
575,Danilo,Brazil,DF,Manchester City,Premier League,27,1991,11,807,1,0,1,1,0,0.4,0.4,20,77,0.11,0.00,20,16,70.6,0,5,15,22,1,0,0,0,0,0,0,0,762,880,86.6,2475,93.8,88.1,62.3,4,76,8,16,13,61.5,38.5,20,31,2,5,1,14,21.4,0.33,0.07,0.33,56.3,1.78,0.22,0,2018-2019
576,Scott Dann,England,DF,Crystal Palace,Premier League,31,1987,10,663,0,1,1,0,0,0.2,0.2,3,11,0.00,0.14,6,2,42.9,12,4,5,46,0,0,0,0,0,0,0,0,193,268,72.0,1724,89.0,79.5,40.0,2,10,0,64,3,100.0,0.0,3,0,0,1,0,6,16.7,0.14,0.00,0.00,61.9,0.68,0.14,0,2018-2019
577,Kevin Danso,Austria,DF,Augsburg,Bundesliga,19,1998,18,1247,1,1,2,1,0,0.5,0.5,6,36,0.07,0.07,25,14,78.6,17,8,19,72,0,0,0,0,0,0,0,0,451,623,72.4,4020,82.9,84.2,49.1,2,31,1,102,5,40.0,60.0,6,0,0,5,1,10,50.0,0.36,0.10,0.20,59.2,0.43,0.22,0,2018-2019
578,Dante,Brazil,DF,Nice,Ligue 1,34,1983,36,3226,1,1,2,1,0,1.8,1.8,10,81,0.03,0.03,54,40,58.5,30,26,38,156,2,0,0,0,0,0,0,0,2198,2410,91.2,17860,96.3,95.3,68.9,6,75,4,301,5,80.0,20.0,10,5,1,5,1,21,14.3,0.08,0.05,0.33,64.7,0.59,0.03,0,2018-2019
579,Palkó Dárdai,Hungary,FW,Hertha BSC,Bundesliga,19,1999,7,113,0,0,0,0,0,0.1,0.1,3,3,0.00,0.00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,44,68.2,144,80.0,66.7,66.7,2,1,2,1,0,0,0,3,1,1,4,0,1,0.0,0.00,0.00,0,20.0,3.19,0.00,0,2018-2019
580,Sergi Darder,Spain,MF,Espanyol,La Liga,24,1993,34,2709,4,2,6,4,0,2.9,2.9,53,169,0.13,0.07,60,35,36.2,3,15,22,30,0,0,0,0,0,0,0,0,1010,1307,77.3,5586,87.5,81.4,60.0,37,125,30,37,55,60.0,40.0,53,42,10,23,4,55,29.1,0.53,0.07,0.25,41.5,2.86,0.13,0,2018-2019
581,Vladimír Darida,Czech Republic,MF,Hertha BSC,Bundesliga,27,1990,10,376,0,1,1,0,0,1.0,1.0,7,34,0.00,0.24,8,5,66.7,0,5,8,5,0,0,0,0,0,0,0,0,204,238,85.7,901,94.5,87.7,72.4,7,25,5,7,7,57.1,42.9,7,6,2,4,0,9,44.4,0.96,0.00,0.00,20.0,2.87,0.24,0,2018-2019
582,Matteo Darmian,Italy,DF,Manchester Utd,Premier League,28,1989,6,443,0,0,0,0,0,0.0,0.0,7,20,0.00,0.00,14,8,36.4,0,9,7,20,0,0,0,0,0,0,0,0,180,212,84.9,1189,97.3,83.8,45.0,2,15,2,31,3,33.3,66.7,7,7,0,2,0,1,100.0,0.20,0.00,0.00,50.0,0.41,0.00,0,2018-2019
584,Ben Davies,Wales,DF,Tottenham,Premier League,25,1993,27,1844,0,0,0,0,0,0.5,0.5,44,101,0.00,0.00,56,30,70.4,10,13,23,68,1,0,0,0,0,0,0,0,1065,1320,80.7,6057,89.3,82.6,49.2,15,70,19,78,16,25.0,75.0,44,45,2,10,0,14,7.1,0.05,0.00,0.00,55.0,1.81,0.15,0,2018-2019
585,Tom Davies,England,MF,Everton,Premier League,20,1998,16,980,0,0,0,0,0,0.3,0.3,11,55,0.00,0.00,27,17,30.4,1,14,16,9,1,0,0,0,0,0,0,0,406,515,78.8,1661,86.4,80.6,66.7,5,47,9,11,17,76.5,23.5,11,13,5,8,0,7,28.6,0.18,0.00,0.00,32.0,1.10,0.09,0,2018-2019
586,Steven Davis,Northern Ireland,MF,Southampton,Premier League,33,1985,3,98,0,1,1,0,0,0.0,0.0,1,7,0.00,0.92,2,2,0,0,2,1,5,0,0,0,0,0,0,0,0,65,69,94.2,435,93.8,96.2,90.0,3,11,3,3,0,0,0,1,1,0,0,0,0,0,0.00,0,0,100.0,7.35,0.92,0,2018-2019
587,Kevin De Bruyne,Belgium,MF,Manchester City,Premier League,27,1991,19,975,2,2,4,2,0,1.4,1.4,50,109,0.18,0.18,22,15,33.3,1,12,3,2,1,0,0,0,0,0,0,0,635,834,76.1,3097,88.9,81.6,54.1,36,67,44,7,27,70.4,29.6,50,41,9,13,2,31,38.7,1.11,0.06,0.17,35.3,6.92,0.55,0,2018-2019
588,Sebastien De Maio,France,DF,Udinese,Serie A,31,1987,16,1173,1,0,1,1,0,0.9,0.9,9,20,0.08,0.00,11,7,25.0,17,5,12,93,0,0,0,0,0,0,0,0,335,435,77.0,2537,84.6,84.6,55.3,3,13,4,109,6,66.7,33.3,9,7,0,1,1,12,16.7,0.15,0.08,0.50,64.8,0.61,0.00,0,2018-2019
589,Sebastien De Maio,France,DF,Bologna,Serie A,31,1987,6,491,0,1,1,0,0,0.2,0.2,10,17,0.00,0.18,5,4,50.0,5,3,1,32,0,0,0,0,0,0,0,0,196,239,82.0,1394,91.0,88.2,60.5,1,14,2,34,1,0.0,100.0,10,3,0,0,0,2,0.0,0.00,0.00,0,60.0,0.92,0.18,0,2018-2019
590,Rodrigo De Paul,Argentina,MF,Udinese,Serie A,24,1994,36,3189,9,9,18,6,3,9.7,5.0,186,247,0.25,0.25,53,33,31.0,2,33,32,28,0,0,0,0,0,0,0,0,1289,1825,70.6,8511,85.1,71.6,60.3,97,188,79,19,139,58.3,41.7,186,144,21,65,9,82,31.7,0.73,0.07,0.23,12.5,5.19,0.40,0,2018-2019
591,Daniele De Rossi,Italy,MF,Roma,Serie A,35,1983,18,1270,1,1,2,1,0,1.5,1.5,16,115,0.07,0.07,16,10,21.4,12,6,26,33,0,0,0,0,0,0,0,0,811,932,87.0,5345,91.0,87.7,79.1,16,116,16,52,3,66.7,33.3,16,19,0,1,1,5,20.0,0.07,0.20,1.00,52.9,2.70,0.35,0,2018-2019
592,Mattia De Sciglio,Italy,DF,Juventus,Serie A,25,1992,22,1743,0,1,1,0,0,0.3,0.3,40,86,0.00,0.05,40,28,60.7,6,12,26,58,1,0,0,0,0,0,0,0,979,1193,82.1,5282,88.3,86.7,68.2,14,80,13,71,12,58.3,41.7,40,30,3,10,0,7,0.0,0.00,0.00,0,64.4,1.96,0.15,0,2018-2019
593,Lorenzo De Silvestri,Italy,DF,Torino,Serie A,30,1988,32,2415,2,4,6,2,0,2.8,2.8,59,102,0.07,0.15,15,11,29.2,3,50,22,69,2,0,0,0,0,0,0,0,782,1217,64.3,5293,81.1,58.5,34.6,28,63,35,75,15,33.3,66.7,59,37,3,20,2,29,31.0,0.34,0.07,0.22,56.6,2.24,0.30,0,2018-2019
594,Lucas Deaux,France,MF,Guingamp,Ligue 1,29,1988,18,1188,3,1,4,3,0,1.9,1.9,19,58,0.23,0.08,41,28,48.8,0,10,11,7,0,0,0,0,0,0,0,0,367,543,67.6,2061,76.8,68.6,58.1,13,45,5,17,14,35.7,64.3,19,16,4,12,3,18,38.9,0.53,0.17,0.43,44.1,1.67,0.23,0,2018-2019
595,Mathieu Debuchy,France,DF,Saint-Étienne,Ligue 1,33,1985,24,1941,4,3,7,4,0,2.3,2.3,31,79,0.19,0.14,43,26,59.5,7,10,47,64,0,0,0,0,0,0,0,0,836,1171,71.4,5018,87.1,70.5,35.7,22,54,20,69,24,37.5,62.5,31,18,0,11,4,14,64.3,0.42,0.29,0.44,64.8,2.09,0.14,0,2018-2019
596,Troy Deeney,England,FW,Watford,Premier League,30,1988,32,2545,9,5,14,8,1,9.5,8.7,23,87,0.32,0.18,24,14,21.9,4,18,7,29,0,0,0,0,0,0,0,0,508,858,59.2,2233,68.6,55.0,36.5,43,56,37,34,20,30.0,70.0,23,19,12,35,9,63,46.0,1.03,0.13,0.28,47.3,2.69,0.25,0,2018-2019
598,Steven Defour,Belgium,MF,Burnley,Premier League,30,1988,6,448,0,0,0,0,0,0.0,0.0,6,23,0.00,0.00,8,4,21.4,3,8,8,7,0,0,0,0,0,0,0,0,203,255,79.6,989,88.8,86.3,56.5,2,21,3,8,3,33.3,66.7,6,5,0,1,0,0,0,0.00,0,0,0.0,1.20,0.00,0,2018-2019
599,Grégoire Defrel,Martinique,FW,Sampdoria,Serie A,27,1991,36,2339,11,3,14,11,0,8.1,8.1,44,51,0.42,0.12,40,29,42.9,0,15,3,9,0,0,0,0,0,0,0,0,662,799,82.9,1233,90.4,76.5,54.1,25,29,22,11,53,52.8,47.2,44,40,15,51,11,47,48.9,0.88,0.23,0.48,42.0,3.15,0.38,0,2018-2019
600,Alessandro Deiola,Italy,MF,Cagliari,Serie A,22,1995,10,450,0,0,0,0,0,0.8,0.8,6,11,0.00,0.00,7,3,23.1,0,14,6,8,0,0,0,0,0,0,0,0,121,170,71.2,580,81.4,70.8,43.8,1,12,1,8,3,0.0,100.0,6,6,0,8,0,8,25.0,0.40,0.00,0.00,50.0,1.80,0.20,0,2018-2019
601,Alessandro Deiola,Italy,MF,Parma,Serie A,22,1995,10,545,0,1,1,0,0,0.2,0.2,7,10,0.00,0.17,12,8,40.0,4,11,11,10,0,0,0,0,0,0,0,0,130,180,72.2,650,86.9,72.4,45.5,3,6,3,14,9,22.2,77.8,7,5,1,4,0,7,14.3,0.17,0.00,0.00,37.5,0.99,0.00,0,2018-2019
602,Romain Del Castillo,France,MF,Rennes,Ligue 1,22,1996,29,1343,0,3,3,0,0,0.8,0.8,69,49,0.00,0.20,36,20,35.1,0,19,20,7,1,0,0,0,0,0,0,0,393,568,69.2,1671,80.6,71.6,36.4,24,26,29,2,67,53.7,46.3,69,39,19,26,0,20,30.0,0.40,0.00,0.00,45.5,3.55,0.40,0,2018-2019
603,Thomas Delaney,Denmark,MF,Dortmund,Bundesliga,26,1991,30,2283,3,5,8,3,0,2.4,2.4,21,126,0.12,0.20,69,54,63.3,9,21,58,43,0,0,0,0,0,0,0,0,1380,1625,84.9,5294,90.2,88.4,66.5,15,137,10,70,15,66.7,33.3,21,30,3,14,3,33,30.3,0.39,0.09,0.30,55.6,1.66,0.39,0,2018-2019
604,Moisés Delgado,Spain,DF,Valladolid,La Liga,24,1994,3,270,0,0,0,0,0,0.0,0.0,5,7,0.00,0.00,7,6,66.7,1,1,3,9,0,0,0,0,0,0,0,0,63,101,62.4,325,78.6,67.6,27.8,3,4,3,7,2,100.0,0.0,5,2,0,1,0,2,0.0,0.00,0.00,0,42.9,3.00,0.00,0,2018-2019
605,Cristian Dell'Orco,Italy,DF,Empoli,Serie A,24,1994,12,1035,1,0,1,1,0,0.8,0.8,10,39,0.09,0.00,18,11,36.4,7,6,17,44,0,0,0,0,0,0,0,0,454,526,86.3,2566,90.6,90.4,65.2,3,24,1,59,4,50.0,50.0,10,7,0,5,1,4,25.0,0.09,0.25,1.00,33.3,0.52,0.09,0,2018-2019
606,Cristian Dell'Orco,Italy,DF,Sassuolo,Serie A,24,1994,3,110,0,1,1,0,0,0.1,0.1,4,6,0.00,0.82,1,1,33.3,0,1,1,3,0,0,0,0,0,0,0,0,51,70,72.9,446,83.3,82.9,25.0,1,4,2,5,2,50.0,50.0,4,2,0,0,0,1,0.0,0.00,0.00,0,75.0,3.27,0.82,0,2018-2019
607,Andy Delort,Algeria,FW,Montpellier,Ligue 1,26,1991,36,3115,14,7,21,11,3,15.2,12.8,79,102,0.40,0.20,34,20,23.5,7,21,4,7,0,0,0,0,0,0,0,0,716,1216,58.9,3135,73.0,55.7,49.7,57,67,45,11,94,57.4,42.6,79,34,33,64,14,116,28.4,0.95,0.09,0.33,44.4,3.29,0.26,0,2018-2019
608,Fabian Delph,England,DF,Manchester City,Premier League,28,1989,11,725,0,1,1,0,0,0.1,0.1,20,59,0.00,0.12,23,14,52.2,0,3,13,19,1,0,0,0,0,0,0,0,700,766,91.4,2319,97.5,90.9,72.4,3,67,11,20,9,88.9,11.1,20,25,1,1,0,4,75.0,0.37,0.00,0.00,39.1,1.74,0.25,0,2018-2019
609,Mousa Dembélé,Belgium,MF,Tottenham,Premier League,31,1987,10,515,0,0,0,0,0,0.0,0.0,7,16,0.00,0.00,13,9,57.1,1,3,7,5,2,0,0,0,0,0,0,0,277,309,89.6,936,90.9,90.8,91.7,0,16,1,13,8,87.5,12.5,7,5,0,7,0,1,0.0,0.00,0.00,0,46.2,1.22,0.00,0,2018-2019
610,Moussa Dembélé,France,FW,Lyon,Ligue 1,22,1996,33,2016,15,4,19,14,1,17.1,15.5,44,24,0.67,0.18,12,4,28.6,2,13,2,13,0,0,0,0,0,0,0,0,307,419,73.3,657,81.6,73.1,58.8,30,15,12,15,43,62.8,37.2,44,20,29,41,15,88,42.0,1.65,0.16,0.38,49.5,2.86,0.36,0,2018-2019
611,Ousmane Dembélé,France,FW,Barcelona,La Liga,21,1997,29,1661,8,5,13,8,0,3.8,3.8,113,80,0.43,0.27,23,15,33.3,0,13,5,4,0,0,0,0,0,0,0,0,764,1004,76.1,2356,85.1,75.1,59.1,45,48,44,6,111,61.3,38.7,113,109,49,44,8,39,43.6,0.92,0.21,0.47,47.1,4.33,0.65,0,2018-2019
612,Jessy Deminguet,France,MF,Caen,Ligue 1,20,1998,20,1269,0,0,0,0,0,0.2,0.2,30,38,0.00,0.00,37,25,37.5,3,16,18,28,1,0,0,0,0,0,0,0,377,464,81.3,1353,88.4,82.9,71.2,5,36,2,32,22,63.6,36.4,30,16,1,26,0,7,14.3,0.07,0.00,0.00,48.0,1.49,0.21,0,2018-2019
613,Merih Demiral,Turkey,DF,Sassuolo,Serie A,20,1998,14,1260,2,0,2,2,0,0.8,0.8,3,53,0.14,0.00,24,16,76.9,11,5,19,80,0,0,0,0,0,0,0,0,619,714,86.7,3925,90.6,92.5,49.3,2,44,1,101,5,80.0,20.0,3,6,1,1,2,7,42.9,0.21,0.29,0.67,78.3,0.50,0.00,0,2018-2019
614,Kerem Demirbay,Germany,MF,Hoffenheim,Bundesliga,25,1993,26,2017,4,9,13,4,0,4.5,4.5,82,181,0.18,0.40,57,35,21.6,10,24,22,25,0,0,0,0,0,0,0,0,1094,1423,76.9,7357,88.0,81.3,53.7,80,131,35,63,76,76.3,23.7,82,73,6,52,4,59,27.1,0.71,0.07,0.25,44.7,6.38,0.54,0,2018-2019
615,Diego Demme,Germany,MF,RB Leipzig,Bundesliga,26,1991,26,2055,0,2,2,0,0,0.4,0.4,52,182,0.00,0.09,75,47,49.3,3,33,26,15,0,0,0,0,0,0,0,0,1214,1531,79.3,6376,89.6,79.4,54.9,26,135,25,24,16,50.0,50.0,52,35,2,18,0,10,30.0,0.13,0.00,0.00,51.9,2.85,0.18,0,2018-2019
616,Jason Denayer,Belgium,DF,Lyon,Ligue 1,23,1995,31,2754,2,0,2,2,0,1.7,1.7,38,136,0.07,0.00,33,21,66.7,32,4,26,122,1,0,0,0,0,0,0,0,1848,1974,93.6,12491,94.4,96.1,81.7,5,85,4,188,18,61.1,38.9,38,18,3,5,2,15,40.0,0.20,0.13,0.33,54.5,0.52,0.03,0,2018-2019
617,Leander Dendoncker,Belgium,MF,Wolves,Premier League,23,1995,19,1467,2,0,2,2,0,3.4,3.4,15,44,0.12,0.00,53,26,34.0,6,29,23,34,1,0,0,0,0,0,0,0,484,615,78.7,1544,86.9,80.7,70.6,7,26,4,45,12,100.0,0.0,15,10,5,7,2,17,58.8,0.61,0.12,0.20,51.4,1.66,0.06,0,2018-2019
618,Fabio Depaoli,Italy,DF,Chievo,Serie A,21,1997,33,2468,0,4,4,0,0,1.5,1.5,63,97,0.00,0.15,74,43,50.7,16,26,35,99,3,0,0,0,0,0,0,0,868,1208,71.9,6761,85.6,75.1,47.7,32,55,40,110,29,48.3,51.7,63,47,5,17,0,12,25.0,0.11,0.00,0.00,43.7,2.08,0.15,0,2018-2019
619,Laurent Depoitre,Belgium,FW,Huddersfield,Premier League,29,1988,23,1068,0,1,1,0,0,2.5,2.5,10,20,0.00,0.08,6,4,0.0,0,9,2,8,0,0,0,0,0,0,0,0,164,278,59.0,384,65.5,48.3,71.4,9,14,2,13,15,33.3,66.7,10,5,5,31,0,30,20.0,0.51,0.00,0.00,47.3,1.77,0.08,0,2018-2019
620,Clément Depres,France,FW,Nîmes,Ligue 1,23,1994,17,441,4,0,4,4,0,2.3,2.3,9,13,0.82,0.00,2,2,25.0,0,3,0,6,0,0,0,0,0,0,0,0,110,164,67.1,318,75.8,61.1,40.0,4,10,1,6,3,66.7,33.3,9,3,5,9,4,28,32.1,1.84,0.14,0.44,61.2,3.06,0.61,0,2018-2019
621,Kiril Despodov,Bulgaria,FW,Cagliari,Serie A,21,1996,4,105,0,0,0,0,0,0.0,0.0,2,0,0.00,0.00,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,6,18,33.3,9,42.9,0.0,0.0,0,0,0,0,2,50.0,50.0,2,0,1,1,0,0,0,0.00,0,0,16.7,0.86,0.00,0,2018-2019
622,Daniele Dessena,Italy,MF,Cagliari,Serie A,31,1987,11,352,0,0,0,0,0,0.5,0.5,7,14,0.00,0.00,2,2,33.3,1,2,3,5,0,0,0,0,0,0,0,0,132,182,72.5,583,83.9,79.3,31.6,1,17,2,5,4,0.0,100.0,7,5,0,2,0,5,40.0,0.51,0.00,0.00,61.5,1.28,0.00,0,2018-2019
623,Mattia Destro,Italy,FW,Bologna,Serie A,27,1991,17,493,4,1,5,4,0,2.4,2.4,5,5,0.73,0.18,3,2,0,0,4,0,6,0,0,0,0,0,0,0,0,41,80,51.3,177,64.9,52.2,27.3,3,4,1,5,5,20.0,80.0,5,4,1,9,4,12,58.3,1.28,0.33,0.57,55.3,1.28,0.37,0,2018-2019
624,Gerard Deulofeu,Spain,FW,Watford,Premier League,24,1994,30,2066,10,5,15,10,0,8.0,8.0,100,67,0.44,0.22,11,6,15.4,0,16,14,3,0,0,0,0,0,0,0,0,568,793,71.6,1800,82.8,72.7,37.5,30,39,37,4,89,52.8,47.2,100,70,54,60,10,60,36.7,0.96,0.17,0.45,14.3,3.79,0.74,0,2018-2019
625,Jacopo Dezi,Italy,MF,Parma,Serie A,26,1992,1,90,0,0,0,0,0,0.1,0.1,0,6,0.00,0.00,1,1,0.0,0,1,3,2,0,0,0,0,0,0,0,0,36,40,90.0,103,93.3,90.5,100.0,0,3,0,3,1,0.0,100.0,0,0,0,0,0,2,50.0,1.00,0.00,0.00,100.0,1.00,0.00,0,2018-2019
626,Federico Di Francesco,Italy,FW,Sassuolo,Serie A,24,1994,19,1074,2,2,4,2,0,3.2,3.2,38,29,0.17,0.17,10,6,57.1,1,11,5,5,0,0,0,0,0,0,0,0,318,389,81.7,972,88.2,84.7,65.2,10,11,10,6,22,59.1,40.9,38,25,11,19,2,25,44.0,0.92,0.08,0.18,28.6,2.35,0.50,0,2018-2019
627,Antonio Di Gaudio,Italy,FW,Parma,Serie A,28,1989,12,699,0,1,1,0,0,1.4,1.4,26,8,0.00,0.13,2,0,20.0,1,5,3,5,0,0,0,0,0,0,0,0,67,118,56.8,239,67.7,65.4,0.0,4,4,2,3,18,33.3,66.7,26,16,9,8,0,13,15.4,0.26,0.00,0.00,33.3,1.16,0.13,0,2018-2019
628,Giovanni Di Lorenzo,Italy,DF,Empoli,Serie A,24,1993,37,3330,5,3,8,5,0,3.6,3.3,83,241,0.14,0.08,66,43,54.5,13,21,36,93,3,0,0,0,0,0,0,0,1681,2186,76.9,10834,89.2,76.7,48.6,39,151,71,140,62,45.2,54.8,83,72,12,44,5,21,42.9,0.24,0.24,0.56,50.7,2.22,0.32,0,2018-2019
629,Ángel Di María,Argentina,FW,Paris S-G,Ligue 1,30,1988,30,2324,12,11,23,12,0,8.7,8.7,98,151,0.46,0.43,29,17,23.8,1,23,16,4,0,0,0,0,0,0,0,0,1042,1439,72.4,4506,84.5,74.6,43.0,55,90,58,16,84,48.8,50.0,98,74,35,44,12,97,30.9,1.16,0.12,0.40,0.0,3.99,1.01,0,2018-2019
