rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1061,Kortney Hause,England,DF,Aston Villa,Premier League,24,1995,18,1545,1,0,1,1,0,2.5,2.5,8,46,0.06,0.00,21,9,53.3,19,8,20,98,4,0,0,0,0,0,0,0,607,825,73.6,4829,81.8,85.1,47.2,2,44,1,163,13,69.2,30.8,8,4,0,7,1,20,15.0,0.17,0.05,0.33,73.9,0.47,0.06,0,2019-2020
1062,Kai Havertz,Germany,MF,Leverkusen,Bundesliga,20,1999,30,2454,12,6,18,11,1,9.1,8.4,119,139,0.44,0.22,21,15,15.4,0,22,2,22,0,0,0,0,0,0,0,0,1182,1403,84.2,3224,89.6,88.5,76.5,59,97,33,25,119,47.9,52.1,119,93,34,75,12,58,43.1,0.92,0.19,0.44,42.2,4.47,0.48,0,2019-2020
1063,Isaac Hayden,England,MF,Newcastle Utd,Premier League,24,1995,29,2223,1,2,3,1,0,1.2,1.2,24,52,0.04,0.08,55,27,40.0,7,17,38,38,0,0,0,0,0,0,0,0,645,853,75.6,2242,83.4,82.6,47.7,15,37,12,50,43,62.8,37.2,24,18,6,17,1,18,16.7,0.12,0.06,0.33,59.8,1.34,0.12,0,2019-2020
1064,Eden Hazard,Belgium,FW,Real Madrid,La Liga,28,1991,16,1077,1,3,4,1,0,2.1,2.1,86,59,0.08,0.25,7,3,20.0,0,5,6,0,0,0,0,0,0,0,0,0,500,598,83.6,1381,89.6,82.9,80.4,21,29,15,3,71,69.0,31.0,86,50,31,33,1,19,68.4,1.09,0.05,0.08,46.2,4.59,0.92,0,2019-2020
1065,Thorgan Hazard,Belgium,FW,Dortmund,Bundesliga,26,1993,33,2380,7,13,20,7,0,5.4,5.4,100,95,0.26,0.49,40,27,24.0,0,29,13,2,1,0,0,0,0,0,0,0,938,1228,76.4,3604,86.0,77.6,53.0,57,49,38,16,82,58.5,41.5,100,58,40,55,7,50,42.0,0.79,0.14,0.33,29.8,4.39,0.79,0,2019-2020
1066,Tom Heaton,England,GK,Aston Villa,Premier League,33,1986,20,1794,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,3,2,75.0,0,0,0,6,0,35,1.76,68,68.6,4,20.0,0.0,371,628,59.1,9472,100.0,97.8,34.7,0,7,0,589,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.05,0.00,2.9,2019-2020
1067,Jonas Hector,Germany,MF,Köln,Bundesliga,29,1990,29,2433,4,2,6,4,0,1.9,1.8,25,128,0.15,0.07,76,49,32.0,10,34,46,38,1,0,0,0,0,0,0,0,1014,1289,78.7,5081,84.0,86.2,62.3,26,80,26,75,12,50.0,50.0,25,19,6,17,4,30,30.0,0.33,0.13,0.44,52.3,2.33,0.26,0,2019-2020
1068,Dominique Heintz,Germany,DF,Freiburg,Bundesliga,25,1993,28,2434,0,1,1,0,0,0.2,0.2,27,100,0.00,0.04,47,30,39.5,25,13,41,131,1,0,0,0,0,0,0,0,1112,1352,82.2,8313,88.8,92.0,59.9,4,97,7,219,21,85.7,14.3,27,21,2,9,0,4,50.0,0.07,0.00,0.00,53.0,0.89,0.07,0,2019-2020
1069,Dean Henderson,England,GK,Sheffield Utd,Premier League,22,1997,36,3240,0,0,0,0,0,0.1,0.1,0,0,0.00,0.00,0,0,0,0,0,1,13,1,33,0.92,94,75.0,13,36.1,50.0,448,1045,42.9,18372,100.0,97.2,34.4,1,49,1,948,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,100.0,0.14,0.03,3.6,2019-2020
1070,Jordan Henderson,England,MF,Liverpool,Premier League,29,1990,30,2238,4,5,9,4,0,1.1,1.1,51,197,0.16,0.20,63,41,40.0,4,18,30,21,2,0,0,0,0,0,0,0,1593,1933,82.4,7061,91.2,84.9,64.7,24,173,31,29,28,60.7,39.3,51,51,5,6,4,20,40.0,0.32,0.20,0.50,70.6,2.13,0.24,0,2019-2020
1071,Liam Henderson,Scotland,MF,Hellas Verona,Serie A,23,1996,4,196,0,0,0,0,0,0.1,0.1,1,8,0.00,0.00,3,2,66.7,0,1,0,4,0,0,0,0,0,0,0,0,43,65,66.2,235,83.3,68.4,36.4,2,9,6,5,0,0,0,1,3,1,1,0,3,0.0,0.00,0.00,0,66.7,1.38,0.00,0,2019-2020
1072,Jeff Hendrick,Ireland,MF,Burnley,Premier League,27,1992,24,1931,2,2,4,2,0,1.7,1.7,24,40,0.09,0.09,18,10,25.9,8,13,20,20,0,0,0,0,0,0,0,0,424,588,72.1,1588,87.0,75.6,41.4,14,28,10,34,47,46.8,53.2,24,19,8,29,2,22,27.3,0.28,0.09,0.33,59.5,1.77,0.14,0,2019-2020
1073,Wayne Hennessey,Wales,GK,Crystal Palace,Premier League,32,1987,3,270,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,1,3,1,8,2.67,15,65.2,0,0.0,0,50,105,47.6,2214,100.0,91.7,40.9,0,2,0,105,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.0,0.33,0.00,0.0,2019-2020
1074,Rouwen Hennings,Germany,FW,Düsseldorf,Bundesliga,31,1987,32,2459,15,0,15,11,4,10.8,7.7,13,58,0.55,0.00,11,5,16.7,0,12,2,33,0,0,0,0,0,0,0,0,434,642,67.6,1200,76.8,70.4,53.1,22,31,13,40,29,41.4,58.6,13,14,8,18,15,69,33.3,0.84,0.16,0.48,36.4,2.31,0.11,0,2019-2020
1075,Benjamin Henrichs,Germany,DF,Monaco,Ligue 1,22,1997,13,890,0,0,0,0,0,0.7,0.7,22,54,0.00,0.00,26,20,42.4,4,15,14,18,0,0,0,0,0,0,0,0,421,526,80.0,2628,85.9,85.4,56.4,6,36,6,26,14,57.1,42.9,22,20,1,8,0,10,10.0,0.10,0.00,0.00,50.0,1.82,0.00,0,2019-2020
1076,Dalbert Henrique,Brazil,DF,Fiorentina,Serie A,25,1993,31,2484,0,5,5,0,0,0.8,0.8,63,104,0.00,0.18,52,25,35.3,4,30,19,65,0,0,0,0,0,0,0,0,941,1286,73.2,6200,88.0,78.3,45.8,38,74,36,71,33,48.5,51.5,63,48,7,23,0,18,27.8,0.18,0.00,0.00,49.1,2.75,0.29,0,2019-2020
1077,Christophe Hérelle,Martinique,DF,Nice,Ligue 1,26,1992,15,1103,3,0,3,3,0,1.2,1.2,11,77,0.24,0.00,14,11,42.9,8,6,17,26,1,0,0,0,0,0,0,0,804,906,88.7,5068,95.4,93.3,62.8,2,58,2,85,8,37.5,62.5,11,7,2,3,3,6,50.0,0.24,0.50,1.00,44.1,0.73,0.24,0,2019-2020
1078,Mario Hermoso,Spain,DF,Atlético Madrid,La Liga,24,1995,17,1217,0,0,0,0,0,0.3,0.3,6,42,0.00,0.00,15,8,55.0,5,6,12,61,0,0,0,0,0,0,0,0,504,647,77.9,4290,90.7,85.2,51.0,2,30,2,78,7,100.0,0.0,6,3,0,1,0,3,66.7,0.15,0.00,0.00,50.0,0.81,0.00,0,2019-2020
1079,Aridane Hernández,Spain,DF,Osasuna,La Liga,30,1989,29,2610,3,0,3,3,0,2.2,2.2,4,60,0.10,0.00,35,23,78.9,15,9,34,137,2,0,0,0,0,0,0,0,760,1002,75.8,5958,85.2,80.4,59.9,3,33,4,172,4,75.0,25.0,4,3,1,2,3,12,25.0,0.10,0.25,1.00,67.4,0.38,0.00,0,2019-2020
1081,Javier Hernández,Mexico,FW,Sevilla,La Liga,31,1988,9,448,1,0,1,1,0,3.0,3.0,7,6,0.20,0.00,6,4,16.7,0,5,5,1,0,0,0,0,0,0,0,0,56,81,69.1,115,73.5,71.4,100.0,3,1,1,1,3,0.0,100.0,7,2,3,2,1,13,46.2,1.21,0.08,0.17,45.5,1.41,0.00,0,2019-2020
1082,Juan Hernández,Spain,FW,Celta Vigo,La Liga,24,1994,5,87,0,0,0,0,0,0.0,0.0,3,2,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,21,52.4,50,66.7,80.0,0.0,2,1,2,0,4,75.0,25.0,3,1,1,0,0,1,0.0,0.00,0.00,0,0.0,4.14,0.00,0,2019-2020
1083,Lucas Hernández,France,DF,Bayern Munich,Bundesliga,23,1996,19,920,0,1,1,0,0,0.4,0.4,17,44,0.00,0.10,18,9,60.0,1,5,15,17,0,0,0,0,0,0,0,0,714,814,87.7,3798,93.5,91.2,63.6,4,42,3,37,10,80.0,20.0,17,14,1,8,0,3,33.3,0.10,0.00,0.00,66.7,0.88,0.20,0,2019-2020
1084,Onel Hernández,cu CUB,FW,Norwich City,Premier League,26,1993,26,1384,1,2,3,1,0,2.2,2.2,72,22,0.07,0.13,27,19,29.0,1,11,19,10,0,0,0,0,0,0,0,0,247,345,71.6,553,84.0,73.4,7.1,19,6,10,16,76,55.3,44.7,72,25,37,36,1,29,27.6,0.52,0.03,0.13,18.2,2.93,0.33,0,2019-2020
1085,Theo Hernández,France,DF,Milan,Serie A,21,1997,33,2817,6,3,9,6,0,5.8,5.8,125,144,0.19,0.10,56,39,62.3,6,28,43,62,2,0,0,0,0,0,0,0,1645,1995,82.5,7567,90.9,83.7,58.1,42,109,34,84,106,53.8,46.2,125,110,24,21,6,50,34.0,0.54,0.12,0.35,66.2,3.23,0.26,0,2019-2020
1086,Hernani,Brazil,MF,Parma,Serie A,25,1994,32,2419,0,4,4,0,0,1.3,1.3,40,104,0.00,0.15,61,31,26.8,11,42,50,51,1,0,0,0,0,0,0,0,762,1057,72.1,4563,84.1,78.2,58.5,29,83,16,79,55,61.8,38.2,40,41,7,21,0,35,22.9,0.30,0.00,0.00,57.1,2.57,0.41,0,2019-2020
1087,Ander Herrera,Spain,MF,Paris S-G,Ligue 1,29,1989,8,547,1,1,2,1,0,0.3,0.3,7,44,0.16,0.16,19,11,35.7,2,8,6,4,0,0,0,0,0,0,0,0,454,494,91.9,1559,96.8,92.4,73.9,8,28,5,13,3,66.7,33.3,7,12,1,2,1,6,33.3,0.33,0.17,0.50,66.7,3.28,0.33,0,2019-2020
1088,Héctor Herrera,Mexico,MF,Atlético Madrid,La Liga,29,1990,21,1123,0,2,2,0,0,0.8,0.8,20,92,0.00,0.16,31,21,40.6,7,9,17,13,2,0,0,0,0,0,0,0,671,785,85.5,3646,92.0,87.6,65.4,21,71,12,31,15,93.3,6.7,20,21,0,15,0,14,7.1,0.08,0.00,0.00,70.0,3.93,0.16,0,2019-2020
1089,Sergio Herrera,Spain,GK,Osasuna,La Liga,26,1993,19,1655,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,1,1,25.0,0,0,1,13,3,27,1.47,53,67.5,7,38.9,0.0,286,612,46.7,10036,95.5,94.0,37.1,1,16,0,554,3,100.0,0.0,0,1,1,0,0,0,0,0.00,0,0,100.0,0.27,0.00,6.8,2019-2020
1090,Yangel Herrera,Venezuela,MF,Granada,La Liga,21,1998,30,2368,2,3,5,2,0,2.7,2.7,13,107,0.08,0.11,88,49,45.0,9,29,34,28,0,0,0,0,0,0,0,0,692,932,74.2,4144,81.9,77.0,60.8,18,86,10,58,34,52.9,47.1,13,17,2,36,2,34,11.8,0.15,0.06,0.50,59.5,1.98,0.38,0,2019-2020
1091,Iago Herrerín,Spain,GK,Athletic Club,La Liga,31,1988,5,425,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,9,1.91,10,52.6,0,0.0,0,103,168,61.3,2978,100.0,94.9,47.9,0,5,0,142,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,11.5,2019-2020
1092,Patrick Herrmann,Germany,FW,Gladbach,Bundesliga,28,1991,27,1453,6,6,12,6,0,6.9,6.9,38,35,0.37,0.37,24,11,31.3,4,17,11,8,0,0,0,0,0,0,0,0,367,529,69.4,1542,82.4,69.3,42.4,27,18,17,16,23,52.2,47.8,38,22,12,18,6,40,37.5,0.93,0.15,0.40,30.3,3.34,0.74,0,2019-2020
1093,Pablo Hervías,Spain,MF,Valladolid,La Liga,26,1993,25,1017,1,0,1,1,0,0.7,0.7,50,13,0.09,0.00,24,20,54.5,0,8,5,0,0,0,0,0,0,0,0,0,276,402,68.7,999,88.5,73.8,32.8,14,13,1,7,48,58.3,41.7,50,27,4,20,1,19,42.1,0.71,0.05,0.13,45.8,2.39,0.18,0,2019-2020
1094,Son Heung-min,South Korea,FW,Tottenham,Premier League,27,1992,30,2476,11,10,21,11,0,8.9,8.0,90,71,0.40,0.36,23,15,15.8,0,23,19,18,1,0,0,0,0,0,0,0,702,889,79.0,2171,88.5,79.9,46.3,41,40,25,25,107,57.9,42.1,90,49,56,57,11,80,46.3,1.34,0.14,0.30,15.6,3.60,0.69,0,2019-2020
1095,Gonzalo Higuaín,Argentina,FW,Juventus,Serie A,31,1987,32,1866,8,4,12,8,0,9.7,9.7,45,55,0.39,0.19,13,7,12.9,0,12,6,14,0,0,0,0,0,0,0,0,523,645,81.1,1209,87.0,84.3,82.4,38,41,16,16,35,65.7,34.3,45,28,15,20,8,75,44.0,1.59,0.11,0.24,31.8,4.34,0.24,0,2019-2020
1096,Vitorino Hilton,Brazil,DF,Montpellier,Ligue 1,41,1977,28,2510,0,2,2,0,0,1.5,1.5,28,110,0.00,0.07,27,17,46.4,18,4,49,121,1,0,0,0,0,0,0,0,1139,1420,80.2,11888,82.4,91.9,64.7,13,96,6,201,9,88.9,11.1,28,3,0,2,0,13,0.0,0.00,0.00,0,67.9,1.11,0.11,0,2019-2020
1097,Martin Hinteregger,Austria,DF,Eint Frankfurt,Bundesliga,26,1992,31,2721,8,1,9,8,0,3.8,3.8,35,118,0.26,0.03,66,51,49.1,21,20,36,96,0,0,0,0,0,0,0,0,1274,1707,74.6,12625,84.7,83.1,48.5,8,109,6,192,21,57.1,42.9,35,17,2,10,8,44,36.4,0.53,0.18,0.50,57.7,1.22,0.07,0,2019-2020
1099,Marwin Hitz,Switzerland,GK,Dortmund,Bundesliga,31,1987,4,290,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0,0,0,0,0,0,1,0.31,6,85.7,3,100.0,0,84,100,84.0,1275,100.0,100.0,63.6,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,2.9,2019-2020
1100,André Hoffmann,Germany,DF,Düsseldorf,Bundesliga,26,1993,29,2428,2,1,3,2,0,1.1,1.1,3,53,0.07,0.04,48,22,32.0,9,13,56,90,0,0,0,0,0,0,0,0,1221,1377,88.7,8471,91.6,93.4,73.8,2,31,2,171,2,100.0,0.0,3,6,1,1,2,14,28.6,0.15,0.14,0.50,56.4,0.44,0.04,0,2019-2020
1101,Nicolas Höfler,Germany,MF,Freiburg,Bundesliga,29,1990,32,2783,1,0,1,1,0,2.6,2.6,33,145,0.03,0.00,65,40,34.4,18,40,71,59,3,0,0,0,0,0,0,0,1277,1516,84.2,6641,85.3,91.4,67.4,16,129,11,103,52,65.4,34.6,33,29,4,17,1,26,11.5,0.10,0.04,0.33,58.3,1.84,0.13,0,2019-2020
1102,Jonas Hofmann,Germany,MF,Gladbach,Bundesliga,27,1992,24,1633,5,3,8,5,0,4.4,4.4,42,80,0.28,0.17,43,27,28.9,3,25,18,14,0,0,0,0,0,0,0,0,686,877,78.2,3435,88.0,82.8,65.0,32,58,19,21,28,42.9,57.1,42,13,10,16,5,24,41.7,0.55,0.21,0.50,15.0,3.69,0.50,0,2019-2020
1104,Marco Höger,Germany,MF,Köln,Bundesliga,29,1989,15,676,0,0,0,0,0,0.1,0.1,7,40,0.00,0.00,10,6,37.5,4,10,6,15,0,0,0,0,0,0,0,0,343,423,81.1,2066,84.7,84.4,78.7,5,30,2,23,10,90.0,10.0,7,7,2,9,0,1,0.0,0.00,0.00,0,48.1,2.13,0.00,0,2019-2020
1105,Rob Holding,England,DF,Arsenal,Premier League,23,1995,8,581,0,0,0,0,0,0.2,0.2,3,16,0.00,0.00,4,2,33.3,6,4,5,45,1,0,0,0,0,0,0,0,307,354,86.7,2025,91.3,94.1,61.7,0,13,2,73,4,50.0,50.0,3,2,0,2,0,2,0.0,0.00,0.00,0,53.3,0.31,0.00,0,2019-2020
1106,José Holebas,Greece,DF,Watford,Premier League,35,1984,14,1025,0,0,0,0,0,0.3,0.3,23,51,0.00,0.00,26,15,32.1,4,7,3,33,0,0,0,0,0,0,0,0,419,620,67.6,3037,83.8,67.7,35.8,11,31,9,40,16,43.8,56.3,23,17,3,5,0,6,50.0,0.26,0.00,0.00,62.5,2.28,0.09,0,2019-2020
1107,Lucas Höler,Germany,FW,Freiburg,Bundesliga,25,1994,34,2485,8,2,10,8,0,8.9,8.1,59,41,0.29,0.07,35,15,23.9,9,21,12,38,0,0,0,0,0,0,0,0,422,645,65.4,968,74.5,65.0,65.5,30,20,18,39,59,52.5,47.5,59,39,26,51,8,51,43.1,0.80,0.16,0.36,43.5,2.72,0.51,0,2019-2020
1108,Mason Holgate,England,DF,Everton,Premier League,22,1996,27,2054,0,3,3,0,0,1.7,1.7,18,58,0.00,0.13,44,26,67.7,13,13,34,97,0,0,0,0,0,0,0,0,902,1074,84.0,6148,89.4,90.1,72.4,4,47,4,169,12,83.3,16.7,18,12,1,6,0,11,45.5,0.22,0.00,0.00,53.2,0.92,0.26,0,2019-2020
1110,Gerrit Holtmann,Philippines,MF,Paderborn 07,Bundesliga,24,1995,24,1065,1,0,1,1,0,1.1,1.1,59,25,0.08,0.00,24,14,40.5,1,20,6,8,0,0,0,0,0,0,0,0,278,396,70.2,1571,86.5,68.1,38.2,12,21,11,13,52,38.5,61.5,59,38,15,21,1,24,37.5,0.76,0.04,0.11,22.2,2.03,0.08,0,2019-2020
1111,Josué Homawoo,Togo,DF,Nantes,Ligue 1,21,1997,1,45,0,0,0,0,0,0.0,0.0,1,2,0.00,0.00,6,2,100.0,2,1,2,2,0,0,0,0,0,0,0,0,14,21,66.7,135,87.5,62.5,50.0,0,2,0,4,0,0,0,1,1,0,1,0,0,0,0.00,0,0,0,0.00,0.00,0,2019-2020
1112,Franck Honorat,France,FW,Saint-Étienne,Ligue 1,22,1996,12,849,0,3,3,0,0,0.1,0.1,34,28,0.00,0.32,16,11,34.8,1,11,5,13,1,0,0,0,0,0,0,0,234,390,60.0,1411,73.4,64.3,26.7,13,17,11,16,14,42.9,57.1,34,26,4,6,0,5,20.0,0.11,0.00,0.00,27.3,3.18,0.42,0,2019-2020
1114,Timo Horn,Germany,GK,Köln,Bundesliga,26,1993,34,3060,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,2,15,1,69,2.03,87,58.3,6,17.6,33.3,888,1207,73.6,21924,99.3,99.7,56.8,1,28,0,1107,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.15,0.03,4.2,2019-2020
1115,Krisztofer Horváth,Hungary,FW,SPAL,Serie A,17,2002,3,44,0,0,0,0,0,0.0,0.0,1,1,0.00,0.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,75.0,48,83.3,100.0,50.0,1,1,0,1,1,0.0,100.0,1,1,0,1,0,1,0.0,0.00,0.00,0,0.0,4.09,0.00,0,2019-2020
1116,Conor Hourihane,Ireland,MF,Aston Villa,Premier League,28,1991,27,1534,3,5,8,3,0,1.7,1.7,9,75,0.18,0.29,16,10,40.0,4,15,9,31,0,0,0,0,0,0,0,0,547,739,74.0,3163,85.1,82.9,40.9,38,52,16,40,7,57.1,42.9,9,11,1,8,3,29,34.5,0.59,0.10,0.30,60.0,3.64,0.41,0,2019-2020
1117,Lukáš Hrádecký,Finland,GK,Leverkusen,Bundesliga,29,1989,34,3060,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,2,19,2,44,1.29,99,70.6,10,29.4,0.0,1232,1602,76.9,22764,100.0,98.1,53.2,0,14,0,1370,0,0,0,0,0,0,0,0,0,0,0.00,0,0,88.9,0.24,0.06,3.8,2019-2020
1118,Benjamin Hübner,Germany,DF,Hoffenheim,Bundesliga,30,1989,25,2070,1,4,5,1,0,2.0,2.0,23,128,0.04,0.17,42,26,51.1,13,5,30,98,2,0,0,0,0,0,0,0,1367,1589,86.0,11922,94.9,89.7,58.8,8,105,13,221,7,57.1,42.9,23,14,1,12,1,26,15.4,0.17,0.04,0.25,64.9,1.00,0.35,0,2019-2020
1119,Florian Hübner,Germany,DF,Union Berlin,Bundesliga,28,1991,11,850,0,0,0,0,0,1.5,1.5,0,12,0.00,0.00,16,14,41.2,7,4,16,39,0,0,0,0,0,0,0,0,228,288,79.2,1706,79.5,91.3,51.2,5,10,0,49,1,100.0,0.0,0,0,0,1,0,6,16.7,0.11,0.00,0.00,52.1,0.74,0.00,0,2019-2020
1120,Callum Hudson-Odoi,England,FW,Chelsea,Premier League,18,2000,22,863,1,5,6,1,0,1.9,1.9,63,43,0.10,0.52,10,4,14.3,0,9,5,4,1,0,0,0,0,0,0,0,380,486,78.2,1158,84.8,81.4,69.3,20,15,26,3,48,56.3,43.8,63,27,26,18,1,21,19.0,0.42,0.05,0.25,15.4,4.80,0.63,0,2019-2020
1121,Will Hughes,England,MF,Watford,Premier League,24,1995,30,2252,1,1,2,1,0,2.3,2.3,40,87,0.04,0.04,75,47,37.3,8,40,37,28,0,0,0,0,0,0,0,0,679,916,74.1,3365,86.4,74.0,38.6,25,69,23,44,33,72.7,27.3,40,33,5,32,1,27,11.1,0.12,0.04,0.33,43.9,2.40,0.20,0,2019-2020
1122,Mats Hummels,Germany,DF,Dortmund,Bundesliga,30,1988,31,2581,1,3,4,1,0,1.9,1.9,23,142,0.03,0.10,57,30,52.6,18,23,59,110,1,0,0,0,0,0,0,0,2000,2301,86.9,15714,90.5,92.6,71.7,9,115,11,256,15,93.3,6.7,23,13,1,7,1,22,18.2,0.14,0.05,0.25,66.7,0.77,0.17,0,2019-2020
1123,Uwe Hünemeier,Germany,DF,Paderborn 07,Bundesliga,33,1986,16,1209,1,0,1,0,1,1.5,0.7,13,68,0.07,0.00,20,15,50.0,12,10,24,63,0,0,0,0,0,0,0,0,704,818,86.1,5801,90.0,89.1,78.0,6,45,0,129,2,50.0,50.0,13,0,0,0,1,11,9.1,0.07,0.00,0.00,56.7,1.12,0.00,0,2019-2020
1124,Adrien Hunou,France,FW,Rennes,Ligue 1,25,1994,23,1210,8,1,9,7,1,7.9,7.2,20,27,0.60,0.07,21,18,19.0,1,15,5,5,0,0,0,0,0,0,0,0,235,315,74.6,571,82.3,81.0,46.2,14,11,10,5,14,35.7,64.3,20,14,6,22,8,27,51.9,1.04,0.26,0.50,32.1,2.60,0.45,0,2019-2020
1125,Jannik Huth,Germany,GK,Paderborn 07,Bundesliga,25,1994,6,540,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,0,2,0,17,2.83,16,51.5,0,0.0,0.0,200,251,79.7,3014,95.1,99.0,55.6,0,5,1,208,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.17,0.00,1.4,2019-2020
1126,Elseid Hysaj,Albania,DF,Napoli,Serie A,25,1994,20,1481,1,2,3,1,0,0.2,0.2,56,115,0.06,0.12,18,9,46.2,3,13,24,26,0,0,0,0,0,0,0,0,1074,1291,83.2,5309,91.9,80.1,59.4,21,80,20,50,20,65.0,35.0,56,49,8,5,1,5,60.0,0.18,0.20,0.33,34.8,2.55,0.18,0,2019-2020
1127,Suk Hyun-jun,South Korea,FW,Reims,Ligue 1,28,1991,13,262,1,1,2,1,0,1.0,1.0,4,7,0.34,0.34,3,3,50.0,0,1,1,2,0,0,0,0,0,0,0,0,27,61,44.3,134,50.0,69.2,0.0,3,3,2,3,6,16.7,83.3,4,1,2,1,1,12,25.0,1.03,0.08,0.33,53.1,1.37,0.34,0,2019-2020
1128,Pierre Højbjerg,Denmark,MF,Southampton,Premier League,23,1995,33,2752,0,1,1,0,0,3.2,3.2,33,219,0.00,0.03,80,49,42.9,5,39,46,54,2,0,0,0,0,0,0,0,1446,1870,77.3,7081,84.7,78.9,60.0,30,159,27,83,52,76.9,23.1,33,42,6,26,0,46,23.9,0.36,0.00,0.00,56.3,2.71,0.26,0,2019-2020
1129,Simone Iacoponi,Italy,DF,Parma,Serie A,32,1987,36,3053,2,0,2,2,0,1.3,1.3,10,64,0.06,0.00,49,25,61.9,29,8,35,140,2,0,0,0,0,0,0,0,1197,1413,84.7,10015,93.4,94.2,66.4,3,60,1,350,9,44.4,55.6,10,7,1,6,2,10,20.0,0.06,0.20,1.00,41.7,0.65,0.03,0,2019-2020
1130,Iago,Brazil,DF,Augsburg,Bundesliga,22,1997,10,674,1,1,2,1,0,0.7,0.7,12,20,0.13,0.13,19,12,50.0,2,4,14,27,0,0,0,0,0,0,0,0,183,298,61.4,1287,78.2,64.6,36.2,4,12,2,32,6,33.3,66.7,12,5,0,9,1,2,50.0,0.13,0.50,1.00,32.0,1.07,0.13,0,2019-2020
1131,Robert Ibáñez,Spain,MF,Osasuna,La Liga,26,1993,14,537,1,0,1,1,0,1.3,1.3,18,18,0.17,0.00,13,8,35.0,0,7,5,5,0,0,0,0,0,0,0,0,129,166,77.7,374,88.6,71.4,70.0,4,9,6,3,22,68.2,31.8,18,15,6,17,1,8,12.5,0.17,0.13,1.00,36.4,2.68,0.17,0,2019-2020
1132,Roger Ibanez,Brazil,DF,Roma,Serie A,20,1998,9,614,0,0,0,0,0,0.3,0.3,3,15,0.00,0.00,11,8,71.4,6,3,18,21,1,0,0,0,0,0,0,0,293,330,88.8,2312,94.2,95.8,57.8,3,18,0,65,5,40.0,60.0,3,4,0,4,0,3,0.0,0.00,0.00,0,76.9,0.88,0.29,0,2019-2020
1133,Jordon Ibe,England,DF,Bournemouth,Premier League,23,1995,2,50,0,0,0,0,0,0.0,0.0,4,2,0.00,0.00,2,2,100.0,0,0,0,1,0,0,0,0,0,0,0,0,17,22,77.3,74,100.0,57.1,100.0,0,1,1,3,2,50.0,50.0,4,2,0,1,0,0,0,0.00,0,0,0,0.00,0.00,0,2019-2020
1134,Vedad Ibišević,Bosnia and Herzegovina,FW,Hertha BSC,Bundesliga,34,1984,25,1257,7,2,9,6,1,5.4,4.7,8,23,0.50,0.14,4,3,0.0,0,4,1,15,0,0,0,0,0,0,0,0,165,236,69.9,580,68.4,74.3,73.9,12,12,5,18,18,27.8,72.2,8,13,5,22,7,27,44.4,0.86,0.22,0.50,40.3,2.30,0.22,0,2019-2020
1135,Vicente Iborra,Spain,MF,Villarreal,La Liga,31,1988,34,2648,1,2,3,1,0,3.8,3.8,5,115,0.03,0.07,61,42,44.8,16,19,40,63,1,0,0,0,0,0,0,0,1232,1443,85.4,5732,88.6,90.8,75.2,9,96,5,113,13,61.5,38.5,5,10,1,10,1,21,19.0,0.14,0.05,0.25,60.7,0.95,0.10,0,2019-2020
