rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1,Patrick van Aanholt,Netherlands,DF,Crystal Palace,Premier League,28,1990,29,2507,3,2,5,2,1,2.1,1.3,60,143,0.11,0.07,43,23,46.0,9,22,45,52,1,0,0,0,0,0,0,0,1241,1595,77.8,8208,88.1,79.7,44.8,32,89,23,89,38,42.1,57.9,60,41,10,15,3,26,19.2,0.18,0.08,0.40,50.0,2.30,0.18,0,2019-2020
2,Max Aarons,England,DF,Norwich City,Premier League,19,2000,36,3240,0,1,1,0,0,0.6,0.6,92,78,0.00,0.03,48,30,50.0,29,17,37,97,1,0,0,0,0,0,0,0,1332,1711,77.8,5691,89.6,74.8,40.5,23,55,28,159,99,48.5,51.5,92,61,21,31,0,14,28.6,0.11,0.00,0.00,31.0,1.78,0.08,0,2019-2020
3,Yunis Abdelhamid,Morocco,DF,Reims,Ligue 1,31,1987,28,2520,3,0,3,3,0,1.7,1.7,21,96,0.11,0.00,46,33,56.7,14,12,47,99,1,0,0,0,0,0,0,0,1323,1570,84.3,10308,88.1,89.2,68.8,5,53,1,194,26,76.9,23.1,21,12,0,5,3,19,26.3,0.18,0.16,0.60,62.5,0.82,0.04,0,2019-2020
4,Suleiman Abdullahi,Nigeria,FW,Union Berlin,Bundesliga,22,1996,6,157,1,0,1,1,0,1.1,1.1,2,3,0.57,0.00,0,0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,19,42,45.2,99,55.0,50.0,25.0,1,2,2,1,5,40.0,60.0,2,2,1,0,1,6,50.0,1.72,0.17,0.33,35.3,2.29,0.00,0,2019-2020
5,Mehdi Abeid,Algeria,MF,Nantes,Ligue 1,26,1992,25,1817,1,2,3,1,0,1.5,1.5,25,104,0.05,0.10,55,29,37.7,3,13,23,8,1,0,0,0,0,0,0,0,792,967,81.9,3634,92.0,88.4,46.1,27,80,6,14,23,69.6,30.4,25,24,3,21,1,33,21.2,0.35,0.03,0.14,43.3,2.63,0.20,0,2019-2020
6,Charles Abi,France,FW,Saint-Étienne,Ligue 1,19,2000,15,623,0,0,0,0,0,0.3,0.3,12,10,0.00,0.00,9,9,28.6,0,2,4,4,0,0,0,0,0,0,0,0,75,132,56.8,234,61.3,55.2,66.7,7,3,4,7,19,68.4,31.6,12,4,5,7,0,5,0.0,0.00,0.00,0,45.2,2.60,0.29,0,2019-2020
7,David Abraham,Argentina,DF,Eint Frankfurt,Bundesliga,33,1986,20,1688,2,0,2,2,0,1.6,1.6,18,99,0.11,0.00,21,14,46.9,11,16,25,61,1,0,0,0,0,0,0,0,738,911,81.0,5563,86.8,85.2,67.3,2,66,8,93,9,77.8,22.2,18,16,1,3,2,7,57.1,0.21,0.29,0.50,61.5,0.69,0.05,0,2019-2020
8,Tammy Abraham,England,FW,Chelsea,Premier League,21,1997,34,2215,15,3,18,15,0,16.4,16.4,31,34,0.61,0.12,8,4,21.4,2,18,6,27,0,0,0,0,0,0,0,0,275,418,65.8,697,72.9,73.3,61.9,21,17,7,30,35,45.7,54.3,31,17,10,42,15,88,39.8,1.42,0.17,0.43,44.1,2.32,0.37,0,2019-2020
9,Amir Abrashi,Albania,MF,Freiburg,Bundesliga,29,1990,13,663,0,0,0,0,0,0.5,0.5,8,27,0.00,0.00,16,8,52.6,3,15,7,16,2,0,0,0,0,0,0,0,280,330,84.8,919,91.0,90.2,55.6,4,24,4,24,5,60.0,40.0,8,4,0,3,0,4,50.0,0.27,0.00,0.00,50.0,1.35,0.00,0,2019-2020
10,Francesco Acerbi,Italy,DF,Lazio,Serie A,31,1988,36,3162,2,2,4,2,0,2.4,2.4,57,150,0.06,0.06,59,29,70.0,27,13,42,109,1,0,0,0,0,0,0,0,1844,2073,89.0,14343,92.7,93.1,75.2,8,149,15,300,14,92.9,7.1,57,22,0,7,2,16,31.3,0.14,0.13,0.40,63.6,1.05,0.14,0,2019-2020
11,Che Adams,Scotland,FW,Southampton,Premier League,23,1996,30,1111,4,2,6,4,0,5.3,5.3,20,16,0.32,0.16,6,4,25.0,1,8,2,10,0,0,0,0,0,0,0,0,162,263,61.6,522,78.2,60.3,47.4,13,9,3,11,25,72.0,28.0,20,16,10,21,4,36,25.0,0.73,0.11,0.44,35.3,2.35,0.49,0,2019-2020
12,Tyler Adams,United States,MF,RB Leipzig,Bundesliga,20,1999,14,953,0,0,0,0,0,0.4,0.4,11,34,0.00,0.00,22,15,48.0,1,15,14,14,0,0,0,0,0,0,0,0,584,703,83.1,2384,88.5,87.3,57.8,7,35,10,19,10,40.0,60.0,11,9,2,9,0,7,14.3,0.09,0.00,0.00,50.0,1.79,0.19,0,2019-2020
13,Sargis Adamyan,Armenia,FW,Hoffenheim,Bundesliga,26,1993,15,746,5,1,6,5,0,5.9,5.9,19,16,0.60,0.12,11,7,14.3,1,7,2,4,0,0,0,0,0,0,0,0,128,180,71.1,351,80.0,80.5,57.1,6,6,5,6,21,47.6,52.4,19,9,7,19,5,21,52.4,1.33,0.24,0.45,26.1,2.53,0.60,0,2019-2020
14,Antonio Adán,Spain,GK,Atlético Madrid,La Liga,32,1987,1,25,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,1,100.0,0,0,0,4,6,66.7,84,100.0,100.0,33.3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2019-2020
15,Bobby Adekanye,Netherlands,FW,Lazio,Serie A,20,1999,11,188,1,0,1,1,0,1.4,1.4,6,2,0.48,0.00,3,2,0.0,0,0,2,1,0,0,0,0,0,0,0,0,38,43,88.4,64,83.3,100.0,100.0,3,0,1,1,3,100.0,0.0,6,2,5,6,1,5,80.0,1.91,0.20,0.25,20.0,3.35,0.00,0,2019-2020
16,Claud Adjapong,Italy,DF,Hellas Verona,Serie A,21,1998,5,231,0,0,0,0,0,0.2,0.2,4,5,0.00,0.00,5,3,66.7,3,1,3,7,0,0,0,0,0,0,0,0,58,83,69.9,314,83.3,64.0,42.9,0,3,0,15,2,50.0,50.0,4,4,0,2,0,3,33.3,0.39,0.00,0.00,42.9,0.39,0.00,0,2019-2020
17,Amine Adli,Morocco,MF,Toulouse,Ligue 1,19,2000,4,46,0,0,0,0,0,0.0,0.0,4,3,0.00,0.00,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,20,26,76.9,105,91.7,85.7,33.3,2,3,1,0,4,75.0,25.0,4,1,0,1,0,0,0,0.00,0,0,50.0,5.87,0.00,0,2019-2020
18,Yacine Adli,France,MF,Bordeaux,Ligue 1,19,2000,21,1020,3,3,6,3,0,0.8,0.8,38,65,0.26,0.26,22,14,32.4,0,10,8,3,0,0,0,0,0,0,0,0,448,571,78.5,1845,87.9,81.7,57.9,19,51,5,10,48,54.2,45.8,38,31,3,24,3,17,35.3,0.53,0.18,0.50,43.5,3.97,0.62,0,2019-2020
19,Adrián,Spain,GK,Liverpool,Premier League,32,1987,11,875,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,1,1,100.0,0,0,0,8,3,10,1.03,17,63.0,2,22.2,0,238,311,76.5,4149,100.0,99.1,52.7,0,3,0,298,0,0,0,0,1,1,0,0,0,0,0.00,0,0,100.0,0.21,0.00,5.5,2019-2020
20,Aritz Aduriz,Spain,FW,Athletic Club,La Liga,38,1981,14,208,1,0,1,1,0,1.6,0.8,2,6,0.43,0.00,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,32,57,56.1,68,65.6,46.2,40.0,0,4,0,2,2,50.0,50.0,2,1,2,2,1,6,33.3,0.87,0.17,0.50,67.7,0.87,0.00,0,2019-2020
21,Lumor Agbenyenu,Ghana,DF,Mallorca,La Liga,22,1996,23,1805,1,0,1,1,0,0.3,0.3,60,69,0.05,0.00,31,21,45.7,2,11,21,66,1,0,0,0,0,0,0,0,691,972,71.1,4948,86.4,73.8,35.2,16,44,23,77,47,61.7,38.3,60,40,6,10,1,14,14.3,0.10,0.07,0.50,51.5,1.70,0.00,0,2019-2020
22,Martin Agirregabiria,Spain,DF,Alavés,La Liga,23,1996,31,2099,1,1,2,1,0,0.8,0.8,26,56,0.04,0.04,55,30,55.6,7,12,18,48,0,0,0,0,0,0,0,0,714,1028,69.5,5419,83.3,71.5,40.6,10,37,12,76,29,58.6,41.4,26,21,2,13,1,3,33.3,0.04,0.33,1.00,49.1,1.07,0.13,0,2019-2020
23,Lucien Agoume,France,MF,Inter,Serie A,17,2002,3,68,0,0,0,0,0,0.0,0.0,1,7,0.00,0.00,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,35,38,92.1,208,100.0,89.5,100.0,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0.00,0,0,0,2.65,1.32,0,2019-2020
24,Kevin Agudelo,Colombia,MF,Fiorentina,Serie A,20,1998,3,64,0,0,0,0,0,0.2,0.2,1,4,0.00,0.00,2,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,29,37,78.4,135,78.3,88.9,66.7,2,2,1,0,3,100.0,0.0,1,1,1,2,0,4,0.0,0.00,0.00,0,0.0,9.84,1.41,0,2019-2020
25,Kevin Agudelo,Colombia,MF,Genoa,Serie A,20,1998,10,666,1,1,2,1,0,1.2,1.2,39,41,0.14,0.14,23,14,50.0,1,11,6,2,0,0,0,0,0,0,0,0,239,293,81.6,893,88.8,87.5,66.7,12,21,5,7,35,71.4,28.6,39,23,6,15,1,10,20.0,0.27,0.10,0.50,33.3,4.33,0.27,0,2019-2020
26,Nayef Aguerd,Morocco,DF,Dijon,Ligue 1,23,1996,11,957,1,0,1,1,0,0.3,0.3,0,27,0.09,0.00,13,9,66.7,11,0,18,54,0,0,0,0,0,0,0,0,492,597,82.4,4411,93.6,88.8,62.9,0,23,0,75,4,75.0,25.0,0,0,0,3,1,4,25.0,0.09,0.25,1.00,76.8,0.38,0.09,0,2019-2020
27,Sergio Agüero,Argentina,FW,Manchester City,Premier League,31,1988,24,1452,16,3,19,14,2,14.5,12.1,35,34,0.99,0.19,7,4,12.5,1,8,3,2,0,0,0,0,0,0,0,0,286,365,78.4,674,85.3,78.9,40.0,18,15,19,4,40,60.0,40.0,35,26,23,30,16,73,32.9,1.49,0.19,0.58,20.0,3.53,0.43,0,2019-2020
28,Ruben Aguilar,France,DF,Monaco,Ligue 1,26,1993,19,1072,0,2,2,0,0,0.2,0.2,32,52,0.00,0.17,36,22,67.9,2,4,11,21,0,0,0,0,0,0,0,0,662,787,84.1,3464,94.5,84.5,44.9,18,40,28,32,22,54.5,45.5,32,19,4,11,0,6,33.3,0.17,0.00,0.00,55.2,3.02,0.34,0,2019-2020
29,Emmanuel Agyemang-Badu,Ghana,MF,Hellas Verona,Serie A,28,1990,10,230,0,0,0,0,0,0.0,0.0,2,7,0.00,0.00,1,1,50.0,2,0,1,6,0,0,0,0,0,0,0,0,90,104,86.5,243,91.1,87.0,80.0,1,5,1,6,1,100.0,0.0,2,2,1,1,0,0,0,0.00,0,0,29.4,1.57,0.00,0,2019-2020
30,Jean-Eudes Aholou,Ivory Coast,MF,Saint-Étienne,Ligue 1,25,1994,11,630,1,1,2,1,0,0.7,0.7,14,34,0.14,0.14,16,12,33.3,1,5,15,10,0,0,0,0,0,0,0,0,260,310,83.9,848,85.9,93.4,48.3,5,17,0,14,16,75.0,25.0,14,9,1,7,1,10,40.0,0.57,0.10,0.25,47.6,1.86,0.14,0,2019-2020
31,Joseph Aidoo,Ghana,DF,Celta Vigo,La Liga,23,1995,32,2502,0,1,1,0,0,1.0,1.0,17,89,0.00,0.04,43,27,48.1,14,17,45,124,3,0,0,0,0,0,0,0,1078,1250,86.2,7006,90.8,91.4,67.1,3,57,2,192,15,66.7,33.3,17,7,2,8,0,10,10.0,0.04,0.00,0.00,49.0,0.43,0.07,0,2019-2020
32,Ola Aina,Nigeria,DF,Torino,Serie A,22,1996,32,2079,0,2,2,0,0,0.4,0.4,86,80,0.00,0.09,45,24,45.9,6,18,41,61,0,0,0,0,0,0,0,0,862,1185,72.7,5497,86.5,74.4,44.0,22,57,17,70,78,60.3,39.7,86,51,8,21,0,12,16.7,0.09,0.00,0.00,51.9,2.38,0.26,0,2019-2020
33,Youssef Aït Bennasser,Morocco,MF,Bordeaux,Ligue 1,23,1996,12,536,0,1,1,0,0,0.1,0.1,6,47,0.00,0.17,11,8,16.7,1,5,4,10,1,0,0,0,0,0,0,0,350,406,86.2,1636,92.2,90.9,59.4,4,36,3,11,7,57.1,42.9,6,4,0,4,0,2,0.0,0.00,0.00,0,50.0,1.68,0.34,0,2019-2020
34,Rayan Aït-Nouri,Algeria,DF,Angers,Ligue 1,18,2001,17,1282,0,2,2,0,0,0.2,0.2,45,56,0.00,0.14,29,22,47.6,1,13,18,33,0,0,0,0,0,0,0,0,618,808,76.5,4114,90.7,76.9,43.9,9,34,17,34,35,54.3,45.7,45,36,10,24,0,4,0.0,0.00,0.00,0,73.9,1.83,0.14,0,2019-2020
36,Ludovic Ajorque,France,FW,Strasbourg,Ligue 1,25,1994,26,2058,8,4,12,7,1,7.2,6.4,21,30,0.35,0.17,15,10,15.4,0,11,2,20,0,0,0,0,0,0,0,0,354,516,68.6,707,70.7,72.2,63.2,16,15,13,21,19,36.8,63.2,21,15,8,15,8,49,42.9,0.92,0.14,0.33,59.4,1.84,0.52,0,2019-2020
37,Manuel Akanji,Switzerland,DF,Dortmund,Bundesliga,24,1995,29,2309,0,1,1,0,0,0.4,0.4,18,104,0.00,0.04,38,21,60.0,11,9,30,61,2,0,0,0,0,0,0,0,1764,1948,90.6,11486,92.9,95.0,70.9,3,96,2,170,7,85.7,14.3,18,12,0,6,0,8,25.0,0.08,0.00,0.00,48.4,0.51,0.19,0,2019-2020
38,Marley Aké,France,FW,Marseille,Ligue 1,18,2001,9,99,0,0,0,0,0,0.1,0.1,1,4,0.00,0.00,2,2,33.3,0,0,1,1,0,0,0,0,0,0,0,0,25,28,89.3,49,92.3,80.0,100.0,0,1,0,1,5,80.0,20.0,1,1,0,0,0,3,0.0,0.00,0.00,0,0.0,2.73,0.91,0,2019-2020
39,Nathan Aké,Netherlands,DF,Bournemouth,Premier League,24,1995,29,2503,2,2,4,2,0,3.0,3.0,12,81,0.07,0.07,31,21,60.9,29,11,36,152,0,0,0,0,0,0,0,0,1079,1238,87.2,6988,92.2,91.1,62.1,7,58,7,238,3,100.0,0.0,12,5,0,5,2,25,28.0,0.25,0.08,0.29,49.6,0.50,0.04,0,2019-2020
40,Chadrac Akolo,Democratic Republic of the Congo,FW,Amiens,Ligue 1,24,1995,15,544,2,1,3,2,0,1.1,1.1,11,26,0.33,0.17,16,8,41.7,1,5,5,5,0,0,0,0,0,0,0,0,169,209,80.9,664,89.7,79.7,50.0,6,17,3,4,12,41.7,58.3,11,14,5,15,2,9,44.4,0.66,0.22,0.50,28.6,2.15,0.33,0,2019-2020
41,Kevin Akpoguma,Nigeria,DF,Hoffenheim,Bundesliga,24,1995,18,1142,0,0,0,0,0,0.1,0.1,7,32,0.00,0.00,24,16,54.2,11,10,13,48,0,0,0,0,0,0,0,0,664,757,87.7,3892,93.5,92.5,50.6,2,28,1,130,3,66.7,33.3,7,2,0,9,0,2,0.0,0.00,0.00,0,43.8,0.32,0.00,0,2019-2020
42,David Alaba,Austria,DF,Bayern Munich,Bundesliga,27,1992,28,2498,1,1,2,1,0,1.0,1.0,69,285,0.04,0.04,30,17,64.0,10,9,29,40,0,0,0,0,0,0,0,0,2263,2516,89.9,14738,94.8,93.4,72.0,19,278,22,145,9,77.8,22.2,69,28,3,4,1,19,36.8,0.25,0.05,0.14,42.0,1.66,0.11,0,2019-2020
43,Sofiane Alakouch,Morocco,DF,Nîmes,Ligue 1,21,1998,17,1400,0,0,0,0,0,0.9,0.9,32,78,0.00,0.00,45,26,52.1,2,11,23,39,3,0,0,0,0,0,0,0,648,798,81.2,4185,91.0,85.2,50.6,11,46,13,39,33,51.5,48.5,32,22,8,7,0,9,44.4,0.26,0.00,0.00,38.5,2.12,0.13,0,2019-2020
44,Lucas Alario,Argentina,FW,Leverkusen,Bundesliga,26,1992,24,1174,7,1,8,6,1,7.3,6.5,7,16,0.54,0.08,6,3,12.5,2,10,1,9,0,0,0,0,0,0,0,0,219,310,70.6,383,74.6,75.5,75.0,13,10,7,11,18,72.2,27.8,7,5,8,17,7,49,36.7,1.38,0.12,0.33,44.2,2.07,0.15,0,2019-2020
45,Jordi Alba,Spain,DF,Barcelona,La Liga,30,1989,27,2187,2,5,7,2,0,1.4,1.4,42,150,0.08,0.21,20,13,22.2,3,9,37,40,0,0,0,0,0,0,0,0,1858,2149,86.5,7785,92.2,86.8,69.3,30,120,40,66,21,57.1,42.9,42,28,8,6,2,7,42.9,0.12,0.29,0.67,28.6,2.10,0.25,0,2019-2020
46,Luis Alberto,Spain,MF,Lazio,Serie A,26,1992,36,3113,6,15,21,5,1,6.6,5.8,203,371,0.17,0.43,50,30,32.9,1,31,21,9,1,0,0,0,0,0,0,0,1793,2296,78.1,10809,88.7,84.6,53.8,106,303,90,14,107,68.2,31.8,203,171,29,47,6,97,27.8,0.78,0.05,0.19,33.3,6.50,0.84,0,2019-2020
47,Raúl Albiol,Spain,DF,Villarreal,La Liga,33,1985,36,3237,1,0,1,1,0,2.3,2.3,11,118,0.03,0.00,43,23,66.7,21,8,42,175,2,0,0,0,0,0,0,0,1635,1954,83.7,12724,86.6,91.8,67.2,4,98,5,336,3,100.0,0.0,11,8,1,2,1,15,26.7,0.11,0.07,0.25,57.4,0.53,0.03,0,2019-2020
48,Marc Albrighton,England,MF,Leicester City,Premier League,29,1989,20,867,0,3,3,0,0,0.4,0.4,20,45,0.00,0.31,24,17,30.0,2,17,10,8,0,0,0,0,0,0,0,0,339,499,67.9,2035,82.9,75.9,37.1,19,39,21,12,33,42.4,57.6,20,19,4,9,0,10,20.0,0.21,0.00,0.00,30.0,2.80,0.52,0,2019-2020
49,Paco Alcácer,Spain,FW,Villarreal,La Liga,25,1993,13,924,4,1,5,4,0,3.7,3.7,13,15,0.39,0.10,3,3,14.3,1,3,2,10,0,0,0,0,0,0,0,0,179,227,78.9,326,87.1,70.4,75.0,9,5,5,11,7,42.9,57.1,13,7,9,8,4,26,26.9,0.68,0.15,0.57,21.4,1.66,0.19,0,2019-2020
50,Paco Alcácer,Spain,FW,Dortmund,Bundesliga,25,1993,11,530,5,1,6,5,0,3.9,3.9,1,8,0.85,0.17,2,2,20.0,1,3,2,3,0,0,0,0,0,0,0,0,81,111,73.0,170,75.0,70.4,55.6,5,5,1,2,5,40.0,60.0,1,2,1,5,5,16,43.8,1.19,0.31,0.71,16.7,2.04,0.34,0,2019-2020
51,Thiago Alcántara,Spain,MF,Bayern Munich,Bundesliga,28,1991,24,1771,3,0,3,3,0,2.4,2.4,27,230,0.15,0.00,45,26,36.4,3,9,45,13,1,0,0,0,0,0,0,0,1632,1813,90.0,8475,93.1,93.2,81.0,20,189,14,47,83,85.5,14.5,27,35,7,19,3,18,44.4,0.41,0.17,0.38,48.6,3.05,0.51,0,2019-2020
52,Rubén Alcaraz,Spain,MF,Valladolid,La Liga,28,1991,27,1927,2,2,4,2,0,1.9,1.9,26,100,0.09,0.09,61,30,47.6,15,31,15,41,0,0,0,0,0,0,0,0,830,1066,77.9,5017,86.3,86.9,59.7,16,99,4,73,28,82.1,17.9,26,15,1,15,2,33,24.2,0.37,0.06,0.25,48.5,2.38,0.19,0,2019-2020
53,Toby Alderweireld,Belgium,DF,Tottenham,Premier League,30,1989,33,2957,2,2,4,2,0,0.7,0.7,11,96,0.06,0.06,40,29,45.8,32,16,31,172,2,0,0,0,0,0,0,0,1630,2009,81.1,10390,90.4,90.5,52.2,11,110,13,344,1,0.0,100.0,11,18,1,5,2,16,25.0,0.12,0.13,0.50,50.0,0.82,0.12,0,2019-2020
54,Haitam Aleesami,Norway,DF,Amiens,Ligue 1,28,1991,22,1916,1,1,2,1,0,0.4,0.4,21,120,0.05,0.05,36,16,41.9,10,23,34,59,1,0,0,0,0,0,0,0,906,1195,75.8,5815,87.6,71.0,42.2,14,75,10,72,19,68.4,31.6,21,17,4,22,1,2,50.0,0.05,0.50,1.00,67.2,1.36,0.14,0,2019-2020
55,Álex Alegría,Spain,FW,Mallorca,La Liga,26,1992,6,109,0,0,0,0,0,0.0,0.0,1,3,0.00,0.00,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,34,61.8,29,75.0,40.0,100.0,0,1,0,0,2,0.0,100.0,1,1,1,1,0,0,0,0.00,0,0,47.4,0.83,0.00,0,2019-2020
56,Carles Aleñá,Spain,MF,Barcelona,La Liga,21,1998,4,172,0,0,0,0,0,0.1,0.1,4,16,0.00,0.00,2,1,25.0,0,1,0,0,0,0,0,0,0,0,0,0,141,157,89.8,556,96.2,94.0,68.4,0,17,1,1,3,66.7,33.3,4,3,0,1,0,1,100.0,0.52,0.00,0.00,20.0,0.52,0.52,0,2019-2020
57,Carles Aleñá,Spain,MF,Betis,La Liga,21,1998,17,735,1,0,1,1,0,1.4,1.4,15,50,0.12,0.00,14,9,17.6,1,3,1,3,0,0,0,0,0,0,0,0,333,393,84.7,1277,87.4,89.4,79.5,4,34,2,5,22,54.5,45.5,15,17,0,9,1,12,33.3,0.49,0.08,0.25,15.4,2.08,0.00,0,2019-2020
58,Rúnar Alex Rúnarsson,Iceland,GK,Dijon,Ligue 1,24,1995,11,901,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,3,3,17,1.70,31,63.8,0,0.0,0,247,330,74.8,5535,97.4,97.7,50.9,0,1,0,304,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.40,0.00,5.5,2019-2020
59,Trent Alexander-Arnold,England,DF,Liverpool,Premier League,20,1998,38,3175,4,13,17,4,0,2.8,2.8,98,247,0.11,0.37,55,34,46.2,9,18,45,84,3,0,0,0,0,0,0,0,2278,3230,70.5,16071,90.7,73.0,45.0,87,190,88,99,51,41.2,58.8,98,113,16,12,4,44,29.5,0.37,0.09,0.31,33.3,4.39,0.68,0,2019-2020
60,Enrico Alfonso,Italy,GK,Brescia,Serie A,31,1988,4,279,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,2,0,4,1.29,7,63.6,1,25.0,0,58,80,72.5,1039,100.0,96.9,43.2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.32,0.00,0.0,2019-2020
61,Rachid Alioui,Morocco,FW,Angers,Ligue 1,27,1992,28,1563,6,1,7,6,0,5.2,5.2,24,35,0.35,0.06,8,5,15.4,0,3,2,9,0,0,0,0,0,0,0,0,345,476,72.5,643,78.3,74.6,56.0,18,19,9,9,22,72.7,27.3,24,18,12,17,6,58,37.9,1.27,0.10,0.27,40.6,2.59,0.12,0,2019-2020
62,Alisson,Brazil,GK,Liverpool,Premier League,26,1992,29,2543,0,1,1,0,0,0.0,0.0,0,1,0.00,0.04,0,0,0.0,0,0,1,13,3,23,0.81,58,72.5,13,44.8,0.0,820,947,86.6,12630,100.0,97.6,63.4,1,7,0,792,0,0,0,0,1,1,0,0,0,0,0.00,0,0,100.0,0.18,0.07,3.3,2019-2020
63,Allan,Brazil,MF,Napoli,Serie A,28,1991,23,1280,2,1,3,2,0,0.5,0.5,25,82,0.14,0.07,50,27,33.3,3,16,16,11,1,0,0,0,0,0,0,0,726,842,86.2,3216,91.5,91.0,76.5,15,74,10,23,28,67.9,32.1,25,27,2,15,2,12,58.3,0.49,0.17,0.29,56.3,3.23,0.28,0,2019-2020
64,Dele Alli,England,MF,Tottenham,Premier League,23,1996,25,1847,8,4,12,7,1,8.1,7.3,56,69,0.39,0.19,34,16,35.1,3,32,17,17,2,0,0,0,0,0,0,0,632,841,75.1,2173,83.3,84.1,50.0,23,43,22,36,66,43.9,54.5,56,37,14,41,8,41,43.9,0.88,0.17,0.39,33.9,2.82,0.54,0,2019-2020
65,Miguel Almirón,Paraguay,MF,Newcastle Utd,Premier League,25,1994,36,3021,4,2,6,4,0,6.7,6.7,120,77,0.12,0.06,60,39,36.5,1,24,31,25,0,0,0,0,0,0,0,0,681,884,77.0,2156,86.7,77.4,56.9,31,40,21,34,93,49.5,50.5,120,82,19,35,4,56,30.4,0.51,0.07,0.24,24.3,2.47,0.09,0,2019-2020
66,Marcos Alonso,Spain,DF,Chelsea,Premier League,28,1990,18,1430,4,2,6,4,0,2.6,2.6,62,69,0.25,0.13,28,16,42.4,2,16,20,32,0,0,0,0,0,0,0,0,916,1136,80.6,4089,87.8,84.0,49.0,25,39,29,27,19,63.2,36.8,62,42,6,10,4,30,26.7,0.50,0.13,0.50,59.2,3.08,0.38,0,2019-2020
67,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,30,1989,17,1378,0,1,1,0,0,0.2,0.2,37,44,0.00,0.07,39,25,62.2,3,16,17,64,0,0,0,0,0,0,0,0,491,736,66.7,3141,83.3,72.6,38.9,8,32,12,58,22,68.2,31.8,37,26,3,10,0,6,0.0,0.00,0.00,0,78.3,1.24,0.13,0,2019-2020
68,Sergio Álvarez,Spain,MF,Eibar,La Liga,27,1992,18,1147,0,0,0,0,0,0.2,0.2,6,40,0.00,0.00,37,22,33.3,2,14,17,26,1,0,0,0,0,0,0,0,308,438,70.3,1672,76.6,81.5,45.3,5,37,2,27,9,88.9,11.1,6,12,0,4,0,4,0.0,0.00,0.00,0,40.7,0.71,0.00,0,2019-2020
69,Sergio Álvarez,Spain,GK,Celta Vigo,La Liga,32,1986,2,180,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,1,0,1,0.50,2,66.7,1,25.0,0,39,54,72.2,636,100.0,93.8,46.2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2019-2020
70,Yeray Álvarez,Spain,DF,Athletic Club,La Liga,24,1995,32,2810,0,0,0,0,0,1.3,1.3,29,110,0.00,0.00,36,19,56.7,22,11,62,138,2,0,0,0,0,0,0,0,1164,1500,77.6,8808,85.6,86.7,53.1,5,76,5,180,17,82.4,17.6,29,18,1,5,0,12,16.7,0.06,0.00,0.00,60.1,0.67,0.03,0,2019-2020
71,Bruno Alves,Portugal,DF,Parma,Serie A,37,1981,33,2671,0,0,0,0,0,1.3,1.3,6,99,0.00,0.00,17,11,61.5,21,9,25,150,2,0,0,0,0,0,0,0,1107,1347,82.2,11376,80.8,89.5,74.8,7,74,4,280,1,100.0,0.0,6,4,0,4,0,24,4.2,0.03,0.00,0.00,80.0,0.88,0.00,0,2019-2020
72,Steven Alzate,Colombia,MF,Brighton,Premier League,20,1998,19,1188,0,0,0,0,0,1.2,1.2,34,66,0.00,0.00,33,19,63.0,3,15,14,13,0,0,0,0,0,0,0,0,556,661,84.1,2031,89.3,87.1,71.4,14,28,17,32,47,74.5,25.5,34,34,11,28,0,13,23.1,0.23,0.00,0.00,36.0,2.88,0.15,0,2019-2020
