player_season_id,player_id,player_name,club_id,club_name,season_id,season_label,primary_position,appearances,starts,minutes_played,goals,assists,shots,shots_on_target,key_passes,progressive_passes,progressive_carries,successful_dribbles,xg,xa,tackles,interceptions,clearances,aerial_duels_won,yellow_cards,red_cards,clean_sheets,team_goals_scored,team_goals_conceded,league_name,final_table_rank,team_points,team_wins,team_draws,team_losses
oliver-baumann-hoffenheim-2021-2022,oliver-baumann,Oliver Baumann,hoffenheim,Hoffenheim,2021-2022,2021/22,GK,33,33,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,60,Bundesliga,9,46,13,7,14
timo-baumgartl-union-berlin-2021-2022,timo-baumgartl,Timo Baumgartl,union-berlin,Union Berlin,2021-2022,2021/22,DF,25,25,2166,1,2,13,5,0,0,0,0,0,0,0,0,0,0,5,0,0,50,44,Bundesliga,5,57,16,9,9
christoph-baumgartner-hoffenheim-2021-2022,christoph-baumgartner,Christoph Baumgartner,hoffenheim,Hoffenheim,2021-2022,2021/22,MF,29,23,1888,7,2,42,17,0,0,0,0,0,0,0,0,0,0,5,0,0,58,60,Bundesliga,9,46,13,7,14
ihlas-bebou-hoffenheim-2021-2022,ihlas-bebou,Ihlas Bebou,hoffenheim,Hoffenheim,2021-2022,2021/22,MF,28,25,2091,7,2,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,58,60,Bundesliga,9,46,13,7,14
sheraldo-becker-union-berlin-2021-2022,sheraldo-becker,Sheraldo Becker,union-berlin,Union Berlin,2021-2022,2021/22,MF,28,22,1758,4,6,38,19,0,0,0,0,0,0,0,0,0,0,4,0,0,50,44,Bundesliga,5,57,16,9,9
kevin-behrens-union-berlin-2021-2022,kevin-behrens,Kevin Behrens,union-berlin,Union Berlin,2021-2022,2021/22,FW,24,2,499,2,2,16,7,0,0,0,0,0,0,0,0,0,0,1,0,0,50,44,Bundesliga,5,57,16,9,9
ishak-belfodil-hertha-bsc-2021-2022,ishak-belfodil,Ishak Belfodil,hertha-bsc,Hertha BSC,2021-2022,2021/22,FW,26,17,1636,5,2,32,18,0,0,0,0,0,0,0,0,0,0,1,0,0,37,71,Bundesliga,16,33,9,6,19
stefan-bell-mainz-05-2021-2022,stefan-bell,Stefan Bell,mainz-05,Mainz 05,2021-2022,2021/22,DF,33,33,2864,2,0,22,5,0,0,0,0,0,0,0,0,0,0,9,0,0,50,45,Bundesliga,8,46,13,7,14
armel-bella-kotchap-bochum-2021-2022,armel-bella-kotchap,Armel Bella Kotchap,bochum,Bochum,2021-2022,2021/22,DF,22,20,1768,0,0,10,3,0,0,0,0,0,0,0,0,0,0,5,0,0,38,52,Bundesliga,13,42,12,6,16
karim-bellarabi-leverkusen-2021-2022,karim-bellarabi,Karim Bellarabi,leverkusen,Leverkusen,2021-2022,2021/22,MF,16,9,683,3,2,29,11,0,0,0,0,0,0,0,0,0,0,2,0,0,80,47,Bundesliga,3,64,19,7,8
jude-bellingham-dortmund-2021-2022,jude-bellingham,Jude Bellingham,dortmund,Dortmund,2021-2022,2021/22,MF,32,32,2790,3,8,44,13,0,0,0,0,0,0,0,0,0,0,9,0,0,85,52,Bundesliga,2,69,22,3,9
ramy-bensebaini-gladbach-2021-2022,ramy-bensebaini,Ramy Bensebaini,gladbach,Gladbach,2021-2022,2021/22,DF,23,22,2020,4,1,30,9,0,0,0,0,0,0,0,0,0,0,6,0,0,54,61,Bundesliga,10,45,12,9,13
jordan-beyer-gladbach-2021-2022,jordan-beyer,Jordan Beyer,gladbach,Gladbach,2021-2022,2021/22,DF,17,15,1384,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,54,61,Bundesliga,10,45,12,9,13
kevin-prince-boateng-hertha-bsc-2021-2022,kevin-prince-boateng,Kevin-Prince Boateng,hertha-bsc,Hertha BSC,2021-2022,2021/22,MF,18,8,696,0,0,10,2,0,0,0,0,0,0,0,0,0,0,8,0,0,37,71,Bundesliga,16,33,9,6,19
herbert-bockhorn-bochum-2021-2022,herbert-bockhorn,Herbert Bockhorn,bochum,Bochum,2021-2022,2021/22,DF,18,7,850,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,38,52,Bundesliga,13,42,12,6,16
jean-paul-boetius-mainz-05-2021-2022,jean-paul-boetius,Jean-Paul Boëtius,mainz-05,Mainz 05,2021-2022,2021/22,MF,33,19,1800,2,2,24,8,0,0,0,0,0,0,0,0,0,0,3,0,0,50,45,Bundesliga,8,46,13,7,14
sebastiaan-bornauw-wolfsburg-2021-2022,sebastiaan-bornauw,Sebastiaan Bornauw,wolfsburg,Wolfsburg,2021-2022,2021/22,DF,27,23,2007,1,0,13,4,0,0,0,0,0,0,0,0,0,0,4,0,0,43,54,Bundesliga,12,42,12,6,16
rafael-borre-eintracht-frankfurt-2021-2022,rafael-borre,Rafael Borré,eintracht-frankfurt,Eintracht Frankfurt,2021-2022,2021/22,FW,31,28,2378,8,4,52,24,0,0,0,0,0,0,0,0,0,0,5,0,0,45,49,Bundesliga,11,42,10,12,12
dedryck-boyata-hertha-bsc-2021-2022,dedryck-boyata,Dedryck Boyata,hertha-bsc,Hertha BSC,2021-2022,2021/22,DF,23,22,1898,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,1,0,37,71,Bundesliga,16,33,9,6,19
julian-brandt-dortmund-2021-2022,julian-brandt,Julian Brandt,dortmund,Dortmund,2021-2022,2021/22,MF,31,22,2078,9,8,34,15,0,0,0,0,0,0,0,0,0,0,3,0,0,85,52,Bundesliga,2,69,22,3,9
john-brooks-wolfsburg-2021-2022,john-brooks,John Brooks,wolfsburg,Wolfsburg,2021-2022,2021/22,DF,31,29,2615,1,1,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,43,54,Bundesliga,12,42,12,6,16
cedric-brunner-arminia-2021-2022,cedric-brunner,Cédric Brunner,arminia,Arminia,2021-2022,2021/22,DF,27,26,2183,0,1,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,53,Bundesliga,17,28,5,13,16
jacob-bruun-larsen-hoffenheim-2021-2022,jacob-bruun-larsen,Jacob Bruun Larsen,hoffenheim,Hoffenheim,2021-2022,2021/22,MF,25,9,812,4,0,18,7,0,0,0,0,0,0,0,0,0,0,1,0,0,58,60,Bundesliga,9,46,13,7,14
sascha-burchert-greuther-furth-2021-2022,sascha-burchert,Sascha Burchert,greuther-furth,Greuther Fürth,2021-2022,2021/22,GK,14,14,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,82,Bundesliga,18,18,3,9,22
jonathan-burkardt-mainz-05-2021-2022,jonathan-burkardt,Jonathan Burkardt,mainz-05,Mainz 05,2021-2022,2021/22,MF,34,32,2611,11,3,81,35,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,Bundesliga,8,46,13,7,14
daniel-caligiuri-augsburg-2021-2022,daniel-caligiuri,Daniel Caligiuri,augsburg,Augsburg,2021-2022,2021/22,MF,28,24,2004,4,2,36,13,0,0,0,0,0,0,0,0,0,0,4,0,0,39,56,Bundesliga,14,38,10,8,16
emre-can-dortmund-2021-2022,emre-can,Emre Can,dortmund,Dortmund,2021-2022,2021/22,DF,24,19,1690,5,1,11,6,0,0,0,0,0,0,0,0,0,0,5,0,0,85,52,Bundesliga,2,69,22,3,9
koen-casteels-wolfsburg-2021-2022,koen-casteels,Koen Casteels,wolfsburg,Wolfsburg,2021-2022,2021/22,GK,28,28,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,54,Bundesliga,12,42,12,6,16
timothy-chandler-eintracht-frankfurt-2021-2022,timothy-chandler,Timothy Chandler,eintracht-frankfurt,Eintracht Frankfurt,2021-2022,2021/22,MF,17,15,1212,0,0,13,3,0,0,0,0,0,0,0,0,0,0,4,0,0,45,49,Bundesliga,11,42,10,12,12
