Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
31,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,22.0,2002.0,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4
32,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,24.0,2000.0,20,6,766,8.5,2,0,2,2,0,0,3,0,2.7,2.7,0.7,3.4,37,24,100,0.23,0.0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4
33,Yacine Adli,fr FRA,MF,Fiorentina,it Serie A,24.0,2000.0,26,15,1234,13.7,4,6,10,4,0,0,3,1,1.0,1.0,2.4,3.4,24,103,30,0.29,0.44,0.73,0.29,0.73,0.08,0.17,0.25,0.08,0.25
34,Adrián,es ESP,GK,Betis,es La Liga,37.0,1987.0,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26.0,1998.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Vasilije Adžić,me MNE,"MF,FW",Juventus,it Serie A,18.0,2006.0,6,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
37,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,27.0,1997.0,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
38,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,de Bundesliga,26.0,1998.0,32,17,1639,18.2,3,1,4,3,0,0,3,0,3.1,3.1,3.8,7.0,53,32,108,0.16,0.05,0.22,0.16,0.22,0.17,0.21,0.38,0.17,0.38
39,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27.0,1997.0,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,31,2,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
40,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27.0,1997.0,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
41,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
42,Jeremy Agbonifo,se SWE,"FW,MF",Lens,fr Ligue 1,18.0,2005.0,8,1,300,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,13,6,36,0.3,0.0,0.3,0.3,0.3,0.21,0.06,0.26,0.21,0.26
43,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,23.0,2000.0,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,22.0,2002.0,35,24,2114,23.5,1,3,4,1,0,0,5,1,0.9,0.9,2.5,3.3,29,135,23,0.04,0.13,0.17,0.04,0.17,0.04,0.11,0.14,0.04,0.14
45,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,24.0,1999.0,22,21,1751,19.5,3,0,3,3,0,0,1,0,1.4,1.4,1.8,3.2,33,43,105,0.15,0.0,0.15,0.15,0.15,0.07,0.09,0.17,0.07,0.17
46,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28.0,1996.0,16,4,443,4.9,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,15,37,4,0.0,0.2,0.2,0.0,0.2,0.12,0.12,0.24,0.12,0.24
47,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,21.0,2002.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28.0,1996.0,21,21,1760,19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13
49,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31.0,1993.0,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21
50,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22.0,2002.0,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
51,Honest Ahanor,it ITA,"DF,MF",Genoa,it Serie A,16.0,2008.0,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.21,0.17,0.21
52,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,22.0,2001.0,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30.0,1994.0,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28.0,1995.0,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28.0,1995.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19.0,2005.0,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27.0,1996.0,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001.0,37,37,3109,34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,89,108,176,0.12,0.2,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19.0,2004.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30.0,1994.0,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,26,23,2014,22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,46,158,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20.0,2003.0,9,6,500,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,29,9,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,1995.0,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004.0,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.0,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26.0,1997.0,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22.0,2002.0,32,27,2406,26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59
68,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26.0,1997.0,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22.0,2001.0,31,29,2486,27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04
70,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31.0,1992.0,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,21,19,22,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
71,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22.0,2002.0,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29.0,1995.0,32,23,2220,24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02
73,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28.0,1995.0,14,6,639,7.1,3,1,4,2,1,2,0,0,5.0,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.7,0.08,0.78,0.48,0.56
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32.0,1992.0,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
75,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18.0,2006.0,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
76,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34.0,1990.0,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0.0,1.45,1.45,1.45,0.9,0.14,1.04,0.9,1.04
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,1985.0,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
78,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48
79,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2002.0,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1996.0,34,34,2971,33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,25,112,7,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08
81,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,1998.0,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
82,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26.0,1998.0,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.0,0.17,0.17,0.0,0.17,0.06,0.11,0.17,0.06,0.17
83,Ben Alexander Voll,de GER,GK,St. Pauli,de Bundesliga,23.0,2000.0,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,1998.0,33,28,2365,26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,51,232,94,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,0.33,0.13,0.46,0.33,0.46,0.3,0.17,0.47,0.3,0.47
86,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20.0,2004.0,27,21,1621,18.0,3,4,7,3,0,0,2,0,4.0,4.0,4.0,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44
87,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23.0,2001.0,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31.0,1992.0,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
89,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25.0,1999.0,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29.0,1995.0,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35
91,Dele Alli,eng ENG,MF,Como,it Serie A,28.0,1996.0,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23.0,2001.0,16,9,951,10.6,1,4,5,1,0,0,3,0,2.0,2.0,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,2000.0,34,24,1977,22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,45,142,77,0.0,0.18,0.18,0.0,0.18,0.05,0.14,0.2,0.05,0.2
94,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20.0,2004.0,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.0,1.87,1.87,0.0,1.87,0.06,1.27,1.33,0.06,1.33
95,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30.0,1994.0,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,1990.0,31,29,2647,29.4,3,0,3,0,3,3,10,2,4.0,1.6,1.3,2.9,64,215,49,0.1,0.0,0.1,0.0,0.0,0.14,0.04,0.18,0.05,0.1
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,1998.0,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
99,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,2001.0,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,23,42,69,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
100,Sergi Altimira,es ESP,MF,Betis,es La Liga,22.0,2001.0,32,22,1972,21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.0,0.05,0.05,0.0,0.05,0.08,0.08,0.16,0.07,0.15
101,Olabade Aluko,,DF,Leicester City,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,1997.0,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06
103,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2003.0,26,16,1572,17.5,4,3,7,4,0,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.23,0.17,0.4,0.23,0.4,0.14,0.07,0.21,0.14,0.21
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24.0,2000.0,37,30,2509,27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.7,0.39,0.59
105,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29.0,1995.0,21,20,1781,19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04
106,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22.0,2002.0,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
107,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27.0,1996.0,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.2,0.07,0.26,0.13,0.2,0.23,0.07,0.3,0.18,0.25
109,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17.0,2007.0,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
110,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28.0,1996.0,13,5,375,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,12,29,0.0,0.24,0.24,0.0,0.24,0.09,0.13,0.21,0.09,0.21
111,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30.0,1994.0,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
112,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21.0,2003.0,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23
113,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26.0,1998.0,30,23,2165,24.1,1,0,1,1,0,0,5,0,1.0,1.0,0.8,1.8,32,73,77,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08
114,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28.0,1996.0,30,27,2437,27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18
115,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27.0,1996.0,30,30,2473,27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.2,0.24,0.44,0.14,0.38
116,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18.0,2006.0,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29
117,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18.0,2006.0,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0.0,0.56,0.56,0.56,0.2,0.16,0.35,0.2,0.35
118,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18.0,2006.0,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
120,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24.0,2000.0,31,29,2467,27.4,10,9,19,8,2,2,6,0,8.7,7.2,4.0,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41
121,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27.0,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
122,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
123,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,1996.0,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05
124,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21.0,2002.0,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18
125,André,br BRA,MF,Wolves,eng Premier League,23.0,2001.0,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
126,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33.0,1990.0,30,30,2692,29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11
127,Marcos André,br BRA,FW,Valladolid,es La Liga,27.0,1996.0,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27
128,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29.0,1994.0,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09
129,Angeliño,es ESP,DF,Roma,it Serie A,27.0,1997.0,38,36,3177,35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15
130,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22.0,2001.0,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28.0,1996.0,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11
133,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21.0,2003.0,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.45,0.09,0.54,0.45,0.54
134,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16.0,2008.0,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
135,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34.0,1990.0,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41
