league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,league_name
ESP-La Liga,2122,Cadiz,Varazdat Haroyan,4,2021,261,5907,D S,17,1444,1,0.9659989774227142,1,0.9659989774227142,0,0.18690482433885336,3,4,9,0,0.3353736186400056,0.2772483993321657,ESP-La Liga
ESP-La Liga,2122,Cadiz,Victor Chust,4,2021,261,8972,D S,25,1827,0,0.5800779014825821,0,0.5800779014825821,0,0.0,9,0,2,0,1.9305944610387087,1.9196321610361338,ESP-La Liga
ESP-La Liga,2122,Cadiz,Álex Fernández,4,2021,261,4177,F M S,32,2043,3,2.9090052377432585,2,1.4224547278136015,2,1.5910708708688617,21,21,2,0,5.628661639988422,3.305311920121312,ESP-La Liga
ESP-La Liga,2122,Cadiz,Álvaro Bastida,4,2021,261,9534,M S,6,199,0,0.0,0,0.0,0,0.0,0,0,1,0,0.05254809930920601,0.05254809930920601,ESP-La Liga
ESP-La Liga,2122,Cadiz,Álvaro Jiménez,4,2021,261,6152,M S,9,214,0,0.10270919650793076,0,0.10270919650793076,0,0.06955190002918243,3,2,0,0,0.13116329908370972,0.06141189858317375,ESP-La Liga
ESP-La Liga,2122,Cadiz,Álvaro Negredo,4,2021,261,1715,F M S,34,2167,7,8.650729690678418,5,6.420897637493908,2,2.310485614463687,68,22,3,0,8.739513839129359,1.3446673303842545,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Augusto Solari,4,2021,152,9305,M S,26,685,0,0.2529571009799838,0,0.2529571009799838,0,0.7371306791901588,7,5,5,0,3.0659540249034762,2.095324754714966,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Brais Méndez,4,2021,152,6227,F M S,37,3053,4,4.333911579102278,4,4.333911579102278,5,3.488585188984871,56,35,8,0,13.66142504196614,8.01055600028485,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Carlos Domínguez,4,2021,152,9519,D S,8,338,0,0.06664770096540451,0,0.06664770096540451,0,0.0,1,0,1,0,0.1103690043091774,0.1103690043091774,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Denis Suárez,4,2021,152,2308,M S,38,2860,4,2.3703320268541574,4,2.3703320268541574,5,3.7035181811079383,22,46,4,0,11.45699708443135,7.544191491790116,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Fran Beltrán,4,2021,152,6931,M S,37,2616,1,0.41013580188155174,1,0.41013580188155174,0,0.33650525845587254,20,11,4,0,6.0858851717785,5.685565288178623,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Franco Cervi,4,2021,152,9794,M S,33,1811,3,2.9502224307507277,3,2.9502224307507277,3,0.8406250001862645,22,12,5,0,7.383888671174645,3.735359374433756,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Gabriel Veiga,4,2021,152,8713,S,7,94,0,0.028291700407862663,0,0.028291700407862663,0,0.020357700064778328,2,1,0,0,0.5999964773654938,0.5683550238609314,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Hugo Mallo,4,2021,152,2281,D,21,1832,1,1.5956418942660093,1,1.5956418942660093,1,3.0716513339430094,17,20,3,2,8.275078195147216,4.745035043917596,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Hugo Sotelo,4,2021,152,9520,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Hugo Álvarez,4,2021,152,10078,S,1,9,0,0.1347309947013855,0,0.1347309947013855,0,0.0,1,0,0,0,0.1347309947013855,0.0,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Iago Aspas,4,2021,152,2290,F S,37,3098,17,14.593056619167328,14,10.87679260596633,5,6.394939869642258,90,58,9,0,20.08181523066014,6.775518755428493,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Javi Galán,4,2021,152,7385,D,37,3303,0,0.44127425691112876,0,0.44127425691112876,3,1.9921726612374187,19,23,9,0,8.636239961721003,7.223159093409777,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Jeison Murillo,4,2021,152,1508,D S,19,1115,0,0.46349840983748436,0,0.46349840983748436,0,0.024588599801063538,6,1,4,1,2.4111559577286243,2.068727046251297,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Joseph Aidoo,4,2021,152,7826,D S,32,2648,0,0.2221590969711542,0,0.2221590969711542,0,0.5558135025203228,6,5,1,0,4.631657788529992,4.568096796050668,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,José Manuel Fontán,4,2021,152,8433,D S,9,270,0,0.0724601000547409,0,0.0724601000547409,0,0.0718604028224945,1,1,3,0,0.15352339297533035,0.00920289009809494,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Kevin,4,2021,152,4202,D S,17,1345,0,0.7493701130151749,0,0.7493701130151749,1,1.286911517381668,3,10,3,0,4.906871255487204,3.167826160788536,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Matías Dituro,4,2021,152,9793,GK,38,3420,0,0.043924201279878616,0,0.043924201279878616,0,0.04363799840211868,1,1,1,0,4.0307887475937605,3.9871507566422224,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Miguel Baeza,4,2021,152,8711,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Nolito,4,2021,152,1732,M S,32,1374,2,2.7754334015771747,2,2.7754334015771747,0,2.2512091072276235,20,14,1,0,6.903901039622724,2.392388876527548,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Néstor Araújo,4,2021,152,6930,D S,34,2617,0,0.2325696973130107,0,0.2325696973130107,0,0.1294150985777378,8,2,4,0,5.032074297778308,4.772725686430931,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Okay Yokuslu,4,2021,152,6932,D M S,19,583,0,0.43163040094077587,0,0.43163040094077587,0,0.0,6,0,1,0,0.3096573017537594,0.293817101046443,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Orbelín Pineda,4,2021,152,10320,S,7,83,0,0.3165593007579446,0,0.3165593007579446,0,0.056015100330114365,5,1,0,0,1.1028792718425393,0.7997279763221741,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Renato Tapia,4,2021,152,8710,M S,29,1397,0,0.6877123033627868,0,0.6877123033627868,0,0.13829809054732323,12,4,10,0,3.525611043907702,3.2226539812982082,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Santi Mina,4,2021,152,2384,F S,33,2389,7,9.253597201779485,7,8.510319175198674,3,2.106306361965835,59,21,4,0,11.40976232290268,2.3766150744631886,ESP-La Liga
ESP-La Liga,2122,Celta Vigo,Thiago Galhardo,4,2021,152,9917,F S,31,1115,2,4.177715596742928,2,4.177715596742928,2,2.920944280922413,29,12,5,0,8.157869030721486,1.5487493425607681,ESP-La Liga
ESP-La Liga,2122,Elche,Antonio Barragán,4,2021,207,1706,D S,16,1037,0,0.04748560115695,0,0.04748560115695,0,0.0644639004021883,1,2,5,0,1.2404645048081875,1.1760005988180637,ESP-La Liga
ESP-La Liga,2122,Elche,Darío Benedetto,4,2021,207,7716,F S,14,587,2,2.683130362536758,2,2.683130362536758,1,0.4796197135001421,18,4,1,0,3.4057389982044697,0.35049389861524105,ESP-La Liga
ESP-La Liga,2122,Elche,Diego González,4,2021,207,2071,D S,28,1785,0,0.24843350052833557,0,0.24843350052833557,0,0.10194359719753265,4,2,3,1,2.4007759280502796,2.338232893496752,ESP-La Liga
ESP-La Liga,2122,Elche,Edgar Badía,4,2021,207,8890,GK,24,2160,0,0.0,0,0.0,0,0.0,0,0,2,0,1.6923947874456644,1.6923947874456644,ESP-La Liga
ESP-La Liga,2122,Elche,Enzo Roco,4,2021,207,2109,D S,30,2566,1,1.155733186751604,1,1.155733186751604,0,0.13786480203270912,11,3,10,0,4.092372138053179,3.6341646276414394,ESP-La Liga
ESP-La Liga,2122,Elche,Ezequiel Ponce,4,2021,207,2057,F S,13,665,1,2.922976817935705,1,2.922976817935705,0,0.2680153027176857,15,7,1,1,3.4496605806052685,0.8228388838469982,ESP-La Liga
ESP-La Liga,2122,Elche,Fidel,4,2021,207,4146,M S,33,2323,5,3.311384817585349,4,2.568110814318061,6,4.753790548071265,19,39,9,0,11.409500135108829,7.400936534628272,ESP-La Liga
ESP-La Liga,2122,Elche,Gerard Gumbau,4,2021,207,2609,M S,31,1902,0,0.9427301185205579,0,0.9427301185205579,4,2.3429341167211533,20,28,8,1,6.331182724796236,4.819287149235606,ESP-La Liga
ESP-La Liga,2122,Elche,Gonzalo Verdú,4,2021,207,8891,D S,19,1397,0,0.1293543018400669,0,0.1293543018400669,0,0.0,3,0,10,0,2.243387009948492,2.243387009948492,ESP-La Liga
ESP-La Liga,2122,Elche,Guido Carrillo,4,2021,207,3424,F S,29,1130,2,4.040976621210575,2,4.040976621210575,0,0.20757589861750603,23,6,3,0,5.712863443419337,2.531191147863865,ESP-La Liga
ESP-La Liga,2122,Elche,Helibelton Palacios,4,2021,207,9340,D S,26,1926,0,0.0280217994004488,0,0.0280217994004488,0,0.16854489408433437,1,7,6,0,3.0472721476107836,2.8674215488135815,ESP-La Liga
ESP-La Liga,2122,Elche,Iván Marcone,4,2021,207,9033,M S,20,807,0,0.10004080086946487,0,0.10004080086946487,0,0.0,2,0,5,0,2.571495075710118,2.471454375423491,ESP-La Liga
ESP-La Liga,2122,Elche,Javier Pastore,4,2021,207,3295,M S,13,523,0,0.46066829841583967,0,0.46066829841583967,0,1.1287083593197167,8,11,2,0,1.7874021902680397,0.317072382196784,ESP-La Liga
ESP-La Liga,2122,Elche,Johan Mojica,4,2021,207,6242,D S,33,2860,2,0.6024869158864021,2,0.6024869158864021,5,6.035516256466508,16,31,4,1,9.256735345348716,6.0737642124295235,ESP-La Liga
ESP-La Liga,2122,Elche,John Donald,4,2021,207,9199,D,2,180,0,0.3462350070476532,0,0.3462350070476532,0,0.05050560086965561,2,2,0,0,0.5128873027861118,0.4623813070356846,ESP-La Liga
ESP-La Liga,2122,Elche,Josan,4,2021,207,8893,D M S,31,1169,2,0.856276199221611,2,0.856276199221611,3,3.0691694179549813,12,18,2,0,5.3879800932481885,2.2569950129836798,ESP-La Liga
ESP-La Liga,2122,Elche,Josema,4,2021,207,8892,D S,6,174,0,0.0,0,0.0,0,0.08406449854373932,0,1,0,0,0.10527139902114868,0.10527139902114868,ESP-La Liga
ESP-La Liga,2122,Elche,Kike Pérez,4,2021,207,8470,F M S,12,512,2,1.1563991121947765,2,1.1563991121947765,0,0.9002515547908843,10,6,1,0,3.279299816582352,1.3009682279080153,ESP-La Liga
ESP-La Liga,2122,Elche,Kiko Casilla,4,2021,207,2259,GK,14,1260,0,0.0,0,0.0,0,0.050901900976896286,0,1,3,0,1.2149896081537008,1.1640876065939665,ESP-La Liga
ESP-La Liga,2122,Elche,Lucas Boyé,4,2021,207,1189,F S,24,1731,7,4.705582898110151,7,4.705582898110151,3,2.714024893939495,49,22,3,0,7.781527530401945,2.7555075120180845,ESP-La Liga
ESP-La Liga,2122,Elche,Lucas Olaza,4,2021,207,7514,D S,5,291,1,0.8312028720974922,1,0.8312028720974922,0,0.28079400211572647,4,6,1,0,1.7779784426093102,0.7838996089994907,ESP-La Liga
ESP-La Liga,2122,Elche,Omar Mascarell,4,2021,207,2456,D M S,32,2520,0,0.4715942060574889,0,0.4715942060574889,0,0.21110920328646898,12,7,6,0,4.839963840320706,4.558681663125753,ESP-La Liga
ESP-La Liga,2122,Elche,Pablo Piatti,4,2021,207,2382,M S,10,290,0,0.11237337719649076,0,0.11237337719649076,0,0.3024555966258049,4,4,0,0,0.9160984726622701,0.5586656127125025,ESP-La Liga
ESP-La Liga,2122,Elche,Pedro Bigas,4,2021,207,2353,D,19,1566,1,0.766861692070961,1,0.766861692070961,0,0.21598659828305244,12,5,6,0,2.92174981161952,2.679632006213069,ESP-La Liga
ESP-La Liga,2122,Elche,Pere Milla,4,2021,207,4175,F M S,32,1634,8,4.583406371995807,8,4.583406371995807,3,1.8208362068980932,29,12,4,0,9.573891461826861,3.7279223520308733,ESP-La Liga
ESP-La Liga,2122,Elche,Raúl Guti,4,2021,207,8894,M S,31,1617,0,1.1254021050408483,0,1.1254021050408483,0,0.4013882940635085,18,10,2,1,5.505822837352753,4.484333178028464,ESP-La Liga
ESP-La Liga,2122,Elche,Tete Morente,4,2021,207,8895,D M S,32,1624,3,2.813716341741383,3,2.813716341741383,3,2.1399175729602575,29,16,4,0,6.310883995611221,2.054699524771422,ESP-La Liga
ESP-La Liga,2122,Espanyol,Adrià Pedrosa,4,2021,141,7174,D,31,2731,1,1.052447804249823,1,1.052447804249823,1,1.441566688939929,25,23,8,0,8.08321713283658,6.596326345577836,ESP-La Liga
ESP-La Liga,2122,Espanyol,Adrián Embarba,4,2021,141,2166,F M S,32,2005,0,3.301968228071928,0,3.301968228071928,2,2.6012619147077203,49,38,4,0,6.527666674926877,2.5277776531875134,ESP-La Liga
ESP-La Liga,2122,Espanyol,Aleix Vidal,4,2021,141,2103,D M S,31,1910,2,0.8850831994786859,2,0.8850831994786859,0,2.6752407774329185,6,26,10,0,8.194437412545085,5.900059772655368,ESP-La Liga
ESP-La Liga,2122,Espanyol,Daniel Villahermosa,4,2021,141,8499,S,1,19,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,David López,4,2021,141,1857,D M S,18,746,0,0.4746213015168905,0,0.4746213015168905,0,0.48084618896245956,5,3,1,0,1.808621870353818,1.3658104874193668,ESP-La Liga
ESP-La Liga,2122,Espanyol,Diego López,4,2021,141,1618,GK,36,3182,0,0.0,0,0.0,0,0.01966789923608303,0,1,3,0,5.108907860703766,5.0892399633303285,ESP-La Liga
ESP-La Liga,2122,Espanyol,Dídac Vilá,4,2021,141,4131,D S,9,182,0,0.0,0,0.0,0,0.0725988307967782,0,3,3,0,0.7089914046227932,0.6515042912214994,ESP-La Liga
ESP-La Liga,2122,Espanyol,Fernando Calero,4,2021,141,6916,D S,16,1099,0,0.09023410081863403,0,0.09023410081863403,0,0.09878960065543652,1,2,3,0,3.136921029537916,3.1203950457274914,ESP-La Liga
ESP-La Liga,2122,Espanyol,Fran Mérida,4,2021,141,5130,M S,10,262,0,0.13715355936437845,0,0.13715355936437845,0,0.200689478777349,4,4,2,0,0.6328348107635975,0.5245569823309779,ESP-La Liga
ESP-La Liga,2122,Espanyol,Gori,4,2021,141,9772,S,1,6,0,0.0,0,0.0,0,0.07612989842891693,0,1,1,0,0.07612989842891693,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,Javi Puado,4,2021,141,6933,F M S,30,2278,4,5.646654920652509,4,5.646654920652509,1,1.1327431853860617,40,21,5,0,7.572527168318629,3.1566542629152536,ESP-La Liga
ESP-La Liga,2122,Espanyol,Joan García,4,2021,141,9773,GK S,2,107,0,0.0,0,0.0,0,0.0,0,0,0,0,0.030217299237847328,0.030217299237847328,ESP-La Liga
ESP-La Liga,2122,Espanyol,Jofre Carreras,4,2021,141,10209,S,3,13,0,0.0,0,0.0,1,0.5122259855270386,0,2,0,0,0.7971600294113159,0.28493401408195496,ESP-La Liga
ESP-La Liga,2122,Espanyol,Keidi Bare,4,2021,141,5155,M S,25,1486,1,0.2593803983181715,1,0.2593803983181715,1,0.6201844923198223,4,8,9,0,3.826046857982874,3.1846375707536936,ESP-La Liga
ESP-La Liga,2122,Espanyol,Landry Dimata,4,2021,141,6102,F S,17,522,0,1.5812489166855812,0,1.5812489166855812,0,0.5213160067796707,8,5,0,0,1.8495332300662994,0.4461876153945923,ESP-La Liga
ESP-La Liga,2122,Espanyol,Leandro Cabrera,4,2021,141,6168,D,37,3330,2,0.9704061998054385,2,0.9704061998054385,0,1.1713719833642244,18,10,6,0,6.594006601721048,6.339606394991279,ESP-La Liga
ESP-La Liga,2122,Espanyol,Lluís Recasens,4,2021,141,9976,S,1,41,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,Loren Morón,4,2021,141,6528,F M S,22,532,1,0.9020864074118435,1,0.9020864074118435,0,0.4378879889845848,10,4,0,0,1.0863738912157714,0.35380851197987795,ESP-La Liga
ESP-La Liga,2122,Espanyol,Luca Koleosho,4,2021,141,10620,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,Manuel Morlanes,4,2021,141,6592,M S,27,1130,2,0.744003789499402,2,0.744003789499402,0,0.5487822899594903,8,6,6,1,5.793320028111339,5.006082411855459,ESP-La Liga
ESP-La Liga,2122,Espanyol,Miguelón,4,2021,141,2574,D S,2,69,0,0.0,0,0.0,0,0.0,0,0,0,0,0.05629759840667248,0.05629759840667248,ESP-La Liga
ESP-La Liga,2122,Espanyol,Nicolás Melamed,4,2021,141,8461,F M S,31,1058,2,0.9377439897507429,2,0.9377439897507429,0,1.08558189868927,20,13,3,1,2.904014116153121,1.1552767902612686,ESP-La Liga
ESP-La Liga,2122,Espanyol,Oier,4,2021,141,2241,GK S,2,131,0,0.0,0,0.0,0,0.0,0,0,0,0,0.015797799453139305,0.015797799453139305,ESP-La Liga
ESP-La Liga,2122,Espanyol,Raúl de Tomás,4,2021,141,4229,F S,34,2942,17,15.713371678255498,12,11.996979652903974,3,1.6105903144925833,106,25,5,2,13.882727585732937,3.355462779290974,ESP-La Liga
ESP-La Liga,2122,Espanyol,Rubén Sánchez,4,2021,141,10067,D S,4,146,0,0.012673599645495415,0,0.012673599645495415,1,0.3619619905948639,1,1,0,0,0.393998010084033,0.019362999126315117,ESP-La Liga
ESP-La Liga,2122,Espanyol,Sergi Darder,4,2021,141,2621,M,36,3143,3,2.4538245322182775,3,2.4538245322182775,9,4.09336187876761,44,37,4,0,12.469293355941772,8.148376179859042,ESP-La Liga
ESP-La Liga,2122,Espanyol,Sergi Gómez,4,2021,141,2282,D,31,2731,1,0.4637136943638325,1,0.4637136943638325,2,0.9956764788366854,8,4,1,1,5.54534962400794,5.295560033991933,ESP-La Liga
ESP-La Liga,2122,Espanyol,Tonny Vilhena,4,2021,141,7648,D F M S,17,960,1,0.7919577043503523,1,0.7919577043503523,1,0.9555212995037436,15,11,4,0,3.080430917441845,2.2731185741722584,ESP-La Liga
ESP-La Liga,2122,Espanyol,Víctor Gómez,4,2021,141,8086,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,Wu Lei,4,2021,141,7398,F M S,23,447,1,1.1182619221508503,1,1.1182619221508503,0,1.2666888013482094,7,7,0,0,2.367869194597006,0.5266250679269433,ESP-La Liga
ESP-La Liga,2122,Espanyol,Yangel Herrera,4,2021,141,7350,M S,23,1666,1,1.2322233151644468,1,1.2322233151644468,1,0.7918352838605642,15,12,5,1,4.693444170057774,3.19111780077219,ESP-La Liga
ESP-La Liga,2122,Espanyol,Álvaro Vadillo,4,2021,141,2154,S,3,5,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Espanyol,Óscar Gil,4,2021,141,9771,D S,22,1712,0,0.217764500528574,0,0.217764500528574,2,2.5560021018609405,6,16,7,0,5.974946215748787,4.161882679909468,ESP-La Liga
ESP-La Liga,2122,Espanyol,Óscar Melendo,4,2021,141,5134,F M S,21,1005,0,0.5069438964128494,0,0.5069438964128494,0,1.2825016723945737,8,18,0,0,5.503653610125184,4.290976628661156,ESP-La Liga
ESP-La Liga,2122,Getafe,Borja Mayoral,4,2021,142,2252,F S,18,1051,6,3.008958626538515,5,2.2656812015920877,1,1.0571773340925574,17,13,3,0,4.07621200196445,1.0000249752774835,ESP-La Liga
ESP-La Liga,2122,Getafe,Carles Aleñá,4,2021,142,5058,F M S,33,2381,1,1.9732895260676742,1,1.9732895260676742,2,1.2121291970834136,46,20,6,1,5.109339904040098,2.8486352832987905,ESP-La Liga
ESP-La Liga,2122,Getafe,Chema Rodríguez,4,2021,142,6216,M,1,52,0,0.023246200755238533,0,0.023246200755238533,0,0.023773599416017532,1,1,1,0,0.047019798308610916,0.0,ESP-La Liga
ESP-La Liga,2122,Getafe,Damián Suárez,4,2021,142,2194,D M S,35,2744,0,0.46269273292273283,0,0.46269273292273283,3,3.3987524611875415,14,47,13,0,5.873881787061691,3.867629699409008,ESP-La Liga
ESP-La Liga,2122,Getafe,Darío Poveda,4,2021,142,5201,F S,15,361,1,0.37580991815775633,1,0.37580991815775633,0,0.07892479933798313,4,3,0,0,0.9209253368899226,0.4968632999807596,ESP-La Liga
ESP-La Liga,2122,Getafe,David Soria,4,2021,142,2415,GK,38,3415,0,0.0,0,0.0,0,0.0,0,0,4,0,1.3415729021653533,1.3415729021653533,ESP-La Liga
ESP-La Liga,2122,Getafe,David Timor,4,2021,142,5066,M S,7,333,0,0.2382859978824854,0,0.2382859978824854,0,0.015801899135112762,8,1,2,0,0.3693339005112648,0.30522190406918526,ESP-La Liga
ESP-La Liga,2122,Getafe,Diego Conde,4,2021,142,9698,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Getafe,Djené Dakonam,4,2021,142,6151,D,35,3122,0,0.18927489779889584,0,0.18927489779889584,1,0.5998236052691936,4,10,11,1,3.534019666723907,3.428481557406485,ESP-La Liga
ESP-La Liga,2122,Getafe,Enes Ünal,4,2021,142,6219,F S,37,2848,16,11.382522858679295,14,8.409409895539284,1,1.5669306041672826,86,28,8,0,8.196038469672203,1.4727964820340276,ESP-La Liga
ESP-La Liga,2122,Getafe,Erick Cabaco,4,2021,142,5642,D S,10,408,0,0.09453540295362473,0,0.09453540295362473,1,0.5341807082295418,1,2,1,1,0.2350092064589262,0.2182592060416937,ESP-La Liga
ESP-La Liga,2122,Getafe,Florentino Luís,4,2021,142,8969,M S,22,969,0,0.058508601039648056,0,0.058508601039648056,1,0.3305617989972234,3,9,2,0,1.5033290274441242,1.1577147133648396,ESP-La Liga
ESP-La Liga,2122,Getafe,Gonzalo Villar,4,2021,142,6750,M S,10,269,0,0.290283989161253,0,0.290283989161253,1,0.3321569859981537,2,1,0,0,0.7769708726555109,0.4866868834942579,ESP-La Liga
ESP-La Liga,2122,Getafe,Hugo Duro,4,2021,142,6637,F M S,31,1873,7,4.4766954109072685,7,4.4766954109072685,1,0.7043099794536829,33,14,1,1,6.463140066713095,2.451590584591031,ESP-La Liga
ESP-La Liga,2122,Getafe,Jaime Mata,4,2021,142,7009,F S,22,626,1,1.1104427073150873,1,1.1104427073150873,0,0.5862797060981393,10,8,6,0,1.8560283314436674,0.24527589045464993,ESP-La Liga
ESP-La Liga,2122,Getafe,Jakub Jankto,4,2021,142,1146,D M S,14,578,0,0.19515470415353775,0,0.19515470415353775,2,1.2111660800874233,6,5,1,0,2.1077126460149884,0.7644964950159192,ESP-La Liga
ESP-La Liga,2122,Getafe,Jonathan Silva,4,2021,142,6567,D S,9,198,0,0.020008299499750137,0,0.020008299499750137,0,0.08532409742474556,1,2,4,0,0.15542499721050262,0.11849229782819748,ESP-La Liga
ESP-La Liga,2122,Getafe,Jorge Cuenca,4,2021,142,8489,D S,32,2690,1,0.8437289823777974,1,0.8437289823777974,0,0.14023349806666374,16,2,6,2,3.3095457833260298,3.260608760640025,ESP-La Liga
ESP-La Liga,2122,Getafe,José Macías,4,2021,142,9697,F S,7,184,0,0.16972379945218563,0,0.16972379945218563,0,0.0,4,0,1,0,0.16972379945218563,0.0,ESP-La Liga
ESP-La Liga,2122,Getafe,Juan Iglesias,4,2021,142,9218,D S,20,695,0,0.0722378995269537,0,0.0722378995269537,1,0.8717759819701314,5,8,1,0,1.4791038921102881,0.6663883086293936,ESP-La Liga
ESP-La Liga,2122,Getafe,Koffi,4,2021,142,9268,M S,3,70,0,0.020820600911974907,0,0.020820600911974907,1,0.09862790256738663,1,1,0,0,0.14338499307632446,0.044757600873708725,ESP-La Liga
ESP-La Liga,2122,Getafe,Marc Cucurella,4,2021,142,7134,S,1,18,0,0.144554004073143,0,0.144554004073143,0,0.06620500236749649,1,1,0,0,0.24645200371742249,0.10189799964427948,ESP-La Liga
ESP-La Liga,2122,Getafe,Mathías Olivera,4,2021,142,6368,D,32,2819,1,3.1310172881931067,1,3.1310172881931067,3,2.835934097878635,24,31,10,0,7.173474993556738,5.234355817548931,ESP-La Liga
ESP-La Liga,2122,Getafe,Mauro Arambarri,4,2021,142,3264,M,31,2672,0,1.0511962557211518,0,1.0511962557211518,5,2.518548319116235,37,44,13,0,5.392832105979323,4.526825740002096,ESP-La Liga
ESP-La Liga,2122,Getafe,Nemanja Maksimovic,4,2021,142,6076,M S,35,2954,1,2.8708115946501493,1,2.8708115946501493,2,0.8268333077430725,31,20,5,0,5.9795663971453905,3.0500744627788663,ESP-La Liga
ESP-La Liga,2122,Getafe,Nyom,4,2021,142,565,D S,5,246,0,0.0,0,0.0,0,0.09581509977579117,0,2,1,0,0.2515083961188793,0.15569289773702621,ESP-La Liga
ESP-La Liga,2122,Getafe,Sandro Ramírez,4,2021,142,2537,F S,29,1487,3,2.6245837984606624,3,2.6245837984606624,0,1.0230101086199284,50,13,7,0,3.5609475020319223,1.203634393401444,ESP-La Liga
ESP-La Liga,2122,Getafe,Stefan Mitrovic,4,2021,142,4242,D S,32,2688,1,0.23662657756358385,1,0.23662657756358385,0,0.07608939707279205,4,2,8,1,1.8899062806740403,1.8899062806740403,ESP-La Liga
ESP-La Liga,2122,Getafe,Vitolo,4,2021,142,2511,M S,7,207,0,0.020757999271154404,0,0.020757999271154404,0,0.17019280046224594,1,3,0,0,0.5755553971976042,0.3846053909510374,ESP-La Liga
ESP-La Liga,2122,Getafe,Óscar Rodríguez,4,2021,142,6570,F M S,29,1359,0,2.000391519628465,0,2.000391519628465,1,1.6335410187020898,39,16,3,0,7.767603300511837,5.154350647702813,ESP-La Liga
ESP-La Liga,2122,Granada,Aarón,4,2021,155,2346,GK S,4,282,0,0.0,0,0.0,0,0.0,0,0,1,0,0.21456000208854675,0.21456000208854675,ESP-La Liga
ESP-La Liga,2122,Granada,Adrián Butzke,4,2021,155,10104,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,ESP-La Liga
ESP-La Liga,2122,Granada,Alberto Soro,4,2021,155,8726,F M S,16,560,0,0.6769711887463927,0,0.6769711887463927,0,0.8560107927769423,7,8,0,0,1.8554510036483407,0.774143778719008,ESP-La Liga
ESP-La Liga,2122,Granada,Antonio Puertas,4,2021,155,7863,D F M S,33,2289,6,4.827212460339069,6,4.827212460339069,1,0.9439179934561253,33,18,4,0,6.7396078910678625,3.300156267359853,ESP-La Liga
ESP-La Liga,2122,Granada,Carlos Bacca,4,2021,155,1125,F S,17,493,0,0.7359157130122185,0,0.7359157130122185,1,0.803820407949388,9,7,2,0,1.641680896282196,0.1289323978126049,ESP-La Liga
ESP-La Liga,2122,Granada,Carlos Neva,4,2021,155,7864,D S,26,2124,0,1.021788620389998,0,1.021788620389998,0,0.9545627925544977,6,13,1,0,3.482355894520879,1.8177271159365773,ESP-La Liga
ESP-La Liga,2122,Granada,Darwin Machís,4,2021,155,4226,F M S,25,1389,3,1.431855603121221,3,1.431855603121221,3,1.9665154945105314,35,18,2,0,5.190230744890869,2.7428251560777426,ESP-La Liga
ESP-La Liga,2122,Granada,Dimitri Foulquier,4,2021,155,2509,D M S,31,2513,0,0.6557635013014078,0,0.6557635013014078,1,1.3789462074637413,16,13,11,0,4.176298603415489,3.0450277384370565,ESP-La Liga
