league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ESP-La Liga,2324,Celta Vigo,Manuel Sánchez,4,2023,152,7605,D S,26,1784,0,0.5429475717246532,0,0.5429475717246532,5,3.505473857745528,9,20,3,0,7.5165757574141026,5.35230431240052
ESP-La Liga,2324,Celta Vigo,Miguel Rodriguez,4,2023,152,8712,D M S,15,259,0,0.14091971796005964,0,0.14091971796005964,0,0.13487117737531662,6,2,2,0,0.4527730019763112,0.1769821085035801
ESP-La Liga,2324,Celta Vigo,Mihailo Ristic,4,2023,152,5947,D S,12,809,0,0.42638786043971777,0,0.42638786043971777,0,0.13027718383818865,10,5,2,0,2.7432716600596905,2.466514006257057
ESP-La Liga,2324,Celta Vigo,Renato Tapia,4,2023,152,8710,D M S,21,1337,0,1.1141321901232004,0,1.1141321901232004,0,0.5880990009754896,19,6,3,1,5.394871832802892,4.476658945903182
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,4,2023,152,12423,M S,10,310,1,1.3809997532516718,1,1.3809997532516718,0,0.3619154244661331,9,2,1,0,2.2853086832910776,0.7870679534971714
ESP-La Liga,2324,Celta Vigo,Tasos Douvikas,4,2023,152,12030,F S,32,846,7,5.597069129347801,7,5.597069129347801,1,1.1894508870318532,26,8,2,0,6.697281435132027,0.6971121802926064
ESP-La Liga,2324,Celta Vigo,Unai Núñez,4,2023,152,6149,D S,34,2807,1,2.559862903319299,1,2.559862903319299,0,0.5769859924912453,21,10,4,0,9.434673003852367,9.207855448126793
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,4,2023,152,2190,GK S,27,2403,0,0.0,0,0.0,0,0.0,0,0,2,0,3.776095699518919,3.776095699518919
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,4,2023,152,10870,F S,15,421,5,2.655545361340046,5,2.655545361340046,0,0.21273024752736092,12,3,1,0,3.393190272152424,0.6375101953744888
ESP-La Liga,2324,Celta Vigo,Yoel Lago,4,2023,152,12642,D,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,4,2023,152,9011,D F M S,38,2998,2,2.3126691011711955,2,2.3126691011711955,2,5.042737593874335,28,49,4,0,16.73545361869037,13.703091602772474
ESP-La Liga,2324,Getafe,Alberto Risco,4,2023,142,12566,M S,4,124,0,0.11896125972270966,0,0.11896125972270966,0,0.47652126383036375,2,4,0,0,0.7163679078221321,0.18824374675750732
ESP-La Liga,2324,Getafe,Borja Mayoral,4,2023,142,2252,F M S,27,2193,15,11.781445782631636,11,8.808335237205029,1,1.9314997978508472,47,20,2,0,12.544378835707903,2.4337577307596803
ESP-La Liga,2324,Getafe,Carles Aleñá,4,2023,142,5058,M S,30,1039,1,1.577088724821806,1,1.577088724821806,1,1.8840657025575638,16,17,5,0,2.7812199518084526,1.221043431200087
ESP-La Liga,2324,Getafe,Damián Suárez,4,2023,142,2194,D M S,16,1323,0,0.30718856072053313,0,0.30718856072053313,2,0.7839745869860053,4,17,6,1,3.2181388190947473,2.7108029201626778
ESP-La Liga,2324,Getafe,Daniel Fuzato,4,2023,142,6966,S,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Getafe,David Soria,4,2023,142,2415,GK,39,3504,0,0.0,0,0.0,0,0.0,0,0,3,0,1.6697353422641754,1.6697353422641754
ESP-La Liga,2324,Getafe,Diego Rico,4,2023,142,5065,D M S,33,2629,0,0.3690704135224223,0,0.3690704135224223,7,4.589375820942223,21,39,10,0,8.167431263253093,4.461082279682159
ESP-La Liga,2324,Getafe,Djené Dakonam,4,2023,142,6151,D M S,34,2580,0,0.12534593045711517,0,0.12534593045711517,0,0.284101452678442,7,6,13,1,3.297972426749766,3.029572262428701
ESP-La Liga,2324,Getafe,Domingos Duarte,4,2023,142,7860,D S,15,898,0,0.09969010949134827,0,0.09969010949134827,0,0.08248848281800747,1,2,3,2,1.5951038803905249,1.5126153975725174
ESP-La Liga,2324,Getafe,Enes Ünal,4,2023,142,6219,F S,3,133,0,0.08098434656858444,0,0.08098434656858444,1,0.6826157048344612,1,3,0,0,0.7880530953407288,0.09481380879878998
ESP-La Liga,2324,Getafe,Fabrizio Angileri,4,2023,142,10987,D S,12,215,0,0.0,0,0.0,0,1.3041672706604004,0,4,2,0,1.1894072806462646,0.668181031011045
ESP-La Liga,2324,Getafe,Gastón Álvarez,4,2023,142,10412,D S,35,2628,2,1.4335118364542723,2,1.4335118364542723,0,0.7242664946243167,14,7,7,0,4.232770146802068,3.5136727215722203
ESP-La Liga,2324,Getafe,Gorka Rivera,4,2023,142,10991,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Getafe,Ilaix Moriba,4,2023,142,9243,M S,15,616,0,0.20901454612612724,0,0.20901454612612724,2,0.9248004481196404,4,6,3,1,1.7193779377266765,0.7051846478134394
ESP-La Liga,2324,Getafe,Jaime Mata,4,2023,142,7009,F M S,36,1891,5,5.709469351917505,5,5.709469351917505,1,1.5407152902334929,34,18,8,1,7.414690779522061,1.9643178265541792
ESP-La Liga,2324,Getafe,Jeremy Jorge,4,2023,142,12604,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Getafe,Jesús Santiago,4,2023,142,10561,M S,15,741,1,0.644088888540864,1,0.644088888540864,0,0.36221837624907494,6,7,4,0,1.0281095672398806,0.24485063459724188
ESP-La Liga,2324,Getafe,Jordi Martín,4,2023,142,12174,M S,13,563,0,1.69226436316967,0,1.69226436316967,0,0.5328456927090883,7,7,1,0,3.972078252583742,1.7684292905032635
ESP-La Liga,2324,Getafe,José Ángel Carmona,4,2023,142,9809,D M S,31,1401,1,0.7732128351926804,1,0.7732128351926804,1,1.2035128027200699,12,11,8,0,4.321316052228212,2.7777864895761013
ESP-La Liga,2324,Getafe,Juan Iglesias,4,2023,142,9218,D M S,23,1402,0,0.45468507055193186,0,0.45468507055193186,2,0.9498661169782281,15,12,3,0,2.236746683716774,1.0354153299704194
ESP-La Liga,2324,Getafe,Juan Latasa,4,2023,142,10399,F S,33,1557,3,5.340842031873763,3,5.340842031873763,0,1.2214664816856384,45,19,5,1,6.516679762862623,1.124325681477785
ESP-La Liga,2324,Getafe,Luis Milla,4,2023,142,8725,M S,28,2220,0,0.7645091386511922,0,0.7645091386511922,1,1.65008888207376,17,30,6,0,6.788594078272581,5.593738727271557
ESP-La Liga,2324,Getafe,Mason Greenwood,4,2023,142,7490,F M S,34,2766,8,9.606171378865838,6,7.376338509842753,7,5.150464846752584,103,40,6,1,14.052480861544609,4.136063855141401
ESP-La Liga,2324,Getafe,Mauro Arambarri,4,2023,142,3264,M S,7,321,0,0.27580961026251316,0,0.27580961026251316,0,0.03992827236652374,9,2,2,0,0.7712307870388031,0.49367593601346016
ESP-La Liga,2324,Getafe,Nabil Aberdin,4,2023,142,12154,D,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1152268722653389,0.1152268722653389
ESP-La Liga,2324,Getafe,Nemanja Maksimovic,4,2023,142,6076,F M,38,3381,4,5.083175158128142,4,5.083175158128142,0,1.093019516672939,34,21,4,0,8.056125676259398,2.8436265839263797
ESP-La Liga,2324,Getafe,Omar Alderete,4,2023,142,8986,D M S,32,2228,0,2.0292449481785297,0,2.0292449481785297,1,1.0543783586472273,23,12,7,1,3.4851332590915263,3.2615407910197973
ESP-La Liga,2324,Getafe,Portu,4,2023,142,6118,F M S,36,1205,7,4.973772298544645,7,4.973772298544645,5,3.6542198257520795,22,18,4,0,11.466555368155241,3.547722566872835
ESP-La Liga,2324,Getafe,Santiago García,4,2023,142,11537,S,1,18,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07379941642284393,0.07379941642284393
ESP-La Liga,2324,Getafe,Stefan Mitrovic,4,2023,142,4242,D S,11,721,1,0.1143389642238617,1,0.1143389642238617,0,0.41409723088145256,1,2,3,0,0.8236163817346096,0.40951915457844734
ESP-La Liga,2324,Getafe,Yassin Tallal,4,2023,142,12579,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Getafe,Óscar Rodríguez,4,2023,142,6570,F M S,25,973,1,1.6088698171079159,1,1.6088698171079159,1,1.426833689212799,34,21,10,0,5.656665023416281,3.20871976390481
ESP-La Liga,2324,Girona,Aleix García,4,2023,223,1055,M S,37,3211,3,1.654544435441494,3,1.654544435441494,6,6.332581764552742,39,57,4,1,27.95874883979559,26.101257706061006
ESP-La Liga,2324,Girona,Antal Yaakobishvili,4,2023,223,12301,S,1,61,0,0.0,0,0.0,0,0.364303857088089,0,1,0,0,1.199763298034668,1.199763298034668
ESP-La Liga,2324,Girona,Arnau Martinez,4,2023,223,10949,D S,21,1236,0,0.06705422699451447,0,0.06705422699451447,2,1.7664639884606004,1,10,5,0,8.931810360401869,8.252765346318483
ESP-La Liga,2324,Girona,Artem Dovbyk,4,2023,223,11736,F S,36,2678,24,23.313817247748375,17,17.367596223950386,8,6.509533985517919,85,27,2,0,23.6771375015378,3.992590010166168
ESP-La Liga,2324,Girona,Bernardo,4,2023,223,1716,S,2,2,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Girona,Cristhian Stuani,4,2023,223,1709,F S,31,694,9,11.261974029242992,9,11.261974029242992,3,2.2404822162352502,34,10,6,0,11.822853227611631,0.31514744088053703
ESP-La Liga,2324,Girona,Daley Blind,4,2023,223,548,D S,34,2971,1,2.129695435985923,1,2.129695435985923,2,1.2106527229771018,16,17,6,0,24.09246441349387,23.502674881368876
ESP-La Liga,2324,Girona,David López,4,2023,223,1857,D M,25,2004,3,2.560835152864456,3,2.560835152864456,0,0.17799224704504013,16,3,4,0,11.615245217457414,11.584674993529916
ESP-La Liga,2324,Girona,Ibrahima Kebe,4,2023,223,11995,S,2,6,0,0.0,0,0.0,0,0.0,0,0,1,0,0.055542267858982086,0.055542267858982086
ESP-La Liga,2324,Girona,Iván Martín,4,2023,223,7529,F M S,36,2801,5,3.2572554741054773,5,3.2572554741054773,4,3.426012462005019,19,29,5,0,23.63595617376268,18.003766800742596
ESP-La Liga,2324,Girona,Jastin García,4,2023,223,12098,S,3,24,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Girona,Jhon Solis,4,2023,223,12046,M S,18,337,0,1.4234591610729694,0,1.4234591610729694,0,0.5155662856996059,9,3,0,0,4.462306126952171,3.3272515013813972
ESP-La Liga,2324,Girona,Juanpe,4,2023,223,6121,D S,17,718,0,0.19304723292589188,0,0.19304723292589188,0,0.0,4,0,4,0,2.506332751363516,2.448934894055128
ESP-La Liga,2324,Girona,Miguel Gutiérrez,4,2023,223,8513,D,35,3058,2,2.810915406793356,2,2.810915406793356,7,9.733721763826907,35,42,4,0,25.91285879164934,19.389349835924804
ESP-La Liga,2324,Girona,Pablo Torre,4,2023,223,11025,M S,26,632,0,1.159542222507298,0,1.159542222507298,2,0.9704246409237385,13,13,1,0,5.892184537835419,4.510254573076963
ESP-La Liga,2324,Girona,Paulo Gazzaniga,4,2023,223,973,GK,38,3420,0,0.0,0,0.0,0,0.2728084586560726,0,3,2,0,11.87281447276473,11.617830585688353
ESP-La Liga,2324,Girona,Silvi Clua,4,2023,223,11737,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1319008320569992,0.1319008320569992
ESP-La Liga,2324,Girona,Sávio,4,2023,223,11735,F M S,37,3062,9,6.155738043598831,9,6.155738043598831,10,8.476998306810856,45,52,5,0,24.98598575219512,13.196425644680858
ESP-La Liga,2324,Girona,Toni Villa,4,2023,223,6919,S,2,8,0,0.02551763504743576,0,0.02551763504743576,0,0.0,1,0,0,0,0.02551763504743576,0.0
ESP-La Liga,2324,Girona,Valery Fernández,4,2023,223,7246,M S,27,405,2,0.948156202211976,2,0.948156202211976,0,0.7140233628451824,5,6,1,0,5.432346967048943,4.0496402168646455
ESP-La Liga,2324,Girona,Viktor Tsygankov,4,2023,223,11322,D F M S,30,2118,8,7.182822577655315,8,7.182822577655315,7,6.8491873703897,44,35,0,0,18.071242179721594,9.44023699592799
ESP-La Liga,2324,Girona,Yan Couto,4,2023,223,10946,D F M S,34,2244,1,1.82208695076406,1,1.82208695076406,8,4.980193942785263,29,27,8,0,19.296333955600858,16.317308470606804
ESP-La Liga,2324,Girona,Yangel Herrera,4,2023,223,7350,D M S,29,2164,5,6.0530829429626465,5,6.0530829429626465,0,2.1153405918739736,52,18,9,0,18.590083649381995,13.715097695589066
ESP-La Liga,2324,Granada,Alberto Perea,4,2023,155,8849,S,2,2,0,0.0,0,0.0,0,0.06456033140420914,0,1,0,0,0.06456033140420914,0.06456033140420914
ESP-La Liga,2324,Granada,Alberto Soro,4,2023,155,8726,S,1,2,0,0.0,0,0.0,0,0.09360945224761963,0,1,0,0,0.09360945224761963,0.0
ESP-La Liga,2324,Granada,André Ferreira,4,2023,155,11829,GK S,15,1340,0,0.0,0,0.0,0,0.0,0,0,1,0,2.289650324732065,2.289650324732065
ESP-La Liga,2324,Granada,Antonio Puertas,4,2023,155,7863,F M S,27,693,0,3.954187366180122,0,2.46763217728585,2,0.6933754212222993,19,10,2,1,4.047966557554901,1.5224014772102237
ESP-La Liga,2324,Granada,Augusto Batalla,4,2023,155,12298,GK,17,1530,0,0.02722346968948841,0,0.02722346968948841,0,0.04717050865292549,1,1,3,0,2.248191110789776,2.2010206058621407
ESP-La Liga,2324,Granada,Bruno Méndez,4,2023,155,12299,D S,17,1339,2,0.39777528773993254,2,0.39777528773993254,0,0.1248152693733573,8,4,4,0,1.7927039675414562,1.6345273982733488
ESP-La Liga,2324,Granada,Bryan Zaragoza,4,2023,155,10143,F M S,21,1651,6,3.4969893489032984,5,2.753711733967066,2,3.2957579903304577,33,22,5,0,8.612707426771522,3.226908627897501
ESP-La Liga,2324,Granada,Carlos Neva,4,2023,155,7864,D,36,3180,0,0.12934518977999687,0,0.12934518977999687,2,3.277485676109791,4,21,4,0,7.631473049055785,5.563596080522984
ESP-La Liga,2324,Granada,Facundo Pellistri,4,2023,155,9324,F M S,15,1242,2,2.189263768494129,2,2.189263768494129,1,0.9153640922158957,17,18,0,1,3.3937868252396584,1.4023651368916035
ESP-La Liga,2324,Granada,Faitout Maouassa,4,2023,155,5635,D S,6,240,0,0.23576967045664787,0,0.23576967045664787,1,0.33411200903356075,5,5,0,0,0.4030827432870865,0.1437355112284422
ESP-La Liga,2324,Granada,Famara Diedhiou,4,2023,155,5730,S,8,51,0,0.7279834635555744,0,0.7279834635555744,1,0.3974076211452484,5,1,1,0,1.2390880063176155,0.14659640192985535
ESP-La Liga,2324,Granada,Gerard Gumbau,4,2023,155,2609,M S,35,2714,0,1.8900840035639703,0,1.8900840035639703,3,4.485361495986581,45,41,12,0,7.919907013420016,4.410726794973016
ESP-La Liga,2324,Granada,Gonzalo Villar,4,2023,155,6750,F M S,35,1787,1,1.4651812510564923,1,1.4651812510564923,3,1.4083677809685469,22,13,7,0,5.990052342414856,3.5424873642623425
ESP-La Liga,2324,Granada,Ignasi Miquel,4,2023,155,6442,D S,34,3003,1,1.4515733113512397,1,1.4515733113512397,1,1.3224067045375705,20,12,5,0,5.336938146967441,4.783442651387304
ESP-La Liga,2324,Granada,Jesús Vallejo,4,2023,155,5234,D S,3,92,0,0.0,0,0.0,0,0.0,0,0,1,0,0.9160338938236237,0.9160338938236237
ESP-La Liga,2324,Granada,José Callejón,4,2023,155,1382,D F M S,25,763,0,1.4001540020108223,0,1.4001540020108223,1,1.5133505389094353,11,16,2,0,5.023295275866985,3.422605959698558
ESP-La Liga,2324,Granada,Kamil Józwiak,4,2023,155,12442,M S,11,585,0,0.15208072401583195,0,0.15208072401583195,1,1.2023921310901642,4,5,2,0,1.7419395167380571,0.39954762253910303
ESP-La Liga,2324,Granada,Kamil Piatkowski,4,2023,155,12325,D S,9,504,0,0.7196483574807644,0,0.7196483574807644,0,0.07839490566402674,4,2,1,1,0.4685151483863592,0.4547905083745718
ESP-La Liga,2324,Granada,Lucas Boyé,4,2023,155,1189,F M S,31,2613,6,7.1452496172860265,6,7.1452496172860265,3,3.2088521169498563,56,27,8,1,10.558177180588245,3.42706776317209
ESP-La Liga,2324,Granada,Marc Martínez,4,2023,155,12394,GK,3,270,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03815256059169769,0.03815256059169769
ESP-La Liga,2324,Granada,Martin Hongla,4,2023,155,5103,D M S,13,551,0,0.13713156804442406,0,0.13713156804442406,0,0.0,3,0,0,0,0.3189828936010599,0.24836436286568642
ESP-La Liga,2324,Granada,Matías Arezo,4,2023,155,10402,F S,14,331,0,0.9252994209527969,0,0.9252994209527969,0,0.09625256061553955,12,2,1,0,1.665972150862217,0.6783719398081303
ESP-La Liga,2324,Granada,Miguel Ángel Brau,4,2023,155,10566,S,1,25,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0990472212433815,0.0990472212433815
ESP-La Liga,2324,Granada,Miguel Ángel Rubio,4,2023,155,6740,D S,19,1544,1,0.9288409631699324,1,0.9288409631699324,0,0.184600330889225,9,2,5,0,2.3108114898204803,2.1262111961841583
ESP-La Liga,2324,Granada,Miki Bosch,4,2023,155,11833,S,1,21,0,0.0,0,0.0,0,0.0,0,0,0,0,0.06958970427513123,0.06958970427513123
ESP-La Liga,2324,Granada,Myrto Uzuni,4,2023,155,10400,F M S,34,2490,11,12.619373556226492,7,8.902985572814941,1,3.1601249799132347,64,18,3,0,10.58439028635621,1.75699582695961
ESP-La Liga,2324,Granada,Njegos Petrovic,4,2023,155,10401,S,10,112,0,0.08174633234739304,0,0.08174633234739304,0,0.08760665357112885,3,2,0,0,0.6733207944780588,0.5530099626630545
ESP-La Liga,2324,Granada,Pablo Sáenz,4,2023,155,12363,S,1,13,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Granada,Raúl Fernández,4,2023,155,6214,GK,4,280,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2324,Granada,Raúl Torrente,4,2023,155,9403,D S,17,1258,0,0.13490760698914528,0,0.13490760698914528,0,0.2540754899382591,3,2,4,0,2.1149673108011484,1.9325012657791376
ESP-La Liga,2324,Granada,Ricard Sánchez,4,2023,155,8319,D S,33,2317,3,0.6868337672203779,3,0.6868337672203779,0,1.7101847026497126,14,23,7,0,4.334156412631273,2.659800657071173
ESP-La Liga,2324,Granada,Sergio Rodelas,4,2023,155,12624,F M S,3,123,0,0.0376821905374527,0,0.0376821905374527,1,1.0727558135986328,2,2,0,0,1.1795755811035633,0.08720749523490667
ESP-La Liga,2324,Granada,Sergio Ruiz,4,2023,155,11830,M S,35,2536,0,0.9140447592362761,0,0.9140447592362761,4,1.7954023014754057,13,12,8,0,8.087164682336152,6.460835027508438
ESP-La Liga,2324,Granada,Shon Weissman,4,2023,155,8761,S,5,61,0,0.027517342939972878,0,0.027517342939972878,0,0.0,1,0,0,0,0.04102456662803888,0.013507223688066006
ESP-La Liga,2324,Granada,Theo Corbeanu,4,2023,155,9209,M S,9,180,1,0.1839280016720295,1,0.1839280016720295,0,0.0,5,0,2,0,0.09186463616788387,0.01854850910604
ESP-La Liga,2324,Granada,Víctor Díaz,4,2023,155,5117,D S,4,159,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3886590600013733,0.3886590600013733
ESP-La Liga,2324,Granada,Wilson Manafá,4,2023,155,11832,D M S,4,241,0,0.010977019555866718,0,0.010977019555866718,0,0.0919438824057579,1,1,1,0,0.9130907580256462,0.9130907580256462
ESP-La Liga,2324,Granada,Álvaro Fernández,4,2023,155,10576,D F M S,13,452,0,0.48943913727998734,0,0.48943913727998734,0,0.7756723361089826,7,7,1,0,2.2598436502739787,1.4647520780563354
ESP-La Liga,2324,Granada,Óscar Melendo,4,2023,155,5134,F M S,26,1159,0,0.31179269775748253,0,0.31179269775748253,0,0.5518040414899588,6,11,2,0,3.404225243255496,2.9349127896130085
ESP-La Liga,2324,Las Palmas,Aarón,4,2023,144,2346,GK S,2,153,0,0.0,0,0.0,0,0.0,0,0,0,0,0.11619991064071655,0.11619991064071655
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,4,2023,144,12160,F M S,28,1817,3,1.8872323706746101,3,1.8872323706746101,3,2.46946167293936,33,27,2,0,5.9564906693995,2.778646009042859
ESP-La Liga,2324,Las Palmas,Benito Ramírez,4,2023,144,5041,M S,20,331,1,0.4952068980783224,1,0.4952068980783224,1,0.4986361414194107,10,2,0,0,1.8598923962563276,1.0042459890246391
ESP-La Liga,2324,Las Palmas,Cristian Herrera,4,2023,144,4113,M S,8,139,1,0.8265172243118286,1,0.8265172243118286,0,0.022152746096253395,1,1,1,0,1.6205731108784676,0.794055886566639
ESP-La Liga,2324,Las Palmas,Daley Sinkgraven,4,2023,144,7899,D S,10,382,0,0.0,0,0.0,0,0.0,0,0,0,1,0.238798500970006,0.238798500970006
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,4,2023,144,6712,M S,34,1805,0,0.6150052286684513,0,0.6150052286684513,1,1.1749551789835095,16,19,3,0,4.8745032623410225,4.1022844389081
ESP-La Liga,2324,Las Palmas,Eric Curbelo,4,2023,144,5200,D S,2,100,0,0.0,0,0.0,0,0.0,0,0,0,0,0.045680414885282516,0.045680414885282516
ESP-La Liga,2324,Las Palmas,Fabio González,4,2023,144,6079,M S,6,111,0,0.0,0,0.0,0,0.0,0,0,1,0,0.15327629446983337,0.15327629446983337
ESP-La Liga,2324,Las Palmas,Iñaki González,4,2023,144,11748,S,1,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.12422408163547516,0.12422408163547516
ESP-La Liga,2324,Las Palmas,Javi Muñoz,4,2023,144,4168,M S,37,2659,2,3.1554005797952414,2,3.1554005797952414,3,1.6818826254457235,38,24,6,0,9.510037542320788,5.553472641855478
ESP-La Liga,2324,Las Palmas,José Campaña,4,2023,144,4034,M S,8,154,0,0.01832476817071438,0,0.01832476817071438,0,0.0,1,0,0,0,0.6414254382252693,0.6414254382252693
ESP-La Liga,2324,Las Palmas,Juan Herzog,4,2023,144,11747,D S,4,290,2,0.6798617094755173,2,0.6798617094755173,0,0.0,3,0,1,0,0.25865158438682556,0.25865158438682556
ESP-La Liga,2324,Las Palmas,Julián Araujo,4,2023,144,11745,D S,25,1448,1,0.925544673576951,1,0.925544673576951,0,1.1897415593266487,7,16,5,0,3.5234330277889967,1.6969562005251646
ESP-La Liga,2324,Las Palmas,Kirian Rodríguez,4,2023,144,11743,M S,37,3232,6,1.8378973649814725,6,1.8378973649814725,2,1.9102027527987957,43,37,8,0,11.23528541252017,8.897437009960413
ESP-La Liga,2324,Las Palmas,Marc Cardona,4,2023,144,5159,F S,26,692,4,3.4303562538698316,3,2.6870786445215344,1,1.046162724494934,22,8,4,0,4.098069593310356,1.0499781053513288
ESP-La Liga,2324,Las Palmas,Marvin Park,4,2023,144,8863,D F M S,31,1826,0,1.2387149445712566,0,1.2387149445712566,2,2.6454294845461845,14,13,5,0,6.1723127737641335,2.952649524435401
ESP-La Liga,2324,Las Palmas,Mika Mármol,4,2023,144,10224,D,36,3193,0,0.14597723633050919,0,0.14597723633050919,1,0.8249071957543492,3,5,4,1,6.354607587680221,6.32452601287514
ESP-La Liga,2324,Las Palmas,Munir,4,2023,144,2106,F M S,38,2529,3,5.857398867607117,3,5.114121228456497,2,1.977289479225874,43,24,2,0,6.820673560723662,1.9331548307090998
ESP-La Liga,2324,Las Palmas,Máximo Perrone,4,2023,144,11378,M S,29,1643,0,0.17503756564110518,0,0.17503756564110518,0,0.3737841211259365,7,9,6,0,5.221752477809787,4.926801485940814
ESP-La Liga,2324,Las Palmas,Omenuke Mfulu,4,2023,144,3248,M S,5,69,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0624723806977272,0.0624723806977272
ESP-La Liga,2324,Las Palmas,Pejiño,4,2023,144,11746,F M S,17,489,2,1.2113106455653906,2,1.2113106455653906,0,0.35786951892077923,17,9,0,0,2.024031599983573,0.5163136906921864
ESP-La Liga,2324,Las Palmas,Sandro Ramírez,4,2023,144,2537,F M S,27,1843,1,4.187466069124639,1,3.4441884150728583,3,3.5517972512170672,51,31,2,0,6.363823507912457,2.0989825716242194
ESP-La Liga,2324,Las Palmas,Saúl Coco,4,2023,144,11741,D S,30,2286,1,0.850907270796597,1,0.850907270796597,0,0.017293410375714302,20,1,6,1,2.8640661789104342,2.7888443991541862
ESP-La Liga,2324,Las Palmas,Sergi Cardona,4,2023,144,11744,D S,35,2813,1,2.3810415733605623,1,2.3810415733605623,2,3.1536975726485252,26,39,9,0,7.9747383035719395,5.03214128408581
ESP-La Liga,2324,Las Palmas,Sory Kaba,4,2023,144,7406,F S,17,721,1,1.7437660470604897,1,1.7437660470604897,1,0.3312440663576126,13,6,2,0,2.6371102891862392,0.6072471812367439
ESP-La Liga,2324,Las Palmas,Álex Suárez,4,2023,144,11742,D S,32,2589,2,2.2428878135979176,2,2.2428878135979176,0,0.22742279060184956,7,6,7,0,2.811455954797566,2.659366096369922
ESP-La Liga,2324,Las Palmas,Álvaro Lemos,4,2023,144,5031,D S,4,259,0,0.01864992082118988,0,0.01864992082118988,0,0.0,1,0,1,0,0.36814768612384796,0.3494977504014969
ESP-La Liga,2324,Las Palmas,Álvaro Vallés,4,2023,144,11740,GK,37,3263,0,0.0,0,0.0,0,0.0,0,0,2,1,3.4357246309518814,3.4357246309518814
ESP-La Liga,2324,Mallorca,Abdón Prats,4,2023,239,8014,F S,34,1218,6,4.045267624780536,6,4.045267624780536,1,2.3391423150897026,33,14,4,0,5.668141694739461,1.2052582316100597
ESP-La Liga,2324,Mallorca,Amath Diedhiou,4,2023,239,2532,F M S,15,362,0,1.6075254753232002,0,1.6075254753232002,0,0.4607605654746294,12,3,2,0,2.5320386681705713,0.8323619682341814
ESP-La Liga,2324,Mallorca,Antonio Sánchez,4,2023,239,9970,D F M S,29,1484,3,2.4565886091440916,3,2.4565886091440916,1,0.9946272429078817,23,12,3,0,4.210118742659688,1.4729171246290207
ESP-La Liga,2324,Mallorca,Copete,4,2023,239,10982,D S,19,1355,1,0.44130564108490944,1,0.44130564108490944,1,0.6440806742757559,7,4,7,0,0.7527758441865444,0.6495289858430624
ESP-La Liga,2324,Mallorca,Cyle Larin,4,2023,239,11340,F S,35,1834,3,8.655439012683928,3,8.655439012683928,2,0.6739965248852968,69,10,8,0,9.256140869110823,1.6772314738482237
ESP-La Liga,2324,Mallorca,Dani Rodríguez,4,2023,239,7841,F M S,36,2672,2,1.548793044872582,2,1.548793044872582,4,5.381772861815989,27,50,8,0,8.062609313055873,4.183748701587319
ESP-La Liga,2324,Mallorca,Dominik Greif,4,2023,239,9756,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.073220394551754,0.073220394551754
ESP-La Liga,2324,Mallorca,Giovanni González,4,2023,239,10371,D S,34,2477,1,0.5446585230529308,1,0.5446585230529308,1,1.3406448289752007,14,21,5,0,5.486550766974688,4.530075024813414
ESP-La Liga,2324,Mallorca,Iván Cuéllar,4,2023,239,2208,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03924601897597313,0.03924601897597313
ESP-La Liga,2324,Mallorca,Jaume Costa,4,2023,239,2539,D S,30,1692,0,0.3761693984270096,0,0.3761693984270096,1,1.0755313038825989,6,19,7,0,2.631909340620041,1.6665169820189476
